Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SPAIN - PRIMERA RFEF,05/11/2023,08:00,SD Logrones,Tarazona,2.15,2.88,3.4
2,AUSTRIA - 2. LIGA,05/11/2023,08:30,Grazer AK,Stripfing,1.7,3.95,4.25
3,NORTH MACEDONIA - 1. MFL,05/11/2023,09:00,Shkupi,Vardar,1.18,6.1,13.0
4,SERBIA - PRVA LIGA,05/11/2023,09:00,OFK Beograd,Macva,1.32,4.25,8.5
5,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,05/11/2023,09:00,Siroki Brijeg,Posusje,2.1,3.05,3.5
6,INDIA - I-LEAGUE,05/11/2023,10:30,Gokulam,Neroca FC,1.47,4.15,5.8
7,RUSSIA - PREMIER LEAGUE,05/11/2023,10:30,CSKA Moscow,Pari NN,1.56,4.39,6.85
8,BULGARIA - PARVA LIGA,05/11/2023,10:30,Ludogorets,Krumovgrad,1.14,7.5,17.0
9,SERBIA - SUPER LIGA,05/11/2023,11:00,Vojvodina,Zeleznicar Pancevo,1.42,4.5,6.4
10,EGYPT - PREMIER LEAGUE,05/11/2023,11:00,Future FC,Enppi,2.05,2.92,3.85
11,AZERBAIJAN - PREMIER LEAGUE,05/11/2023,11:30,Sabah Baku,Zira,1.7,3.4,4.8
12,NIGERIA - NPFL,05/11/2023,12:00,Akwa United,Plateau United,1.7,3.25,5.2
13,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,05/11/2023,12:00,Al Taawon,Damac,1.62,4.0,4.5
14,NIGERIA - NPFL,05/11/2023,12:00,Rivers United,Sunshine Stars,1.6,3.35,6.1
15,NIGERIA - NPFL,05/11/2023,12:00,Shooting,Niger Tornadoes,1.75,3.1,5.1
16,MOLDOVA - SUPER LIGA,05/11/2023,12:00,Sheriff Tiraspol,Milsami,1.26,4.85,8.75
17,GHANA - PREMIER LEAGUE,05/11/2023,12:00,Bofoakwa Tano,Nations FC,1.23,4.45,13.5
18,GHANA - PREMIER LEAGUE,05/11/2023,12:00,Heart of Lions,Aduana,2.37,2.75,3.1
19,GHANA - PREMIER LEAGUE,05/11/2023,12:00,Asante Kotoko,Dreams,1.62,3.35,5.1
20,CAMEROON - ELITE ONE,05/11/2023,13:30,Canon Yaounde,Dynamo Douala,1.65,3.35,4.85
21,SENEGAL - LIGUE 1,05/11/2023,13:30,Diambars,Sonacos,1.83,2.92,4.55
22,SWEDEN - ALLSVENSKAN,05/11/2023,13:30,Elfsborg,Degerfors,1.25,6.5,10.0
23,SENEGAL - LIGUE 1,05/11/2023,13:30,Jamono Fatick,Mbour,2.7,2.67,2.72
24,SPAIN - PRIMERA RFEF,05/11/2023,14:00,Castellon,Alcoyano,1.5,3.6,6.0
25,EGYPT - PREMIER LEAGUE,05/11/2023,14:00,Al Masry,National Bank Egypt,1.95,3.2,3.75
26,IVORY COAST - LIGUE 1,05/11/2023,15:00,AS Denguele,Mouna,1.78,3.0,4.75
27,SPAIN - PRIMERA RFEF,05/11/2023,15:00,Unionistas,Lugo,2.25,2.9,3.1
28,ITALY - SERIE C,05/11/2023,16:45,Atalanta U23,Fiorenzuola,1.6,3.65,5.6
29,JAMAICA - PREMIER LEAGUE,05/11/2023,17:00,Portmore,Treasure Beach,1.55,3.6,6.1
30,BRAZIL - SERIE B,05/11/2023,18:00,Vitoria,Vila Nova FC,1.87,3.05,4.6
31,URUGUAY - PRIMERA DIVISION,05/11/2023,20:00,Penarol,Liverpool M.,1.7,3.6,4.5
32,PARAGUAY - PRIMERA DIVISION,05/11/2023,20:30,Guarani,General Caballero JLM,1.91,3.3,3.75
33,ARGENTINA - COPA DE LA LIGA PROFESIONAL,05/11/2023,21:00,Newells Old Boys,Sarmiento Junin,1.65,3.5,6.0
34,MEXICO - LIGA MX,05/11/2023,23:06,Juarez,Queretaro,1.91,3.6,4.0
