Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,26/11/2023,06:30,AUSTRIA - 2. LIGA,Sturm Graz (Am),Leoben,4.15,4.05,1.7,1.5,1.52,2.37,1.03,1.28,1.16,3.5,1.26
2,26/11/2023,09:00,INDONESIA - LIGA 1,Dewa United,Persib Bandung,3.55,3.4,1.95,1.65,1.55,2.15,1.01,1.31,1.21,4.8,1.13
3,26/11/2023,09:00,THAILAND - THAI LEAGUE 1,Chiangrai Utd,Port MTI FC,4.25,3.95,1.7,1.62,1.62,2.15,1.04,1.32,1.2,4.1,1.19
4,26/11/2023,09:00,SLOVENIA - PRVA LIGA,Bravo,Celje,3.65,3.6,1.9,1.88,1.78,1.93,1.06,1.39,1.29,5.3,1.12
5,26/11/2023,11:00,SLOVENIA - PRVA LIGA,Mura,Maribor,3.3,3.7,1.98,1.65,1.6,2.22,1.04,1.32,1.21,4.25,1.18
6,26/11/2023,11:00,CAMEROON - ELITE ONE,UMS de Loum,Stade Renard,4.45,3.0,1.82,2.32,2.16,1.66,1.08,1.52,1.45,11.0,1.01
7,26/11/2023,11:00,CROATIA - HNL,Istra 1961,Hajduk Split,5.75,3.75,1.6,2.0,1.91,1.8,1.05,1.4,1.29,7.0,1.1
8,26/11/2023,11:30,CAMEROON - ELITE ONE,APEJES Academy,Cotonsport,4.85,3.2,1.7,2.32,2.27,1.6,1.07,1.52,1.46,10.0,1.02
9,26/11/2023,12:15,ITALY - SERIE C,Giugliano,Catania,4.25,3.4,1.82,2.07,1.93,1.78,1.07,1.47,1.36,6.1,1.09
10,26/11/2023,12:30,SWITZERLAND - SUPER LEAGUE,Basel,St. Gallen,3.4,4.2,1.91,1.53,1.5,2.5,1.02,1.25,1.17,4.0,1.22
11,26/11/2023,13:00,BAHRAIN - PREMIER LEAGUE,Al-Hala,Al-Muharraq,5.0,3.6,1.65,1.88,1.83,1.87,1.06,1.4,1.29,5.3,1.12
12,26/11/2023,13:30,SLOVENIA - PRVA LIGA,Aluminij,Koper,3.35,3.65,1.98,1.78,1.7,2.05,1.05,1.36,1.25,4.8,1.15
13,26/11/2023,18:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Arsenal Sarandi,Rosario Central,4.75,3.5,1.75,2.05,1.91,1.8,1.06,1.44,1.33,8.0,1.08
14,26/11/2023,18:00,CHILE - PRIMERA DIVISION,A. Italiano,Colo Colo,4.0,3.5,1.91,1.85,1.73,2.0,1.05,1.36,1.25,6.0,1.13
15,26/11/2023,18:00,COSTA RICA - PRIMERA DIVISION,AD Santos,Saprissa,5.25,3.75,1.55,1.67,1.73,2.0,1.03,1.33,1.2,5.0,1.17
16,26/11/2023,20:00,ECUADOR - LIGA PRO,Cumbaya,LDU Quito,6.5,4.0,1.55,2.0,2.0,1.73,1.05,1.4,1.3,7.0,1.1
