,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2025-03-14,05:35:00,AUSTRALIA - A-LEAGUE,Adelaide United,Macarthur FC,1.66,5.2,4.8,36.0,1.240465
2,2025-03-14,09:00:00,PARAGUAY - PRIMERA DIVISION,Club 2 de Mayo,General Caballero,2.32,3.75,2.86,12.0,1.2408012
3,2025-03-14,12:00:00,ARMENIA - PREMIER LEAGUE,Pyunik Yerevan,Shirak Gyumri,1.95,3.85,3.2,1000.0,1.2408391
4,2025-03-14,14:00:00,HUNGARY - OTP BANK LIGA,Gyori,Debrecen,1.97,3.85,3.75,22.0,1.2406842
5,2025-03-14,14:00:00,POLAND - DIVISION 1,Legnica,Wisla,3.35,2.2,3.6,29.0,1.2406803
6,2025-03-14,14:30:00,TURKEY - SUPER LIG,Galatasaray,Antalyaspor,1.27,12.0,7.4,65.0,1.2406873
7,2025-03-14,14:30:00,GERMANY - 2. BUNDESLIGA,Magdeburg,Hamburger SV,2.58,2.82,3.75,16.0,1.2406398
8,2025-03-14,14:30:00,GERMANY - 2. BUNDESLIGA,Schalke,Hannover,2.66,2.86,3.55,12.5,1.240671
9,2025-03-14,15:00:00,DENMARK - 1ST DIVISION,Vendsyssel,Fredericia,3.75,2.02,3.95,12.0,1.2407341
10,2025-03-14,15:00:00,DENMARK - 1ST DIVISION,Hvidovre IF,Odense,4.2,1.97,3.6,8.8,1.2406754
11,2025-03-14,15:00:00,DENMARK - 1ST DIVISION,Koge,Roskilde,2.6,2.88,3.45,12.5,1.2406753
12,2025-03-14,15:00:00,DENMARK - 1ST DIVISION,Kolding IF,Hobro,1.59,7.4,4.0,23.0,1.2406219
13,2025-03-14,15:00:00,DENMARK - 1ST DIVISION,Horsens,Esbjerg,1.71,4.7,4.3,40.0,1.2407697
14,2025-03-14,15:00:00,DENMARK - 1ST DIVISION,Hillerod,B.93,1.36,10.5,5.2,44.0,1.2405882
15,2025-03-14,15:00:00,SERBIA - SUPER LIGA,Jedinstvo U.,Radnicki 1923,4.8,1.68,3.95,29.0,1.2408106
16,2025-03-14,15:30:00,FRANCE - NATIONAL,Concarneau,Versailles,3.15,2.4,3.15,24.0,1.2405889
17,2025-03-14,15:30:00,FRANCE - NATIONAL,Rouen,Villefranche,1.87,4.9,3.4,36.0,1.2405887
18,2025-03-14,15:30:00,FRANCE - NATIONAL,Nimes,Dijon,3.0,2.66,2.88,65.0,1.2405888
19,2025-03-14,15:30:00,FRANCE - NATIONAL,Nancy,Quevilly Rouen,1.73,5.3,3.6,40.0,1.2405883
20,2025-03-14,15:30:00,FRANCE - NATIONAL,Le Mans,Chateauroux,1.52,7.6,4.1,55.0,1.2405885
21,2025-03-14,15:30:00,FRANCE - NATIONAL,Valenciennes,Sochaux,2.14,3.95,3.2,12.5,1.2406592
22,2025-03-14,15:30:00,FRANCE - NATIONAL,Orleans,Boulogne,2.46,3.2,3.05,25.0,1.2406592
23,2025-03-14,15:30:00,FRANCE - NATIONAL,Aubagne FC,Bourg-en-Bresse,2.42,3.55,2.86,40.0,1.2405884
24,2025-03-14,16:00:00,FRANCE - LIGUE 2,AC Ajaccio,Red Star,2.8,3.1,3.0,9.2,1.2405913
25,2025-03-14,16:00:00,FRANCE - LIGUE 2,Amiens,Caen,3.35,2.4,3.4,9.4,1.2405912
26,2025-03-14,16:00:00,FRANCE - LIGUE 2,Annecy,Rodez,3.25,2.4,3.5,10.5,1.2407314
27,2025-03-14,16:00:00,FRANCE - LIGUE 2,Clermont,Grenoble,2.54,3.15,3.3,10.5,1.2405914
28,2025-03-14,16:00:00,FRANCE - LIGUE 2,Troyes,Guingamp,2.64,3.1,3.2,10.5,1.2405925
29,2025-03-14,16:00:00,NETHERLANDS - EREDIVISIE,Almere City,NAC Breda,2.34,3.55,3.4,12.5,1.2403369
30,2025-03-14,16:00:00,BELGIUM - CHALLENGER PRO LEAGUE,RAAL La Louviere,Lierse K.,1.5,6.6,4.5,60.0,1.2406756
31,2025-03-14,16:00:00,BELGIUM - CHALLENGER PRO LEAGUE,Club Brugge KV U23,Genk U23,2.0,3.65,3.85,46.0,1.2405916
32,2025-03-14,16:00:00,BELGIUM - CHALLENGER PRO LEAGUE,Beveren,RWDM,3.6,2.14,3.4,12.0,1.2406875
33,2025-03-14,16:00:00,FRANCE - LIGUE 2,Martigues,Pau FC,3.6,2.22,3.45,9.4,1.2405915
34,2025-03-14,16:15:00,SWITZERLAND - CHALLENGE LEAGUE,Etoile Carouge,Thun,3.15,2.34,3.25,55.0,1.2406787
35,2025-03-14,16:30:00,POLAND - DIVISION 1,Chrobry Glogow,LKS Lodz,3.8,2.04,3.3,20.0,1.2407532
36,2025-03-14,16:30:00,HUNGARY - OTP BANK LIGA,Paks,Ujpest,1.85,4.3,3.8,24.0,1.2406839
37,2025-03-14,16:45:00,FRANCE - LIGUE 1,Nice,Auxerre,1.62,6.2,4.3,24.0,1.2403487
38,2025-03-14,16:45:00,SCOTLAND - CHAMPIONSHIP,Raith,Dunfermline,2.18,4.0,2.96,11.0,1.2406182
39,2025-03-14,16:45:00,ITALY - SERIE A,Genoa,Lecce,2.18,4.4,3.1,11.5,1.240334
40,2025-03-14,17:00:00,SPAIN - LALIGA,Las Palmas,Alaves,3.0,2.82,3.15,8.8,1.2403501
41,2025-03-14,19:30:00,PARAGUAY - PRIMERA DIVISION,Guarani,Club Atletico Tembetary,1.87,5.2,3.05,19.0,1.2407472
42,2025-03-14,21:30:00,VENEZUELA - LIGA FUTVE,Caracas,Puerto Cabello,2.58,3.05,2.82,9.8,1.24081
