,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2025-12-07,01:00:00,JAPAN - J2 LEAGUE,Chiba,Omiya,2.02,3.35,3.65,1000.0,1.2512875
2,2025-12-07,01:10:00,JAPAN - J2 LEAGUE,Tokushima,Iwata,2.04,3.85,3.25,970.0,1.2512877
3,2025-12-07,08:00:00,UKRAINE - PREMIER LEAGUE,Kryvbas,Oleksandriya,2.1,3.6,3.5,970.0,1.2512736
4,2025-12-07,08:15:00,NETHERLANDS - EREDIVISIE,Utrecht,Twente,2.68,2.8,3.55,12.0,1.2509252
5,2025-12-07,08:30:00,ITALY - SERIE A,Cremonese,Lecce,2.5,3.6,3.05,10.0,1.2509208
6,2025-12-07,08:30:00,TURKEY - SUPER LIG,Genclerbirligi,Karagumruk,2.24,3.65,3.45,14.5,1.2511966
7,2025-12-07,09:00:00,SERBIA - SUPER LIGA,Napredak,Zeleznicar Pancevo,4.2,1.96,3.7,8.8,1.2512326
8,2025-12-07,09:15:00,HUNGARY - OTP BANK LIGA,Gyori,Kazincbarcika,1.22,14.5,7.0,60.0,1.2512635
9,2025-12-07,09:30:00,GERMANY - 2. BUNDESLIGA,Nurnberg,Greuther Furth,1.83,4.6,4.1,21.0,1.2511649
10,2025-12-07,09:30:00,GERMANY - 2. BUNDESLIGA,Hertha Berlin,Magdeburg,1.97,4.1,3.8,23.0,1.2511648
11,2025-12-07,09:30:00,GERMANY - 2. BUNDESLIGA,Braunschweig,Holstein Kiel,2.86,2.6,3.6,12.0,1.251165
12,2025-12-07,10:00:00,SWITZERLAND - CHALLENGE LEAGUE,Yverdon,Aarau,2.42,2.84,3.6,15.0,1.2511883
13,2025-12-07,10:00:00,SPAIN - LALIGA,Elche,Girona,2.26,3.55,3.5,13.5,1.2509168
14,2025-12-07,10:00:00,DENMARK - SUPERLIGA,Nordsjaelland,Silkeborg,1.72,4.8,4.3,24.0,1.2511886
15,2025-12-07,10:00:00,DENMARK - SUPERLIGA,Viborg,Midtjylland,4.9,1.69,4.5,12.0,1.2511895
16,2025-12-07,10:30:00,UKRAINE - PREMIER LEAGUE,Metalist 1925,Veres-Rivne,1.81,5.5,3.35,970.0,1.2512709
