Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,AUSTRALIA - A-LEAGUE,20/04/2024,02:30,WS Wanderers,Melbourne City,3.3,4.0,2.0
2,HONG KONG - PREMIER LEAGUE,20/04/2024,04:00,Tai Po,Kitchee,3.75,3.8,1.78
3,BANGLADESH - PREMIER LEAGUE,20/04/2024,06:00,Fortis,Bashundara Kings,8.5,5.3,1.25
4,SWEDEN - SUPERETTAN,20/04/2024,08:00,Sandviken,Oster,3.5,3.5,1.91
5,THAILAND - THAI LEAGUE 1,20/04/2024,08:30,Police Tero,Uthai Thani,3.05,3.65,2.07
6,CHINA - SUPER LEAGUE,20/04/2024,09:00,Nantong Zhiyun,Shanghai Shenhua,6.0,5.0,1.44
7,FINLAND - YKKONEN,20/04/2024,10:00,EPS,VIFK,2.4,3.8,2.3
8,FINLAND - VEIKKAUSLIIGA,20/04/2024,10:15,Lahti,Haka,3.1,3.25,2.3
9,NORTHERN IRELAND - NIFL CHAMPIONSHIP,20/04/2024,11:00,Institute,Bangor FC,2.47,3.8,2.37
10,MOROCCO - BOTOLA PRO,20/04/2024,13:00,IR Tanger,FUS Rabat,2.88,2.88,2.38
11,GEORGIA - CRYSTALBET EROVNULI LIGA,20/04/2024,14:00,Kolkheti 1913,Dinamo Batumi,4.4,3.75,1.62
12,IVORY COAST - LIGUE 1,20/04/2024,14:45,AS Denguele,Racing d'Abidjan,2.77,2.82,2.55
13,VENEZUELA - LIGA FUTVE,20/04/2024,20:00,Inter de Barinas,Monagas,2.8,3.25,2.35
