Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,11/11/2023,00:00,USA - MLS,Seattle Sounders,FC Dallas,1.7,3.8,5.0,2.15,2.05,1.7,1.07,1.44,1.36,9.0,1.07
25,11/11/2023,03:30,AUSTRALIA - A-LEAGUE,WS Wanderers,Perth Glory,1.65,3.8,5.25,1.65,1.67,2.1,1.04,1.3,1.2,4.5,1.2
26,11/11/2023,06:00,ROMANIA - LIGA 2,Selimbar,Progresul Spartac,1.24,5.1,13.0,1.85,2.65,1.42,1.06,1.39,1.28,5.1,1.13
27,11/11/2023,08:00,ARMENIA - PREMIER LEAGUE,Pyunik Yerevan,Noah,1.52,4.15,4.75,1.52,1.61,2.25,1.01,1.27,1.14,3.98,1.19
28,11/11/2023,09:00,ENGLAND - LEAGUE ONE,Peterborough,Cambridge Utd,1.53,4.5,5.5,1.7,1.8,1.95,1.03,1.33,1.22,5.0,1.17
29,11/11/2023,09:00,NORTH MACEDONIA - 1. MFL,Shkendija,Tikves,1.42,3.95,7.3,1.98,2.2,1.52,1.03,1.44,1.33,7.5,1.06
30,11/11/2023,09:00,UZBEKISTAN - SUPER LEAGUE,Navbahor Namangan,Bunyodkor,1.39,4.15,7.8,1.91,2.22,1.52,1.03,1.42,1.31,6.65,1.06
31,11/11/2023,09:30,AZERBAIJAN - PREMIER LEAGUE,Neftci Baku,Sumqayit,1.55,3.8,5.5,1.98,2.05,1.6,1.03,1.42,1.33,7.0,1.05
32,11/11/2023,10:30,AUSTRIA - 2. LIGA,Leoben,Dornbirn,1.57,4.05,5.0,1.65,1.72,2.0,1.04,1.33,1.22,4.35,1.18
36,11/11/2023,11:00,ARMENIA - PREMIER LEAGUE,Ararat-Armenia,Shirak Gyumri,1.21,5.2,10.5,1.52,2.16,1.66,1.02,1.26,1.15,3.98,1.19
33,11/11/2023,11:00,NETHERLANDS - TWEEDE DIVISIE,Spakenburg,Kozakken Boys,1.42,4.5,6.0,1.53,1.72,1.88,1.02,1.25,1.19,3.65,1.2
35,11/11/2023,11:00,NETHERLANDS - TWEEDE DIVISIE,Quick Boys,Noordwijk,1.6,4.3,4.35,1.45,1.53,2.2,1.01,1.22,1.15,3.25,1.25
38,11/11/2023,11:00,SWEDEN - SUPERETTAN,Vasteras SK,Ostersund,1.5,4.2,5.75,1.53,1.67,2.1,1.03,1.29,1.17,4.0,1.22
37,11/11/2023,11:00,SLOVAKIA - NIKE LIGA,Dun. Streda,Ruzomberok,1.62,4.0,4.85,1.78,1.78,1.93,1.05,1.38,1.25,4.8,1.16
39,11/11/2023,11:00,SWEDEN - SUPERETTAN,Oster,Sundsvall,1.25,5.25,11.0,1.4,1.8,1.95,1.02,1.2,1.1,3.25,1.33
34,11/11/2023,11:00,NETHERLANDS - TWEEDE DIVISIE,Rijnsburgse Boys,Excelsior Maassluis,1.47,4.45,5.3,1.5,1.62,2.02,1.01,1.24,1.14,3.45,1.22
40,11/11/2023,11:30,BELARUS - VYSSHAYA LIGA,Din. Minsk,Smorgon,1.12,8.0,19.0,1.41,2.32,1.58,1.01,1.23,1.11,3.34,1.26
24,11/11/2023,12:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Cliftonville,Newry City,1.17,6.6,13.0,1.42,2.12,1.65,1.02,1.24,1.13,3.15,1.31
41,11/11/2023,12:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,Buducnost,Jedinstvo,1.32,4.9,7.9,1.55,1.88,1.72,13.5,1.25,1.19,3.65,1.2
42,11/11/2023,12:00,BELGIUM - JUPILER PRO LEAGUE,Antwerp,St. Liege,1.6,4.0,5.0,1.67,1.7,2.05,1.03,1.3,1.2,5.0,1.17
43,11/11/2023,12:00,MOLDOVA - SUPER LIGA,Milsami,Dacia Buiucani,1.35,4.35,7.3,1.75,2.16,1.66,1.01,1.35,1.24,4.9,1.14
44,11/11/2023,12:00,ENGLAND - LEAGUE TWO,Wrexham,Gillingham,1.6,4.2,5.25,1.65,1.73,2.0,1.03,1.3,1.18,4.5,1.18
23,11/11/2023,12:00,ENGLAND - CHAMPIONSHIP,Watford,Rotherham,1.45,4.2,7.5,2.0,2.1,1.67,1.06,1.4,1.3,6.5,1.11
21,11/11/2023,12:00,ENGLAND - PREMIER LEAGUE,Arsenal,Burnley,1.2,7.0,15.0,1.53,2.1,1.67,1.03,1.25,1.17,4.0,1.25
3,11/11/2023,12:00,ENGLAND - CHAMPIONSHIP,Hull,Huddersfield,1.73,3.6,5.0,1.98,1.8,1.91,1.06,1.36,1.3,6.5,1.11
4,11/11/2023,12:00,ENGLAND - CHAMPIONSHIP,Leeds,Plymouth,1.25,6.5,11.0,1.36,1.73,2.0,1.02,1.2,1.1,3.0,1.4
5,11/11/2023,12:00,ENGLAND - CHAMPIONSHIP,Ipswich,Swansea,1.53,4.33,5.5,1.57,1.67,2.1,1.03,1.29,1.17,4.33,1.22
2,11/11/2023,12:00,ENGLAND - PREMIER LEAGUE,Manchester Utd,Luton,1.3,5.5,9.5,1.57,1.8,1.95,1.03,1.25,1.17,4.33,1.22
6,11/11/2023,12:15,ITALY - SERIE C,Triestina,Pro Sesto,1.5,3.75,7.0,2.37,2.6,1.44,1.1,1.55,1.47,7.5,1.06
7,11/11/2023,12:45,BULGARIA - PARVA LIGA,Arda,Beroe,1.57,3.8,6.5,2.0,1.91,1.8,1.05,1.4,1.3,7.0,1.1
8,11/11/2023,13:30,BELARUS - VYSSHAYA LIGA,Neman,Slutsk,1.18,6.4,14.9,1.71,2.62,1.46,1.01,1.32,1.2,4.8,1.13
9,11/11/2023,13:30,RUSSIA - PREMIER LEAGUE,Zenit,Krasnodar,1.66,4.28,5.58,1.78,1.76,2.01,1.01,1.35,1.2,4.6,1.14
10,11/11/2023,14:00,SWITZERLAND - CHALLENGE LEAGUE,Thun,Schaffhausen,1.6,4.2,4.7,1.55,1.62,2.15,1.03,1.29,1.18,3.8,1.22
11,11/11/2023,14:00,SWITZERLAND - SUPER LEAGUE,St. Gallen,Winterthur,1.53,4.75,5.5,1.4,1.5,2.5,1.01,1.22,1.11,3.25,1.33
12,11/11/2023,14:30,MONTENEGRO - PRVA CRNOGORSKA LIGA,Decic,Jezero,1.39,4.2,7.42,1.91,2.12,1.69,1.03,1.38,1.28,6.9,1.07
13,11/11/2023,14:30,ITALY - SERIE C,L.R. Vicenza,Pro Patria,1.53,3.8,6.1,2.15,2.2,1.6,1.08,1.47,1.37,6.3,1.08
14,11/11/2023,15:00,SPAIN - PRIMERA RFEF,Dep. La Coruna,SD Logrones,1.33,4.33,7.5,2.15,2.63,1.44,1.06,1.44,1.36,7.0,1.08
15,11/11/2023,15:00,ECUADOR - LIGA PRO,U. Catolica,Cumbaya,1.36,4.5,8.0,1.9,2.2,1.62,1.05,1.36,1.29,6.5,1.11
16,11/11/2023,16:00,NETHERLANDS - EREDIVISIE,Twente,Nijmegen,1.3,5.5,10.0,1.57,1.95,1.8,1.03,1.29,1.17,4.33,1.2
17,11/11/2023,17:00,SPAIN - LALIGA2,Gijon,Amorebieta,1.4,4.5,8.5,2.0,2.2,1.62,1.05,1.4,1.3,7.0,1.1
18,11/11/2023,17:00,BRAZIL - SERIE B,Chapecoense-SC,Botafogo SP,1.7,3.35,5.3,2.35,2.25,1.57,1.1,1.55,1.47,7.3,1.06
19,11/11/2023,18:30,CHILE - PRIMERA DIVISION,Cobresal,A. Italiano,1.5,4.33,6.5,1.73,1.8,1.91,1.04,1.33,1.22,5.5,1.14
20,11/11/2023,20:00,USA - MLS,Houston Dynamo,Real Salt Lake,1.65,4.0,5.0,1.65,1.7,2.05,1.03,1.3,1.2,4.5,1.18
22,11/11/2023,21:00,BRAZIL - SERIE A,Palmeiras,Internacional,1.57,4.33,5.0,2.05,2.05,1.7,1.06,1.4,1.33,7.0,1.1
45,11/11/2023,21:00,ARGENTINA - COPA DE LA LIGA PROFESIONAL,Huracan,Arsenal Sarandi,1.6,3.8,6.0,2.35,2.5,1.5,1.08,1.5,1.44,11.0,1.05
