Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,12/11/2023,01:00,AUSTRALIA - A-LEAGUE,Melbourne City,Macarthur FC,1.53,4.33,6.0,1.53,1.62,2.2,1.03,1.25,1.17,4.0,1.25
22,12/11/2023,05:30,HONG KONG - PREMIER LEAGUE,Hong Kong FC,Resources Capital,1.6,4.25,4.35,1.45,1.53,2.2,1.01,1.22,1.13,3.25,1.25
23,12/11/2023,08:00,SPAIN - PRIMERA RFEF,Sanluqueno,Linares,1.7,3.3,4.75,2.15,2.1,1.67,1.07,1.44,1.36,7.5,1.07
24,12/11/2023,09:00,SERBIA - PRVA LIGA,OFK Beograd,Sloboda,1.4,4.0,6.8,1.85,2.16,1.66,1.03,1.38,1.28,6.4,1.08
25,12/11/2023,10:00,NETHERLANDS - TWEEDE DIVISIE,ADO 20 Heemskerk,Lisse,1.6,4.0,4.75,1.47,1.52,2.22,1.01,1.24,1.14,3.3,1.24
26,12/11/2023,10:30,NORWAY - OBOS-LIGAEN,Fredrikstad,Jerv,1.67,4.2,4.5,1.68,1.67,2.1,1.03,1.3,1.2,5.0,1.17
30,12/11/2023,10:30,RUSSIA - PREMIER LEAGUE,Dynamo Moscow,Orenburg,1.75,4.34,4.71,1.64,1.58,2.31,1.01,1.28,1.14,3.98,1.19
27,12/11/2023,10:30,NORWAY - OBOS-LIGAEN,Sogndal,Mjondalen,1.4,5.0,7.5,1.44,1.57,2.25,1.02,1.22,1.13,3.4,1.3
38,12/11/2023,10:30,BULGARIA - PARVA LIGA,Levski Sofia,Botev Plovdiv,1.5,4.33,6.5,2.1,2.2,1.62,1.06,1.4,1.36,8.0,1.08
28,12/11/2023,10:30,NORWAY - OBOS-LIGAEN,Kongsvinger,Moss,1.55,4.25,5.75,1.62,1.67,2.1,1.03,1.29,1.18,4.33,1.2
31,12/11/2023,11:00,SLOVAKIA - NIKE LIGA,Slovan Bratislava,Skalica,1.37,4.85,7.4,1.65,1.93,1.78,1.04,1.32,1.21,4.3,1.19
32,12/11/2023,11:00,ENGLAND - PREMIER LEAGUE,Liverpool,Brentford,1.4,5.0,7.0,1.4,1.62,2.2,1.02,1.22,1.13,3.4,1.33
33,12/11/2023,11:00,ENGLAND - PREMIER LEAGUE,Brighton,Sheffield Utd,1.29,6.0,10.0,1.44,1.8,1.95,1.02,1.22,1.13,3.5,1.3
34,12/11/2023,11:00,ROMANIA - LIGA 1,Univ. Craiova,Din. Bucuresti,1.3,4.75,8.5,1.83,2.2,1.62,1.04,1.33,1.25,6.0,1.13
35,12/11/2023,11:00,ENGLAND - PREMIER LEAGUE,Aston Villa,Fulham,1.62,4.0,5.25,1.7,1.75,2.0,1.04,1.33,1.22,5.0,1.17
36,12/11/2023,11:00,SWEDEN - ALLSVENSKAN,Hammarby,Halmstad,1.5,4.5,6.25,1.57,1.75,2.0,1.03,1.29,1.17,4.33,1.2
37,12/11/2023,11:30,SCOTLAND - PREMIERSHIP,Celtic,Aberdeen,1.25,6.0,13.0,1.44,1.95,1.8,1.02,1.22,1.14,3.5,1.3
21,12/11/2023,12:00,AZERBAIJAN - PREMIER LEAGUE,Qarabag,Sabail,1.17,6.4,12.0,1.39,2.02,1.62,1.01,1.19,1.09,2.95,1.3
29,12/11/2023,12:00,BELGIUM - JUPILER PRO LEAGUE,Genk,Leuven,1.4,4.75,7.0,1.36,1.53,2.38,1.02,1.2,1.1,3.0,1.36
20,12/11/2023,12:15,SPAIN - LALIGA2,Andorra,Eldense,1.75,3.5,5.0,2.15,2.0,1.73,1.07,1.44,1.36,9.0,1.07
9,12/11/2023,12:30,CROATIA - HNL,Hajduk Split,Varazdin,1.33,5.25,8.0,1.73,2.0,1.73,1.03,1.3,1.22,5.5,1.14
2,12/11/2023,12:45,NETHERLANDS - EREDIVISIE,Feyenoord,AZ Alkmaar,1.55,4.5,5.25,1.57,1.67,2.1,1.03,1.29,1.17,4.33,1.2
3,12/11/2023,13:30,RUSSIA - PREMIER LEAGUE,Spartak Moscow,FK Rostov,1.76,4.24,4.76,1.76,1.68,2.13,1.01,1.32,1.19,4.65,1.14
4,12/11/2023,14:30,SPAIN - LALIGA2,Tenerife,Villarreal B,1.57,4.0,6.5,2.05,2.1,1.67,1.06,1.44,1.33,8.0,1.08
5,12/11/2023,15:00,SERBIA - SUPER LIGA,Partizan,Cukaricki,1.6,3.75,5.3,2.02,2.02,1.7,1.07,1.44,1.34,5.9,1.1
6,12/11/2023,15:00,CHILE - PRIMERA DIVISION,Everton,Curico Unido,1.5,4.5,6.0,1.7,1.83,1.83,1.04,1.33,1.22,5.0,1.17
7,12/11/2023,15:15,BELGIUM - JUPILER PRO LEAGUE,Royale Union SG,Kortrijk,1.2,7.0,11.0,1.44,2.0,1.75,1.02,1.22,1.13,3.5,1.29
10,12/11/2023,16:00,BRAZIL - SERIE A,Gremio,Corinthians,1.62,3.8,5.25,2.08,2.05,1.7,1.07,1.44,1.36,8.0,1.08
8,12/11/2023,16:00,ROMANIA - LIGA 1,FCSB,U Craiova 1948,1.45,4.0,6.5,1.88,2.0,1.73,1.05,1.36,1.25,6.0,1.13
18,12/11/2023,16:00,NETHERLANDS - EREDIVISIE,Utrecht,Excelsior,1.67,4.0,4.75,1.62,1.67,2.1,1.03,1.3,1.18,4.5,1.18
11,12/11/2023,16:45,ITALY - SERIE C,Renate,Alessandria,1.7,3.4,5.1,2.37,2.27,1.57,1.1,1.57,1.47,7.4,1.06
12,12/11/2023,17:30,CHILE - PRIMERA DIVISION,Colo Colo,Union La Calera,1.55,4.0,6.5,1.73,1.8,1.91,1.04,1.33,1.22,5.5,1.14
13,12/11/2023,18:30,BRAZIL - SERIE A,Atletico-MG,Goias,1.44,4.0,7.5,2.05,2.2,1.62,1.06,1.44,1.33,7.0,1.1
14,12/11/2023,18:30,BRAZIL - SERIE A,Vasco,America MG,1.4,4.0,7.5,1.85,2.0,1.75,1.05,1.36,1.25,5.5,1.14
15,12/11/2023,19:00,NICARAGUA - LIGA PRIMERA,Managua FC,Matagalpa,1.39,4.86,7.34,1.65,1.85,1.91,10.9,1.29,1.18,4.7,1.15
16,12/11/2023,19:00,PARAGUAY - PRIMERA DIVISION,Cerro Porteno,Tacuary,1.3,4.75,8.0,1.5,1.83,1.83,1.03,1.25,1.14,3.75,1.25
17,12/11/2023,20:00,JAMAICA - PREMIER LEAGUE,Arnett Gardens,Tivoli,1.39,4.25,7.4,1.91,2.18,1.53,1.03,1.39,1.3,6.9,1.07
19,12/11/2023,21:00,USA - MLS,Columbus Crew,Atlanta Utd,1.62,4.2,4.5,1.4,1.44,2.63,1.02,1.2,1.1,3.25,1.33
39,12/11/2023,23:05,MEXICO - LIGA MX,Club Leon,Juarez,1.53,4.33,5.75,1.65,1.75,2.0,1.03,1.3,1.2,4.5,1.18
