,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH KOREA - K LEAGUE 2,16/09/2023,04:00,Ansan Greeners,Cheongju,2.9,3.3,2.2
2,ENGLAND - FA CUP,16/09/2023,08:30,Tadcaster,Chester,7.1,4.8,1.35
3,POLAND - DIVISION 1,16/09/2023,10:00,Polonia Warszawa,Pruszkow,2.7,3.5,2.25
4,ENGLAND - FA CUP,16/09/2023,11:00,Worcester,Leek,5.6,4.3,1.47
5,ENGLAND - FA CUP,16/09/2023,11:00,Witham,Hornchurch,5.6,4.45,1.45
6,ENGLAND - FA CUP,16/09/2023,11:00,Southall FC,Hampton & Richmond,4.45,4.15,1.6
7,ENGLAND - FA CUP,16/09/2023,11:00,Cleethorpes,Alfreton,7.2,4.5,1.37
8,ENGLAND - FA CUP,16/09/2023,11:00,Canvey,Braintree,4.1,3.95,1.7
9,ENGLAND - FA CUP,16/09/2023,11:00,Nantwich,Banbury,5.2,4.1,1.53
10,ENGLAND - FA CUP,16/09/2023,11:00,Leiston,St. Albans,3.7,3.85,1.78
11,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,16/09/2023,12:00,Al Raed,Al Nassr,9.5,5.75,1.22
12,POLAND - EKSTRAKLASA,16/09/2023,15:00,Piast Gliwice,Legia,2.63,3.3,2.6
13,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,16/09/2023,15:45,FK Sarajevo,Zrinjski,2.7,3.15,2.5
