,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,27/01/2024,03:00,AUSTRALIA - A-LEAGUE,Western United,WS Wanderers,3.0,3.8,2.15,1.53,1.5,2.5,1.03,1.29,1.17,4.0,1.25
2,27/01/2024,04:00,AUSTRALIA - A-LEAGUE,Newcastle Jets,Wellington Phoenix,2.2,4.0,2.88,1.53,1.5,2.5,1.03,1.29,1.17,4.0,1.25
3,27/01/2024,11:00,SCOTLAND - LEAGUE TWO,Elgin City,Dumbarton,4.0,3.5,1.73,1.85,1.8,1.91,1.02,1.36,1.25,5.5,1.13
4,27/01/2024,11:00,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Knockbreda,Annagh,4.3,4.1,1.62,1.44,1.5,2.27,1.01,1.23,1.13,3.2,1.26
20,27/01/2024,12:00,SPAIN - PRIMERA RFEF,Granada CF B,Malaga,5.0,3.5,1.6,2.35,2.5,1.5,1.08,1.53,1.44,8.0,1.06
19,27/01/2024,12:00,SPAIN - PRIMERA RFEF,Tarazona,R. Union,2.55,2.9,2.63,2.63,2.2,1.62,1.11,1.57,1.5,9.0,1.04
18,27/01/2024,12:00,BELGIUM - JUPILER PRO LEAGUE,Kortrijk,Leuven,2.9,3.5,2.3,1.67,1.57,2.25,1.03,1.33,1.2,5.0,1.17
17,27/01/2024,12:00,BELGIUM - CHALLENGER PRO LEAGUE,Genk U23,Anderlecht U23,2.15,3.8,2.88,1.5,1.44,2.63,1.02,1.25,1.14,3.75,1.25
15,27/01/2024,12:00,ENGLAND - CHAMPIONSHIP,Birmingham,Middlesbrough,2.87,3.5,2.4,1.9,1.7,2.07,1.06,1.42,1.3,5.8,1.14
14,27/01/2024,12:00,ENGLAND - LEAGUE ONE,Northampton,Shrewsbury,1.8,3.6,4.5,2.15,2.0,1.75,1.07,1.44,1.36,9.0,1.07
