,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,11/05/2024,04:30,SOUTH KOREA - K LEAGUE 1,Incheon,Seoul,2.3,3.2,3.2,2.15,1.83,1.83,1.07,1.44,1.36,9.0,1.07
2,11/05/2024,05:00,ROMANIA - LIGA 2,CSC Dumbravita,Ceahlaul,1.88,3.35,3.85,2.02,1.88,1.72,1.03,1.45,1.35,7.12,1.06
3,11/05/2024,07:00,SINGAPORE - PREMIER LEAGUE,Young Lions,DPMM,5.5,4.5,1.4,1.33,1.39,2.55,1.01,1.17,1.07,2.5,1.4
4,11/05/2024,08:00,THAILAND - THAI LEAGUE 1,Ratchaburi,Muang Thong Utd,2.27,3.6,2.77,1.65,1.57,2.27,1.04,1.33,1.21,4.3,1.18
5,11/05/2024,09:00,CHINA - SUPER LEAGUE,Beijing Guoan,Meizhou Hakka,1.22,5.25,13.0,1.62,2.2,1.62,1.03,1.29,1.18,4.5,1.18
6,11/05/2024,09:30,AUSTRIA - 2. LIGA,Grazer AK,Horn,1.47,4.05,6.4,1.82,1.95,1.75,1.05,1.39,1.27,5.0,1.14
7,11/05/2024,09:30,NETHERLANDS - TWEEDE DIVISIE,HFC,Hardenberg,2.12,3.65,2.92,1.57,1.52,2.22,1.01,1.28,1.19,3.75,1.19
8,11/05/2024,09:30,NETHERLANDS - TWEEDE DIVISIE,GVVV,Spakenburg,3.25,3.9,1.9,1.45,1.45,2.37,1.01,1.22,1.12,3.25,1.25
12,11/05/2024,10:00,SWEDEN - SUPERETTAN,Sundsvall,Landskrona,3.1,3.2,2.25,1.83,1.67,2.1,1.05,1.36,1.22,5.5,1.14
17,11/05/2024,10:00,SWEDEN - SUPERETTAN,Varberg,Orgryte,1.95,3.5,3.6,1.85,1.7,2.05,1.04,1.36,1.25,6.0,1.13
16,11/05/2024,10:00,POLAND - DIVISION 1,Chrobry Glogow,R. Rzeszow,2.38,3.3,2.88,1.88,1.63,2.1,1.05,1.36,1.25,6.0,1.13
15,11/05/2024,10:00,NETHERLANDS - TWEEDE DIVISIE,Rijnsburgse Boys,Lisse,1.72,3.9,3.95,1.47,1.47,2.32,1.01,1.22,1.12,3.25,1.25
11,11/05/2024,10:00,POLAND - EKSTRAKLASA,Gornik Zabrze,Stal Mielec,1.55,4.0,5.5,1.75,1.77,1.92,1.04,1.33,1.25,5.5,1.14
10,11/05/2024,10:00,THAILAND - THAI LEAGUE 1,Sukhothai,Police Tero,1.62,4.15,4.55,1.5,1.57,2.27,1.03,1.29,1.16,3.6,1.25
9,11/05/2024,10:00,SWEDEN - ALLSVENSKAN,AIK,Sirius,1.65,3.75,4.5,1.85,1.8,1.95,1.04,1.36,1.25,6.0,1.13
13,11/05/2024,10:00,NETHERLANDS - TWEEDE DIVISIE,ADO 20 Heemskerk,Kozakken Boys,2.2,3.65,2.75,1.52,1.45,2.37,1.01,1.24,1.15,3.5,1.22
14,11/05/2024,10:00,NETHERLANDS - TWEEDE DIVISIE,AFC,ACV Assen,1.98,3.8,3.15,1.5,1.47,2.32,1.01,1.24,1.14,3.45,1.22
27,11/05/2024,11:00,SCOTLAND - LEAGUE ONE,Stirling,Dumbarton,1.83,3.4,3.6,1.7,1.62,2.2,1.01,1.33,1.22,4.5,1.17
26,11/05/2024,11:00,SCOTLAND - LEAGUE ONE,Peterhead,Spartans,2.2,3.3,2.8,1.8,1.73,2.0,1.04,1.4,1.25,5.0,1.14
32,11/05/2024,11:00,SCOTLAND - PREMIERSHIP,Ross County,Motherwell,2.3,3.3,3.1,1.88,1.62,2.2,1.05,1.36,1.25,6.0,1.13
