Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ROMANIA - LIGA 2,06/04/2024,05:30,Selimbar,Hunedoara,2.95,3.1,2.4
2,BANGLADESH - PREMIER LEAGUE,06/04/2024,06:15,Sheikh Jamal,Bangladesh Police,3.0,3.35,2.1
3,BANGLADESH - PREMIER LEAGUE,06/04/2024,06:15,Sheikh Russel,Mohammedan,3.65,3.45,1.83
4,FINLAND - VEIKKAUSLIIGA,06/04/2024,09:00,Gnistan,Inter Turku,3.3,3.5,2.0
5,CAMEROON - ELITE ONE,06/04/2024,10:00,Dynamo Douala,Canon Yaounde,2.72,2.9,2.52
6,SWEDEN - SUPERETTAN,06/04/2024,10:00,Varberg,Oster,3.0,3.4,2.15
7,ENGLAND - LEAGUE TWO,06/04/2024,11:00,Sutton,Stockport County,4.75,3.5,1.8
8,QATAR - QSL,06/04/2024,15:30,Shamal,Qatar SC,2.72,3.45,2.37
9,PERU - LIGA 1,06/04/2024,19:30,Carlos Mannucci,Alianza Lima,3.8,3.4,1.8
10,COSTA RICA - PRIMERA DIVISION,06/04/2024,20:00,AD Santos,Liberia,2.9,3.3,2.3
11,USA - USL CHAMPIONSHIP,06/04/2024,20:30,Rhode Island,Charleston,3.3,3.75,1.95
