,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,SOUTH KOREA - K LEAGUE 1,25/08/2023,07:00,Suwon FC,Incheon,3.25,3.5,2.15,1.73,2.08,1.62,2.2,0.6,0.48989794,0.686,2.2,0.9797959,0.555,0.30769232,0.2857143,0.4651163,0.5780347,0.48076922,0.22643645,-1.6,1.47,1,0.5089
2,SOUTH KOREA - K LEAGUE 1,25/08/2023,07:30,Jeonbuk,Daejeon,1.67,3.8,5.0,1.7,2.1,1.73,2.0,3.0,0.0,0.5,0.6,0.48989794,1.528,0.5988024,0.2631579,0.2,0.5882353,0.47619048,0.4944266,2.4,0.49,1,0.7373
3,CHINA - SUPER LEAGUE,25/08/2023,08:35,Henan Songshan Longmen,Shanghai Port,4.33,4.33,1.7,1.67,2.15,1.67,2.1,1.4,1.1135529,0.76,2.6,0.8,0.766,0.23094688,0.23094688,0.5882353,0.5988024,0.4651163,0.48116192,-1.2,1.914,1,0.6661
4,FINLAND - VEIKKAUSLIIGA,25/08/2023,12:00,VPS,KTP,1.6,4.0,5.25,1.7,2.1,1.8,1.95,1.4,1.356466,1.294,0.8,1.1661904,1.107,0.625,0.25,0.1904762,0.5882353,0.47619048,0.5415826,0.6,2.523,1,0.5091
5,ROMANIA - LIGA 1,25/08/2023,12:30,Otelul,FC Voluntari,2.63,3.1,2.63,2.5,1.5,2.0,1.73,1.9,1.3747727,0.966,1.5,1.2845232,0.408,0.38022813,0.32258064,0.38022813,0.4,0.6666667,0.07527524,0.4,2.659,1,0.8918
6,POLAND - DIVISION 1,25/08/2023,13:00,Tychy,Legnica,2.55,3.3,2.38,1.93,1.93,1.73,2.0,1.1,1.0440307,0.792,0.6,0.9165151,0.95,0.39215687,0.3030303,0.42016807,0.5181347,0.5181347,0.13433507,0.5,1.961,1,0.7148
7,BULGARIA - PARVA LIGA,25/08/2023,13:00,Pirin Blagoevgrad,Botev Vratsa,2.38,3.25,3.1,2.15,1.67,1.83,1.83,1.4,1.356466,0.849,0.2,0.4,1.038,0.42016807,0.30769232,0.32258064,0.4651163,0.5988024,0.14246601,1.2,1.756,1,0.5143
8,POLAND - EKSTRAKLASA,25/08/2023,13:00,Stal Mielec,Radomiak Radom,3.4,3.4,2.1,1.98,1.88,1.8,1.95,1.2,0.9797959,1.188,1.4,1.356466,1.036,0.29411766,0.29411766,0.47619048,0.5050505,0.5319149,0.24190494,-0.2,2.336,1,0.5951
9,NETHERLANDS - EERSTE DIVISIE,25/08/2023,15:00,Cambuur,Jong Ajax,1.45,4.75,6.5,1.4,2.88,1.53,2.38,0.6,1.2,1.443,1.0,1.3416408,1.146,0.6896552,0.21052632,0.15384616,0.71428573,0.3472222,0.6840608,-0.4,2.542,1,0.7399
10,NETHERLANDS - EERSTE DIVISIE,25/08/2023,15:00,Den Bosch,Den Haag,3.2,3.5,2.15,1.7,2.1,1.57,2.25,1.2,1.2489996,0.925,1.9,1.1357816,0.624,0.3125,0.2857143,0.4651163,0.5882353,0.47619048,0.22293474,-0.7,2.385,1,0.5591
11,NETHERLANDS - EERSTE DIVISIE,25/08/2023,15:00,Dordrecht,Maastricht,2.55,3.6,2.5,1.53,2.4,1.5,2.5,1.2,1.2489996,1.163,0.7,1.1874342,0.796,0.39215687,0.2777778,0.4,0.6535948,0.41666666,0.15662445,0.5,2.436,1,0.5937
12,NETHERLANDS - EERSTE DIVISIE,25/08/2023,15:00,Venlo,Jong Utrecht,1.55,4.0,6.0,1.57,2.35,1.67,2.1,1.5,1.2845232,0.853,0.4,0.9165151,1.735,0.6451613,0.25,0.16666667,0.6369427,0.42553192,0.58968323,1.1,2.201,1,0.5042
13,CROATIA - HNL,25/08/2023,15:00,Gorica,Slaven Belupo,1.73,3.6,4.75,2.0,1.8,1.91,1.8,1.9,1.1357816,0.891,0.7,0.9,1.098,0.5780347,0.2777778,0.21052632,0.5,0.5555556,0.44949257,1.2,2.036,1,0.5078
14,BELGIUM - CHALLENGER PRO LEAGUE,25/08/2023,15:00,Genk U23,Club Brugge KV U23,1.73,4.0,3.8,1.44,2.7,1.44,2.63,0.8,0.8717798,1.021,1.3,1.4177446,0.749,0.5780347,0.25,0.2631579,0.6944444,0.37037036,0.41687655,-0.5,2.29,1,0.5076
15,NETHERLANDS - EERSTE DIVISIE,25/08/2023,15:00,Roda,Oss,1.62,3.8,5.25,1.57,2.35,1.62,2.2,1.1,1.3,0.858,0.9,1.1357816,0.584,0.61728394,0.2631579,0.1904762,0.6369427,0.42553192,0.5222925,0.2,2.436,1,0.7762
16,POLAND - DIVISION 1,25/08/2023,15:30,Lechia Gdansk,Podbeskidzie,2.2,3.3,2.75,1.95,1.9,1.73,2.0,1.1,1.3,1.198,0.9,0.83066237,0.697,0.45454547,0.3030303,0.36363637,0.51282054,0.5263158,0.16660579,0.2,2.131,1,0.687
17,POLAND - EKSTRAKLASA,25/08/2023,15:30,Widzew Lodz,Slask Wroclaw,2.1,3.4,3.3,1.93,1.93,1.67,2.1,0.8,1.1661904,0.886,0.7,0.9,0.787,0.47619048,0.29411766,0.3030303,0.5181347,0.5181347,0.23424554,0.1,2.066,1,0.9238
18,IRELAND - PREMIER DIVISION,25/08/2023,15:45,Bohemians,Derry City,2.55,3.2,2.7,2.25,1.62,1.95,1.8,1.5,1.2845232,1.102,1.9,1.3747727,0.676,0.39215687,0.3125,0.37037036,0.44444445,0.61728394,0.09380293,-0.4,2.659,1,0.5446
19,IRELAND - PREMIER DIVISION,25/08/2023,15:45,Drogheda,Cork City,1.91,3.3,3.8,2.0,1.85,1.8,1.95,0.8,1.1661904,1.14,0.5,0.92195445,1.066,0.5235602,0.3030303,0.2631579,0.5,0.5405405,0.31526428,0.3,2.088,1,0.9213
20,IRELAND - PREMIER DIVISION,25/08/2023,15:45,Shamrock Rovers,Dundalk,1.6,3.75,5.0,1.98,1.88,2.0,1.75,2.3,1.1,0.498,1.6,1.4282857,0.74,0.625,0.26666668,0.2,0.5050505,0.5319149,0.5128726,0.7,2.528,1,0.7777
21,PORTUGAL - LIGA PORTUGAL,25/08/2023,16:15,Estrela,Estoril,2.63,3.2,2.63,2.25,1.62,1.95,1.8,2.0,1.264911,0.72,0.1,0.3,1.629,0.38022813,0.3125,0.38022813,0.44444445,0.61728394,0.089269295,1.9,1.565,1,0.5536
22,CHILE - PRIMERA DIVISION,25/08/2023,16:30,A. Italiano,Coquimbo,2.0,3.4,3.8,2.03,1.83,1.8,1.91,1.7,1.3453624,0.551,1.3,1.4177446,1.052,0.5,0.29411766,0.2631579,0.49261084,0.5464481,0.29825854,0.4,2.763,1,0.8499
23,SPAIN - LALIGA2,25/08/2023,16:30,FC Cartagena SAD,Levante,2.75,3.25,2.63,2.35,1.57,2.0,1.73,1.4,1.356466,0.868,1.4,1.1135529,1.465,0.36363637,0.30769232,0.38022813,0.42553192,0.6369427,0.08852958,0.0,2.47,1,0.8
24,MOROCCO - BOTOLA PRO,25/08/2023,17:30,Maghreb Fez,Moghreb Tetouan,2.2,3.0,3.1,2.7,1.44,2.2,1.62,1.4,1.1135529,1.312,0.6,0.9165151,1.209,0.45454547,0.33333334,0.32258064,0.37037036,0.6944444,0.16165097,0.8,2.03,1,0.5176
25,ARGENTINA - COPA DE LA LIGA PROFESIONAL,25/08/2023,19:00,Arsenal Sarandi,Argentinos Jrs,4.5,3.4,1.85,2.5,1.5,2.25,1.57,1.5,1.5,0.729,1.3,1.1874342,1.617,0.22222222,0.29411766,0.5405405,0.4,0.6666667,0.3869171,0.2,2.687,1,0.8
26,CHILE - PRIMERA DIVISION,25/08/2023,19:00,Union La Calera,U. De Chile,2.7,3.1,2.75,2.05,1.8,1.73,2.0,1.6,1.2,0.955,1.7,1.3453624,0.768,0.37037036,0.32258064,0.36363637,0.4878049,0.5555556,0.05996879,-0.1,2.545,1,0.8576
27,ARGENTINA - PRIMERA NACIONAL,25/08/2023,20:00,Temperley,San Martin S.J.,2.25,3.2,3.3,2.5,1.5,2.1,1.67,1.9,1.1357816,0.689,0.8,1.1661904,0.773,0.44444445,0.3125,0.3030303,0.4,0.6666667,0.18268487,1.1,2.302,1,0.6
28,PARAGUAY - PRIMERA DIVISION,25/08/2023,20:00,Ameliano,Guairena FC,1.7,3.6,4.33,1.93,1.88,1.83,1.83,0.9,1.1357816,0.926,0.9,1.1357816,1.233,0.5882353,0.2777778,0.23094688,0.5181347,0.5319149,0.433597,0.0,2.272,1,0.6202
29,COLOMBIA - PRIMERA A,25/08/2023,20:15,Once Caldas,Bucaramanga,1.91,3.4,4.0,2.3,1.6,2.0,1.73,1.6,1.2,0.971,0.7,0.9,1.419,0.5235602,0.29411766,0.25,0.4347826,0.625,0.33695322,0.9,2.1,1,0.8
30,BOLIVIA - DIVISION PROFESIONAL,25/08/2023,21:00,Oriente Petrolero,Guabira,1.65,3.5,5.0,1.9,1.9,1.83,1.83,1.3,1.1874342,0.646,0.4,0.9165151,1.636,0.6060606,0.2857143,0.2,0.5263158,0.5263158,0.48019525,0.9,2.104,1,0.8
31,ARGENTINA - COPA DE LA LIGA PROFESIONAL,25/08/2023,21:30,Colon Santa Fe,Gimnasia L.P.,1.91,3.3,4.33,2.3,1.6,2.0,1.73,1.5,1.024695,0.768,0.8,1.1661904,1.786,0.5235602,0.3030303,0.23094688,0.4347826,0.625,0.3531154,0.7,2.191,1,0.8
32,MEXICO - LIGA MX,25/08/2023,22:00,Puebla,Juarez,2.4,3.4,2.9,1.75,2.05,1.57,2.25,1.2,1.4696939,0.643,0.9,1.1357816,0.94,0.41666666,0.29411766,0.3448276,0.5714286,0.4878049,0.14288686,0.3,2.605,1,0.7893
33,COSTA RICA - PRIMERA DIVISION,25/08/2023,23:00,Cartagines,AD Santos,1.6,3.75,5.0,1.8,2.0,1.83,1.83,2.3,1.1,0.604,1.0,1.0954452,0.872,0.625,0.26666668,0.2,0.5555556,0.5,0.5128726,1.3,2.195,1,0.5184
