,League,Date,Time,Home,Away,Odd_H,Odd_D,Odd_A
1,BULGARIA - PARVA LIGA,2024-11-03,12:30,Pirin Blagoevgrad,Hebar,2.5,3.25,2.88
2,POLAND - EKSTRAKLASA,2024-11-03,15:00,Warta Poznan,LKS Lodz,1.95,3.25,4.0
3,ROMANIA - LIGA 1,2024-11-03,15:00,Otelul,Poli Iasi,2.2,3.0,3.4
4,SPAIN - LALIGA2,2024-11-03,16:30,Amorebieta,Leganes,3.2,3.0,2.5
5,EGYPT - PREMIER LEAGUE,2024-11-03,16:30,Al Ittihad,Future FC,2.77,2.72,2.77
6,PORTUGAL - LIGA PORTUGAL,2024-11-03,17:15,Gil Vicente,Chaves,1.799999952316284,3.75,4.329999923706055
7,ARGENTINA - COPA DE LA LIGA PROFESIONAL,2024-11-03,19:00,Tigre,Lanus,3.75,3.1,2.15
8,ARGENTINA - COPA DE LA LIGA PROFESIONAL,2024-11-03,21:15,Ind. Rivadavia,Dep. Riestra,2.150000095367432,3.099999904632568,3.599999904632568
9,ARGENTINA - COPA DE LA LIGA PROFESIONAL,2024-11-03,21:15,Banfield,Velez Sarsfield,3.0,3.1,2.55
