,Date,Time,League,Home,Away,Odd_H,Odd_D,Odd_A,Odd_Over25,Odd_BTTS_Yes,Odd_BTTS_No
1,27/09/2024,05:30,INDONESIA - LIGA 1,Bali United,Barito Putera,1.52,3.75,6.1,1.62,1.65,1.98
2,27/09/2024,08:00,THAILAND - THAI LEAGUE 1,Muang Thong Utd,Khonkaen Utd.,1.29,5.5,8.0,1.42,1.75,1.95
3,27/09/2024,12:00,FINLAND - VEIKKAUSLIIGA,Gnistan,AC Oulu,1.75,3.5,3.9,1.7,1.67,2.1
4,27/09/2024,12:00,QATAR - QSL,Shamal,Al Ahli Doha,2.42,3.55,2.6,1.52,1.44,2.6
5,27/09/2024,12:00,QATAR - QSL,Umm-Salal,Qatar SC,2.42,3.4,2.67,1.7,1.55,2.3
6,27/09/2024,12:30,BELARUS - VYSSHAYA LIGA,BATE,Shakhtyor Soligorsk,1.75,3.94,4.45,1.74,1.71,2.08
9,27/09/2024,13:00,AUSTRIA - 2. LIGA,Kapfenberg,Liefering,2.7,3.85,2.22,1.52,1.47,2.5
10,27/09/2024,13:00,CROATIA - HNL,Sibenik,Istra 1961,2.15,3.2,3.2,2.25,1.91,1.8
8,27/09/2024,13:00,BAHRAIN - PREMIER LEAGUE,Al-Najma,Al-Ahli Manama,2.72,3.35,2.42,1.78,1.6,2.18
7,27/09/2024,13:00,AUSTRIA - 2. LIGA,Horn,Amstetten,2.82,3.65,2.2,1.6,1.52,2.37
11,27/09/2024,15:00,PERU - LIGA 1,Union Comercio,Sport Boys,2.75,3.0,2.7,2.4,2.0,1.73
12,27/09/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Excelsior,Jong AZ,1.44,4.5,6.5,1.4,1.53,2.38
13,27/09/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Den Haag,Jong Utrecht,1.42,4.5,7.0,1.48,1.62,2.2
14,27/09/2024,15:00,BELGIUM - CHALLENGER PRO LEAGUE,Francs Borains,RWDM,4.2,3.75,1.75,1.73,1.67,2.1
15,27/09/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Eindhoven FC,Roda,2.63,3.6,2.5,1.6,1.5,2.5
17,27/09/2024,15:30,POLAND - DIVISION 1,Wisla,Odra Opole,1.4,4.75,6.5,1.65,1.91,1.8
16,27/09/2024,15:30,POLAND - EKSTRAKLASA,Lechia Gdansk,Widzew Lodz,2.6,3.4,2.5,1.7,1.57,2.25
18,27/09/2024,21:00,MEXICO - LIGA MX,Puebla,Juarez,2.3,3.5,3.0,1.7,1.57,2.25
