Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_Over25,FT_Odd_BTTS_Yes
1,27/07/2023,16:00,EUROPE - EUROPA CONFERENCE LEAGUE,Shkupi (Mkd),Levski Sofia (Bul),3.1,3.25,2.05,2.2,2.0,2.2,2.0
