,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,AUSTRALIA - A-LEAGUE,02/12/2023,03:30,Western United,Wellington Phoenix,2.05,3.6,3.4
2,ROMANIA - LIGA 2,02/12/2023,06:00,CSM Slatina,Progresul Spartac,1.37,4.3,8.5
3,ROMANIA - LIGA 2,02/12/2023,06:00,Metaloglobus Bucharest,Tunari,1.65,3.6,5.0
4,BELARUS - VYSSHAYA LIGA,02/12/2023,08:00,Neman,Naftan,1.17,7.4,13.5
5,BELARUS - VYSSHAYA LIGA,02/12/2023,08:00,Din. Minsk,Zhodino,2.52,2.84,3.14
6,NORTH MACEDONIA - 1. MFL,02/12/2023,09:00,Makedonija GP,Vardar,1.41,4.2,6.28
7,AZERBAIJAN - PREMIER LEAGUE,02/12/2023,09:00,Araz,Sabail,2.07,3.25,3.35
8,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,02/12/2023,09:30,Tuzla City,Zeljeznicar,2.4,3.15,2.82
9,INDIA - I-LEAGUE,02/12/2023,10:30,Gokulam,Namdhari,1.4,4.5,6.4
10,QATAR - QSL,02/12/2023,11:30,Al-Gharafa,Al Wakra,2.25,3.65,2.75
11,NORTHERN IRELAND - NIFL CHAMPIONSHIP,02/12/2023,12:00,Ballyclare,Bangor FC,2.02,4.0,2.9
12,SPAIN - PRIMERA RFEF,02/12/2023,12:00,CF Intercity,Merida AD,1.62,3.5,4.75
13,SCOTLAND - LEAGUE TWO,02/12/2023,12:00,Forfar Athletic,Stranraer,2.05,3.4,3.5
14,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,02/12/2023,15:00,Al Raed,Al Wehda,2.38,3.4,2.63
15,BOLIVIA - DIVISION PROFESIONAL,02/12/2023,16:00,Always Ready,Oriente Petrolero,1.3,4.5,9.0
16,PORTUGAL - LIGA PORTUGAL,02/12/2023,17:30,Casa Pia,Portimonense,1.85,3.3,3.6
17,ECUADOR - LIGA PRO,02/12/2023,20:00,LDU Quito,Mushuc Runa,1.36,5.0,6.5
18,USA - MLS,02/12/2023,23:30,Los Angeles FC,Houston Dynamo,1.6,4.33,4.75
