Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,25/08/2023,09:00,INDONESIA - LIGA 1,Borneo,Persita,1.64,3.94,4.68,1.71,1.68,2.13,1.01,1.31,1.19,4.75,1.13
2,25/08/2023,11:00,UZBEKISTAN - SUPER LEAGUE,Olympic,Turon,1.73,3.51,4.88,2.24,2.07,1.72,1.04,1.47,1.38,7.9,1.03
3,25/08/2023,12:00,FINLAND - VEIKKAUSLIIGA,VPS,KTP,1.6,4.0,5.25,1.7,1.8,1.95,1.04,1.33,1.22,5.0,1.17
4,25/08/2023,15:00,NETHERLANDS - EERSTE DIVISIE,Cambuur,Jong Ajax,1.45,4.75,6.5,1.4,1.53,2.38,1.02,1.2,1.11,3.25,1.33
5,25/08/2023,15:00,NETHERLANDS - EERSTE DIVISIE,Roda,Oss,1.62,3.8,5.25,1.57,1.62,2.2,1.03,1.29,1.17,4.33,1.2
6,25/08/2023,15:00,CROATIA - HNL,Gorica,Slaven Belupo,1.73,3.6,4.75,2.0,1.91,1.8,1.06,1.4,1.3,7.0,1.1
7,25/08/2023,15:00,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,Borac Banja Luka,Sloga Doboj,1.22,5.8,11.5,1.61,2.17,1.66,1.01,1.28,1.16,4.25,1.17
8,25/08/2023,15:45,IRELAND - PREMIER DIVISION,Shamrock Rovers,Dundalk,1.6,3.75,5.0,1.98,2.0,1.75,1.05,1.4,1.29,6.5,1.11
9,25/08/2023,20:30,CANADA - CANADIAN PREMIER LEAGUE,York Utd,Vancouver FC,1.58,4.15,4.87,1.61,1.63,2.22,1.02,1.28,1.16,4.25,1.17
10,25/08/2023,21:00,ECUADOR - LIGA PRO,EL Nacional,Cumbaya,1.5,4.33,6.5,1.83,2.0,1.73,1.05,1.36,1.25,6.0,1.13
11,25/08/2023,21:30,BRAZIL - SERIE B,Sport Recife,Ituano,1.59,3.72,6.4,2.39,2.38,1.55,1.05,1.51,1.42,8.4,1.03
12,25/08/2023,23:00,COSTA RICA - PRIMERA DIVISION,Cartagines,AD Santos,1.6,3.75,5.0,1.8,1.83,1.83,1.04,1.36,1.25,6.0,1.13
