,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,HONG KONG - PREMIER LEAGUE,04/05/2024,04:00,Southern District,Tai Po,2.8,3.9,2.1
2,PHILIPPINES - PFL,04/05/2024,04:00,Manila Digger,Loyola,2.0,4.0,2.75
3,PHILIPPINES - PFL,04/05/2024,06:30,Philippine Army,Davao Aguilas,,,
4,BANGLADESH - PREMIER LEAGUE,04/05/2024,07:00,Fortis,Sheikh Russel,2.35,2.87,3.0
5,PORTUGAL - LIGA PORTUGAL 2,04/05/2024,07:00,Feirense,Leiria,2.1,3.25,3.0
6,VIETNAM - V.LEAGUE 1,04/05/2024,08:00,Thanh Hoa,Binh Dinh,2.15,3.35,3.05
7,MONGOLIA - PREMIER LEAGUE,04/05/2024,08:15,Falcons,Brera Ilch,,,
8,PHILIPPINES - PFL,04/05/2024,09:00,Manila Montet,Mendiola FC 1991,,,
9,FINLAND - YKKONEN,04/05/2024,10:00,KPV Kokkola,Keski-Uusimaa,1.36,4.75,5.5
10,FINLAND - YKKONEN,04/05/2024,10:00,Rovaniemi,Klubi 04,5.66,4.33,1.45
11,FINLAND - YKKONEN,04/05/2024,10:00,EPS,Atlantis,3.6,3.75,1.75
12,UZBEKISTAN - SUPER LEAGUE,04/05/2024,10:30,Andijan,Sogdiana,2.4,3.3,2.72
13,SCOTLAND - LEAGUE TWO,04/05/2024,11:00,Buckie Thistle,East Kilbride,,,
14,NORWAY - OBOS-LIGAEN,04/05/2024,11:00,Egersund,Lyn,2.05,4.0,3.2
15,SPAIN - PRIMERA RFEF,04/05/2024,11:00,Murcia,Castellon,3.2,3.1,2.1
16,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,04/05/2024,12:00,Al Shabab,Al Raed,1.73,3.8,4.2
17,AUSTRIA - BUNDESLIGA,04/05/2024,12:00,BW Linz,Tirol,2.25,3.2,3.4
18,GHANA - PREMIER LEAGUE,04/05/2024,12:00,Karela,Nations FC,,,
19,NORTH MACEDONIA - 1. MFL,04/05/2024,12:00,Rabotnicki,Tikves,1.75,3.2,4.4
20,SAN MARINO - CAMPIONATO SAMMARINESE,04/05/2024,12:30,Cosmos,Tre Penne,2.47,3.7,2.47
21,SLOVENIA - PRVA LIGA,04/05/2024,12:30,Koper,Domzale,2.1,3.45,3.2
22,IVORY COAST - LIGUE 1,04/05/2024,13:00,Korhogo,Zoman,,,
23,SENEGAL - LIGUE 1,04/05/2024,14:00,Diambars,Ouakam,,,
24,ANDORRA - PRIMERA DIVISIÓ,04/05/2024,15:30,Pas de la Casa,FC Santa Coloma,,,
25,ARGENTINA - PRIMERA NACIONAL,04/05/2024,15:30,San Miguel,Club A. Guemes,1.95,3.25,4.2
26,USA - USL CHAMPIONSHIP,04/05/2024,19:30,Charleston,Hartford Athletic,1.27,5.7,8.5
27,USA - USL CHAMPIONSHIP,04/05/2024,20:00,North Carolina,Rhode Island,1.98,3.4,3.6
