Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,PHILIPPINES - PFL,27/04/2024,04:00,Loyola,Don Bosco Garelli,1.21,5.8,9.25
2,SOUTH KOREA - K LEAGUE 1,27/04/2024,04:30,Gwangju FC,Suwon FC,2.25,3.0,3.5
3,ROMANIA - LIGA 2,27/04/2024,05:00,Viitorul Tg. Jiu,Tunari,2.35,3.1,2.95
4,ROMANIA - LIGA 2,27/04/2024,05:00,CSM Resita,Ceahlaul,2.42,3.15,2.77
5,ROMANIA - LIGA 2,27/04/2024,05:30,Csikszereda M. Ciuc,Unirea Slobozia,1.7,3.5,4.9
6,AUSTRALIA - A-LEAGUE,27/04/2024,06:45,Melbourne Victory,WS Wanderers,1.83,3.8,4.0
7,AUSTRIA - 2. LIGA,27/04/2024,09:30,Sturm Graz (Am),Dornbirn,2.3,3.4,2.85
8,SAN MARINO - CAMPIONATO SAMMARINESE,27/04/2024,10:00,Tre Fiori,Murata,2.27,3.4,2.65
9,FINLAND - YKKONEN,27/04/2024,10:00,Jazz Pori,KuPS Akatemia,1.25,5.0,8.5
10,NIGERIA - NPFL,27/04/2024,11:00,Doma United,Kwara,1.65,3.25,5.8
11,FINLAND - YKKONEN,27/04/2024,11:00,Atlantis,Rovaniemi,1.36,5.0,5.75
12,SPAIN - PRIMERA RFEF,27/04/2024,11:00,Unionistas,Sabadell,2.15,2.88,3.5
13,SCOTLAND - PREMIERSHIP,27/04/2024,11:00,Kilmarnock,Hearts,2.25,3.3,3.3
14,SCOTLAND - LEAGUE TWO,27/04/2024,11:00,East Kilbride,Buckie Thistle,1.8,3.75,3.4
15,NORWAY - OBOS-LIGAEN,27/04/2024,11:00,Moss,Egersund,2.25,3.6,2.7
16,BRAZIL - BRASILEIRO WOMEN,27/04/2024,11:00,Gremio W,Avai Kindermann W,1.21,6.0,9.35
17,NIGERIA - NPFL,27/04/2024,12:00,Bendel,Heartland,1.42,3.55,9.5
18,AUSTRIA - BUNDESLIGA,27/04/2024,12:00,Wolfsberger AC,BW Linz,2.25,3.4,3.2
19,GHANA - PREMIER LEAGUE,27/04/2024,12:00,Bechem United,Heart of Lions,2.32,2.72,3.2
20,GHANA - PREMIER LEAGUE,27/04/2024,12:00,Nations FC,Bibiani Gold Stars,1.39,3.85,7.8
21,MOLDOVA - SUPER LIGA,27/04/2024,12:00,Milsami,Balti,1.85,3.35,3.7
22,SLOVAKIA - NIKE LIGA,27/04/2024,13:00,Kosice,Z. Moravce-Vrable,1.47,4.2,6.5
23,SPAIN - PRIMERA RFEF,27/04/2024,13:00,Fuenlabrada,Teruel,2.0,3.0,3.6
24,SWITZERLAND - CHALLENGE LEAGUE,27/04/2024,13:00,Vaduz,Baden,1.53,4.2,5.3
25,BAHRAIN - PREMIER LEAGUE,27/04/2024,13:00,Al-Muharraq,Al-Hala,1.42,4.5,6.4
26,BAHRAIN - PREMIER LEAGUE,27/04/2024,13:00,Al Riffa,Sitra,1.88,3.45,3.85
27,SLOVAKIA - NIKE LIGA,27/04/2024,13:00,Ruzomberok,Podbrezova,2.45,3.25,2.85
28,ITALY - SERIE C,27/04/2024,13:30,Catania,Benevento,2.42,2.87,3.05
29,SPAIN - LALIGA2,27/04/2024,13:30,Elche,Espanyol,2.2,3.25,3.4
30,MOLDOVA - SUPER LIGA,27/04/2024,14:00,Zimbru Chisinau,Dacia Buiucani,1.45,3.9,6.0
31,GEORGIA - CRYSTALBET EROVNULI LIGA,27/04/2024,14:00,Dinamo Batumi,Gagra,1.3,4.65,8.0
32,IVORY COAST - LIGUE 1,27/04/2024,14:45,Stade d'Abidjan,Bouake,1.65,3.35,4.8
33,BRAZIL - BRASILEIRO WOMEN,27/04/2024,15:00,Botafogo RJ W,Atletico-MG W,1.23,5.1,9.75
34,BELGIUM - JUPILER PRO LEAGUE,27/04/2024,15:45,Gent,Westerlo,1.33,5.5,7.0
35,BRAZIL - SERIE A,27/04/2024,16:00,Vasco,Criciuma,1.6,3.8,6.0
36,MOROCCO - BOTOLA PRO,27/04/2024,17:00,Olympique de Safi,IR Tanger,2.15,2.8,3.4
37,PERU - LIGA 1,27/04/2024,17:00,Cajamarca,Grau,2.0,3.4,3.75
38,USA - USL CHAMPIONSHIP,27/04/2024,17:00,Charleston,Las Vegas Lights,1.55,4.3,5.0
39,BRAZIL - SERIE B,27/04/2024,18:00,America MG,Novorizontino,2.05,3.2,3.75
40,PANAMA - LPF,27/04/2024,18:00,Herrera,Veraguas,1.57,3.95,4.9
41,ECUADOR - LIGA PRO,27/04/2024,20:00,LDU Quito,Tecnico U.,1.45,4.2,6.5
42,USA - MLS,27/04/2024,20:30,New York Red Bulls,Vancouver Whitecaps,1.67,4.0,5.0
43,BRAZIL - SERIE A,27/04/2024,21:00,Bahia,Gremio,2.0,3.5,3.8
44,VENEZUELA - LIGA FUTVE,27/04/2024,21:00,Metropolitanos,Inter de Barinas,1.6,3.5,5.6
45,USA - MLS,27/04/2024,21:30,Minnesota United,Sporting Kansas City,2.05,3.6,3.5
46,USA - MLS,27/04/2024,21:30,Nashville SC,San Jose Earthquakes,1.95,3.5,4.0
47,MEXICO - LIGA DE EXPANSION MX,27/04/2024,22:00,Tapatio,Celaya,2.05,3.45,3.2
48,MEXICO - LIGA MX,27/04/2024,22:00,U.A.N.L.- Tigres,Club Tijuana,1.5,4.33,6.5
49,FIJI - PREMIER LEAGUE,27/04/2024,22:00,Tailevu Naitasiri,Nadroga,2.27,3.7,2.5
