,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,INDIA - I-LEAGUE,15/03/2024,08:00,TRAU FC,Rajasthan United,,,
2,MONGOLIA - PREMIER LEAGUE,15/03/2024,08:15,Khoromkhon,Bayanzurkh Sporting,1.57,5.8,3.42
3,MOLDOVA - SUPER LIGA,15/03/2024,10:00,Bardar,Sparta Selemet,,,
4,REPUBLIC OF THE CONGO - LIGUE 1,15/03/2024,11:00,JS Talangai,Nathalys,,,
5,REPUBLIC OF THE CONGO - LIGUE 1,15/03/2024,14:00,Inter Club,V. Club Mokanda,,,
6,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,15/03/2024,16:00,Al Ahli SC,Al Nassr,2.8,3.6,2.2
7,ITALY - SERIE C,15/03/2024,16:45,Entella,Lucchese,2.18,2.92,3.6
8,BRAZIL - BRASILEIRO WOMEN,15/03/2024,19:00,Santos W,Real Brasilia W,1.46,4.0,6.37
9,BRAZIL - BRASILEIRO WOMEN,15/03/2024,19:00,Ferroviaria W,Botafogo RJ W,1.45,4.0,6.22
10,COLOMBIA - PRIMERA A,15/03/2024,20:00,Alianza,Dep. Pasto,2.0,3.3,4.0
11,BRAZIL - BRASILEIRO WOMEN,15/03/2024,21:30,Palmeiras W,Flamengo W,1.62,4.0,4.52
