,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2025-01-19,07:30:00,TURKEY - SUPER LIG,Goztepe,Antalyaspor,1.7,6.2,3.8,1000.0,1.2382284
2,2025-01-19,08:15:00,NETHERLANDS - EREDIVISIE,NAC Breda,Twente,5.1,1.77,4.0,11.5,1.2376897
3,2025-01-19,08:30:00,ITALY - SERIE A,Fiorentina,Torino,1.8,5.8,3.6,16.5,1.2378982
4,2025-01-19,09:30:00,GERMANY - 2. BUNDESLIGA,Elversberg,Magdeburg,2.28,3.2,3.8,19.5,1.237298
5,2025-01-19,09:30:00,GERMANY - 2. BUNDESLIGA,Paderborn,Hertha Berlin,2.28,3.2,3.8,19.0,1.2372985
6,2025-01-19,09:30:00,GERMANY - 2. BUNDESLIGA,Nurnberg,Karlsruher SC,2.06,3.75,3.8,21.0,1.2372981
7,2025-01-19,09:30:00,BELGIUM - CHALLENGER PRO LEAGUE,RFC Liege,Waregem,5.5,1.62,4.1,40.0,1.2381772
8,2025-01-19,10:00:00,SPAIN - LALIGA,Celta Vigo,Ath Bilbao,2.78,2.94,3.25,9.8,1.2375326
9,2025-01-19,10:00:00,TURKEY - SUPER LIG,Konyaspor,Kasimpasa,2.2,3.75,3.45,40.0,1.2382286
10,2025-01-19,10:30:00,NETHERLANDS - EREDIVISIE,Heerenveen,Ajax,5.9,1.64,4.2,10.5,1.2376899
11,2025-01-19,10:30:00,NETHERLANDS - EREDIVISIE,Almere City,Heracles,2.42,3.45,3.2,11.5,1.2376899
12,2025-01-19,10:30:00,FRANCE - NATIONAL,Quevilly Rouen,Villefranche,1.92,4.5,3.3,46.0,1.2381811
13,2025-01-19,11:00:00,ITALY - SERIE A,Cagliari,Lecce,2.06,4.3,3.5,15.0,1.2378986
14,2025-01-19,11:00:00,ITALY - SERIE A,Parma,Venezia,2.36,3.25,3.6,15.5,1.2378978
15,2025-01-19,11:00:00,FRANCE - LIGUE 1,St Etienne,Nantes,3.1,2.62,3.3,9.4,1.2379096
16,2025-01-19,11:00:00,ENGLAND - PREMIER LEAGUE,Everton,Tottenham,2.72,2.86,3.5,13.5,1.2378742
17,2025-01-19,11:00:00,ENGLAND - PREMIER LEAGUE,Nottingham,Southampton,1.42,9.0,5.2,32.0,1.2378746
18,2025-01-19,11:00:00,ENGLAND - PREMIER LEAGUE,Manchester Utd,Brighton,2.26,3.45,3.65,15.5,1.2378737
19,2025-01-19,12:00:00,BELGIUM - CHALLENGER PRO LEAGUE,Lierse K.,Club Brugge KV U23,2.2,3.4,3.65,50.0,1.2381811
20,2025-01-19,12:15:00,SPAIN - LALIGA,Real Madrid,Las Palmas,1.2,18.5,8.6,80.0,1.237533
21,2025-01-19,12:30:00,PORTUGAL - LIGA PORTUGAL,Nacional,AVS,2.12,4.1,3.35,13.5,1.2379327
22,2025-01-19,12:30:00,PORTUGAL - LIGA PORTUGAL,Moreirense,SC Farense,2.06,4.6,3.15,11.5,1.2379758
23,2025-01-19,12:45:00,NETHERLANDS - EREDIVISIE,Nijmegen,Sittard,1.7,5.6,4.1,18.5,1.2376901
24,2025-01-19,13:00:00,TURKEY - SUPER LIG,Adana Demirspor,Fenerbahce,15.0,1.19,9.4,16.0,1.2382287
25,2025-01-19,13:00:00,TURKEY - SUPER LIG,Eyupspor,Alanyaspor,2.18,4.1,3.2,14.0,1.2381719
26,2025-01-19,13:15:00,FRANCE - LIGUE 1,Angers,Auxerre,2.34,3.5,3.4,13.5,1.2379097
27,2025-01-19,13:15:00,FRANCE - LIGUE 1,Reims,Le Havre,1.67,6.2,4.0,19.5,1.2379098
28,2025-01-19,13:30:00,GERMANY - BUNDESLIGA,Werder Bremen,Augsburg,1.95,4.4,3.8,17.5,1.2381738
29,2025-01-19,13:30:00,ENGLAND - PREMIER LEAGUE,Ipswich,Manchester City,8.2,1.44,5.4,10.5,1.2378739
30,2025-01-19,14:00:00,ITALY - SERIE A,Verona,Lazio,5.2,1.8,3.85,8.6,1.237899
31,2025-01-19,14:30:00,SPAIN - LALIGA,Osasuna,Rayo Vallecano,2.46,3.55,3.2,10.5,1.2375324
32,2025-01-19,15:00:00,PORTUGAL - LIGA PORTUGAL,Estrela,Braga,5.0,1.76,4.1,9.6,1.2379969
33,2025-01-19,15:15:00,BELGIUM - CHALLENGER PRO LEAGUE,Genk U23,Seraing,2.42,2.78,3.75,48.0,1.2381897
34,2025-01-19,16:00:00,NETHERLANDS - EREDIVISIE,Sparta Rotterdam,Waalwijk,1.58,6.2,4.5,26.0,1.2376901
35,2025-01-19,16:45:00,FRANCE - LIGUE 1,Marseille,Strasbourg,1.68,5.6,4.3,24.0,1.2379099
36,2025-01-19,16:45:00,ITALY - SERIE A,Inter,Empoli,1.29,14.0,6.2,44.0,1.2378991
37,2025-01-19,17:00:00,SPAIN - LALIGA,Valencia,Real Sociedad,3.3,2.66,3.05,7.2,1.2375331
38,2025-01-19,17:30:00,PORTUGAL - LIGA PORTUGAL,Gil Vicente,FC Porto,8.0,1.5,4.6,7.2,1.237976
