Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,THAILAND - THAI LEAGUE 1,24/11/2023,08:00,Buriram,Ratchaburi,1.45,4.4,6.1
2,THAILAND - THAI LEAGUE 1,24/11/2023,09:00,Bangkok Utd,Nakhon Pathom,1.24,5.9,9.5
3,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,24/11/2023,12:00,Al Taawon,Al Riyadh,1.36,4.75,7.0
4,GEORGIA - CRYSTALBET EROVNULI LIGA,24/11/2023,12:00,Dinamo Batumi,Telavi,1.2,5.6,9.75
5,IRAQ - SUPER LEAGUE,24/11/2023,13:00,Duhok,Al Najaf,2.6,2.77,2.75
6,ALBANIA - SUPERLIGA,24/11/2023,13:00,Skenderbeu,Teuta,2.42,3.0,2.77
7,ALBANIA - SUPERLIGA,24/11/2023,13:00,Vllaznia,Laci,2.4,3.05,2.77
8,BOSNIA AND HERZEGOVINA - PREMIJER LIGA BIH,24/11/2023,14:00,FK Sarajevo,Tuzla City,1.36,4.7,7.0
9,CROATIA - HNL,24/11/2023,14:00,Lok. Zagreb,Slaven Belupo,1.73,3.6,4.5
10,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,24/11/2023,15:00,Al Nassr,Al Akhdoud,1.13,7.5,17.0
11,NETHERLANDS - EERSTE DIVISIE,24/11/2023,16:00,NAC Breda,Den Bosch,1.33,5.0,9.5
12,PORTUGAL - TAÇA DE PORTUGAL,24/11/2023,17:45,FC Porto,CDC Montalegre,1.04,13.0,51.0
13,CHILE - PRIMERA DIVISION,24/11/2023,20:30,Union La Calera,U. Espanola,2.25,3.5,3.2
14,BRAZIL - SERIE A,24/11/2023,21:00,Corinthians,Bahia,2.05,3.3,3.75
