Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,GEORGIA - CRYSTALBET EROVNULI LIGA,14/05/2024,09:30,Samgurali,Gagra,2.1,3.15,3.15
2,GEORGIA - CRYSTALBET EROVNULI LIGA,14/05/2024,13:00,Iberia 1999,Dila Gori,2.4,3.1,2.72
3,BAHRAIN - PREMIER LEAGUE,14/05/2024,13:30,Al Khalidiyah,Al-Hala,1.57,4.05,5.1
4,SCOTLAND - LEAGUE ONE,14/05/2024,15:30,Dumbarton,Spartans,2.25,3.6,2.63
5,ITALY - SERIE C,14/05/2024,15:30,Taranto,L.R. Vicenza,2.32,3.0,3.05
6,SCOTLAND - PREMIERSHIP,14/05/2024,15:45,Partick Thistle,Raith,2.15,3.4,3.4
7,ITALY - SERIE C,14/05/2024,16:00,Triestina,Benevento,2.37,2.95,3.05
8,NETHERLANDS - EREDIVISIE,14/05/2024,16:00,De Graafschap,Den Haag,2.2,3.6,3.0
9,BRAZIL - SERIE B,14/05/2024,19:00,Vila Nova FC,Novorizontino,2.4,3.0,3.25
10,SOUTH AMERICA - COPA LIBERTADORES,14/05/2024,19:00,Talleres Cordoba (Arg),Cobresal (Chi),1.2,6.5,13.0
11,SOUTH AMERICA - COPA SUDAMERICANA,14/05/2024,19:00,Racing Montevideo (Uru),Nacional Asuncion (Par),1.73,3.5,5.0
12,SOUTH AMERICA - COPA SUDAMERICANA,14/05/2024,21:00,Ameliano (Par),Rayo Zuliano (Ven),1.09,8.5,26.0
13,SOUTH AMERICA - COPA SUDAMERICANA,14/05/2024,21:00,Defensa y Justicia (Arg),Ind. Medellin (Col),1.91,3.4,4.0
14,SOUTH AMERICA - COPA LIBERTADORES,14/05/2024,21:30,River Plate (Arg),Libertad Asuncion (Par),1.38,5.0,7.5
15,SOUTH AMERICA - COPA SUDAMERICANA,14/05/2024,21:30,Corinthians (Bra),Argentinos Jrs (Arg),1.8,3.3,5.0
16,BRAZIL - SERIE B,14/05/2024,21:30,Botafogo SP,Chapecoense-SC,2.15,3.0,3.7
17,SOUTH AMERICA - COPA LIBERTADORES,14/05/2024,23:00,Millonarios (Col),Palestino (Chi),1.5,4.0,7.0
18,SOUTH AMERICA - COPA SUDAMERICANA,14/05/2024,23:00,Nacional Potosi (Bol),Sportivo Trinidense (Par),1.25,6.5,9.0
