,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,31/03/2024,00:05,MEXICO - LIGA MX,U.N.A.M.- Pumas,Cruz Azul,3.0,3.6,2.25,1.83,1.7,2.05,1.04,1.36,1.25,6.0,1.13
2,31/03/2024,02:00,SOUTH KOREA - K LEAGUE 2,Jeonnam,Cheonan City,1.8,3.6,3.5,1.95,1.8,1.91,1.05,1.4,1.29,6.5,1.11
3,31/03/2024,02:00,SOUTH KOREA - K LEAGUE 1,Gangwon,Seoul,2.7,3.2,2.3,2.3,1.91,1.8,1.07,1.5,1.4,10.0,1.06
4,31/03/2024,04:30,SOUTH KOREA - K LEAGUE 2,Suwon Bluewings,Busan,2.05,3.1,3.25,2.03,1.8,1.91,1.06,1.4,1.3,7.0,1.1
5,31/03/2024,04:30,CHINA - SUPER LEAGUE,Changchun Yatai,Tianjin Jinmen Tiger,2.8,3.25,2.55,1.95,1.7,2.05,1.05,1.4,1.29,6.5,1.11
6,31/03/2024,05:30,AUSTRIA - 2. LIGA,Stripfing,First Vienna,3.3,3.55,2.0,1.72,1.62,2.15,1.05,1.36,1.24,4.6,1.16
7,31/03/2024,05:30,AUSTRIA - 2. LIGA,Sturm Graz (Am),Admira,4.05,3.7,1.78,1.75,1.7,2.05,1.05,1.36,1.24,4.65,1.15
9,31/03/2024,07:00,BELARUS - VYSSHAYA LIGA,FC Gomel,Neman,3.86,3.54,1.96,2.04,1.86,1.9,1.03,1.42,1.31,6.6,1.06
8,31/03/2024,07:00,SPAIN - PRIMERA RFEF,Atl. Madrid B,CF Intercity,1.85,3.1,4.0,2.2,2.0,1.73,1.07,1.44,1.36,7.5,1.07
10,31/03/2024,07:30,AUSTRIA - 2. LIGA,Liefering,Floridsdorfer AC,2.37,3.5,2.67,1.78,1.62,2.15,1.05,1.37,1.25,4.8,1.15
11,31/03/2024,08:00,THAILAND - THAI LEAGUE 1,Muang Thong Utd,Police Tero,1.42,4.65,6.2,1.47,1.65,2.12,1.03,1.27,1.15,3.4,1.27
12,31/03/2024,08:00,ROMANIA - LIGA 1,U Craiova 1948,Otelul,2.3,3.2,3.2,2.35,2.0,1.73,1.08,1.5,1.4,10.0,1.06
13,31/03/2024,08:00,VIETNAM - V.LEAGUE 1,Binh Dinh,Ho Chi Minh,1.8,3.7,3.8,1.78,1.7,1.9,1.01,1.35,1.25,5.55,1.1
14,31/03/2024,08:30,BELGIUM - CHALLENGER PRO LEAGUE,Seraing,Oostende,3.0,3.5,2.25,1.83,1.67,2.1,1.04,1.36,1.25,6.0,1.13
16,31/03/2024,09:00,CHINA - SUPER LEAGUE,Meizhou Hakka,Zhejiang Professional,3.5,3.6,2.05,1.9,1.75,2.0,1.05,1.36,1.25,6.5,1.11
