,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,BELGIUM - JUPILER PRO LEAGUE,28/08/2023,11:00,Antwerp,Gent,2.16,3.59,3.28,1.91,1.91,1.7,2.1,2.3,1.1,0.887,2.2,1.2489996,0.751,0.46296296,0.27855152,0.30487806,0.5235602,0.5235602,0.23348641,0.1,2.349,1,0.5003
2,ROMANIA - LIGA 1,28/08/2023,12:30,FC Hermannstadt,U. Cluj,2.15,3.1,3.25,2.4,1.53,2.1,1.67,1.0,1.0954452,1.05,1.5,1.2845232,1.117,0.4651163,0.32258064,0.30769232,0.41666666,0.6535948,0.1943472,-0.5,2.38,1,0.5416
3,BELGIUM - JUPILER PRO LEAGUE,28/08/2023,13:00,RWDM,Royale Union SG,5.9,4.48,1.53,1.71,2.17,1.75,2.03,2.2,1.2489996,0.713,1.7,1.1,0.582,0.16949153,0.22321428,0.6535948,0.5847953,0.4608295,0.6212139,0.5,2.349,1,0.5094
4,SWEDEN - SUPERETTAN,28/08/2023,14:00,Sundsvall,Jonkoping,2.25,3.6,2.75,1.67,2.15,1.57,2.25,0.8,1.1661904,0.63,0.9,0.83066237,0.663,0.44444445,0.2777778,0.36363637,0.5988024,0.4651163,0.18801287,-0.1,1.997,1,0.6006
5,SWEDEN - ALLSVENSKAN,28/08/2023,14:00,AIK,Varberg,1.4,4.75,7.5,1.73,2.08,2.0,1.75,0.7,0.9,0.929,1.1,1.3,0.964,0.71428573,0.21052632,0.13333334,0.5780347,0.48076922,0.7303455,-0.4,2.2,1,0.5121
6,SPAIN - LALIGA2,28/08/2023,14:00,Eldense,Eibar,2.9,3.0,2.7,2.6,1.48,2.1,1.67,2.2,0.9797959,0.495,1.4,1.356466,0.787,0.3448276,0.33333334,0.37037036,0.3846154,0.6756757,0.044286624,0.8,2.336,1,0.7122
7,NORWAY - OBOS-LIGAEN,28/08/2023,14:00,Moss,Kristiansund,2.8,3.6,2.3,1.65,2.2,1.57,2.25,1.7777778,1.3966451,0.882,0.8,0.8717798,0.812,0.35714287,0.2777778,0.4347826,0.6060606,0.45454547,0.17976455,0.978,2.268,1,0.9403
8,SWEDEN - SUPERETTAN,28/08/2023,14:00,AFC Eskilstuna,Gefle,1.85,3.75,3.6,1.9,1.95,1.8,1.95,1.5,1.2845232,0.832,0.625,0.99215674,0.82,0.5405405,0.26666668,0.2777778,0.5263158,0.51282054,0.34996185,0.875,2.277,1,0.7751
9,PORTUGAL - LIGA PORTUGAL 2,28/08/2023,14:00,Nacional,Leixoes,2.1,3.2,3.1,2.05,1.75,1.83,1.83,1.9,1.3747727,0.927,0.9,1.3747727,1.128,0.47619048,0.3125,0.32258064,0.4878049,0.5714286,0.20220505,1.0,2.75,1,0.6491
10,SWEDEN - ALLSVENSKAN,28/08/2023,14:10,Sirius,Malmo FF,4.5,4.2,1.67,1.6,2.3,1.62,2.2,0.7,1.1874342,0.756,1.9,1.3747727,1.187,0.22222222,0.23809524,0.5988024,0.625,0.4347826,0.49258184,-1.2,2.562,1,0.6759
