League,Date,Time,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under05_HT,Odd_Over05_HT,Odd_Under15_HT,Odd_Over15_HT,Odd_Under25_HT,Odd_Over25_HT,Odd_Under05,Odd_Over05,Odd_Under15,Odd_Over15,Odd_Under25,Odd_Over25,Odd_Under45,Odd_Over45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_CS_0x0,Odd_CS_0x1,Odd_CS_0x2,Odd_CS_0x3,Odd_CS_1x0,Odd_CS_1x1,Odd_CS_1x2,Odd_CS_1x3,Odd_CS_2x0,Odd_CS_2x1,Odd_CS_2x2,Odd_CS_2x3,Odd_CS_3x0,Odd_CS_3x1,Odd_CS_3x2,Odd_CS_3x3,Odd_CS_Goleada_H,Odd_CS_Goleada_A,Odd_CS_Goleada_D,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
Japanese J League,2024-04-27,01:00:00,Sapporo,Shonan,2.24,3.3,3.75,3.4,1.38,1.53,2.74,1.13,7.6,16.0,1.05,4.7,1.25,2.26,1.76,1.19,5.8,1.66,2.4,13.5,13.5,20.0,5.6,10.0,8.0,12.5,5.4,13.0,10.0,13.0,5.5,20.0,16.0,5.4,70.0,4.4,5.1,350.0,0.44642857,0.26666668,0.3030303,0.5681818,0.44247788,0.60240966,0.41666666,1.6741072,1.4732143,0.5973333,0.88,0.6787879,1.1363636,0.46933332,0.6026667,0.22911374,0.25208682,0.19133574,0.06382979,0.36116153,0.6787879,0.88,0.5973333,1.2727273,1.875,0.46933332,1.060241,9.29,-0.16254036,-0.048439182,0.24111949,0.35522068,0.25035417,0.77526337,0.33322015,1.8989997,37.052803,0.70710677,-14.036243,1.8989997,0.45,1.51,1,1.0
Japanese J League 2,2024-04-27,02:00:00,Mito,Fujieda Myfc,2.16,3.65,3.5,3.0,1.46,1.42,3.15,1.11,9.2,11.0,1.07,3.75,1.33,1.94,2.0,1.13,7.4,1.82,2.08,11.5,12.0,5.6,6.4,8.8,7.2,6.0,6.0,12.0,9.8,16.0,6.2,7.0,20.0,6.0,6.6,5.1,6.0,6.8,0.46296296,0.2857143,0.2739726,0.5,0.5154639,0.5494506,0.48076922,1.6203704,1.6898148,0.61714286,1.0428572,0.59178084,0.9589041,0.5714286,0.5542857,0.25362453,0.23674911,0.25645438,0.02097902,0.27272728,0.59178084,1.0428572,0.61714286,1.08,1.825,0.5714286,1.0989012,9.31,-0.14393125,0.016111707,0.23200859,0.39205155,0.2643564,0.8203861,0.30690366,2.0095272,33.822086,0.084852815,1.718358,2.0095272,0.15,1.34,1,1.0
Japanese J League 2,2024-04-27,02:00:00,Sendai,Jef Utd Chiba,3.45,2.38,3.15,2.76,1.52,1.37,3.55,1.09,11.0,8.6,1.09,3.15,1.42,1.72,2.28,1.09,9.0,1.91,1.91,9.4,8.0,12.5,8.4,10.0,6.6,10.5,23.0,20.0,13.5,16.0,9.0,9.6,9.0,9.6,9.8,8.8,7.6,10.0,0.28985506,0.31746033,0.42016807,0.4385965,0.5813953,0.5235602,0.5235602,0.9130435,0.6898551,1.0952381,0.75555557,1.4495798,1.3235294,0.72380954,0.5460318,0.1637043,0.045454547,0.18353345,0.1392405,0.160221,1.4495798,0.75555557,1.0952381,1.5131578,1.0438596,0.72380954,1.1937172,8.98,0.033407573,-0.0857461,0.38418707,0.2650334,0.18438841,0.551936,0.20416246,1.3519615,-8.530766,0.7919596,15.642246,1.3519615,0.77,0.3,1,1.0
South Korean K League 2,2024-04-27,02:00:00,Seoul E-Land FC,Chungnam Asan,2.44,3.1,3.3,2.78,1.52,1.36,3.5,1.09,10.0,3.3,1.08,3.3,1.39,1.75,2.2,1.1,8.6,1.87,1.97,9.4,9.6,5.3,6.2,4.2,6.2,11.0,6.0,12.5,9.8,6.0,6.2,5.9,5.7,6.0,6.6,5.5,5.8,3.7,0.40983605,0.3030303,0.32258064,0.45454547,0.5714286,0.53475934,0.5076142,1.3524591,1.2704918,0.73939395,0.93939394,0.7870968,1.0645162,0.6666667,0.530303,0.13452677,0.14982578,0.11913358,0.03125,0.2,0.7870968,0.93939394,0.73939395,1.1090909,1.4090909,0.6666667,1.1764706,8.84,-0.09728507,-0.022624435,0.2760181,0.35067874,0.1527275,0.45003703,0.18979421,1.1023611,23.267704,0.6363961,12.680384,1.1023611,0.2,0.86,1,1.0
Japanese J League,2024-04-27,02:00:00,Kobe,Kyoto,1.58,6.2,4.4,3.15,1.42,1.46,3.0,1.12,8.6,14.0,1.06,4.1,1.3,2.04,1.92,1.15,6.8,1.97,1.93,14.0,20.0,32.0,13.0,7.6,9.0,22.0,12.5,8.4,9.2,21.0,12.5,13.5,15.0,32.0,13.0,7.8,12.5,14.0,0.6329114,0.22727273,0.16129032,0.5208333,0.49019608,0.5076142,0.5181347,2.78481,3.9240506,0.3590909,1.4090909,0.2548387,0.7096774,0.43636364,0.46363637,0.6124069,0.4715719,0.59383035,0.16981132,0.39240506,0.2548387,1.4090909,0.3590909,0.8229167,3.2291667,0.43636364,0.97461927,12.18,-0.23152709,0.14778325,0.12972085,0.5090312,0.5735691,2.3286905,0.61894053,5.704104,54.654976,0.16970563,-3.4336305,5.704104,1.8,2.82,1,1.0
South Korean K League 1,2024-04-27,02:00:00,Daejeon Citizen,FC Seoul,3.05,2.56,3.3,2.92,1.48,1.4,3.3,1.1,9.4,11.0,1.08,3.6,1.36,1.86,2.08,1.12,8.2,1.83,2.12,11.0,9.6,14.5,32.0,10.5,7.0,11.0,25.0,18.0,12.0,16.5,38.0,44.0,30.0,42.0,75.0,25.0,21.0,18.0,0.32786885,0.3030303,0.390625,0.48076922,0.53763443,0.5464481,0.4716981,1.0819672,0.83934426,0.92424244,0.77575755,1.1914062,1.2890625,0.630303,0.56363636,0.10825082,0.03937008,0.08734403,0.12627986,0.2267658,1.1914062,0.77575755,0.92424244,1.4663461,1.2307693,0.630303,1.136612,8.91,-0.028058361,-0.08305275,0.342312,0.28731763,0.12674432,0.3764306,0.19684258,0.92206293,7.125016,0.31112698,6.2772985,0.92206293,0.74,0.25,1,1.0
South Korean K League 1,2024-04-27,04:30:00,Gimcheon Sangmu,Gangwon,2.4,3.35,3.2,2.66,1.53,1.35,3.3,1.08,9.6,3.1,1.06,3.1,1.44,1.72,2.26,1.08,4.1,1.96,1.95,9.0,9.2,15.5,5.6,8.0,6.6,11.5,5.4,11.0,9.8,14.5,5.4,5.3,21.0,5.4,5.5,4.9,5.2,5.7,0.41666666,0.3125,0.29850745,0.44247788,0.5813953,0.5102041,0.51282054,1.3333334,1.3958334,0.75,1.046875,0.7164179,0.95522386,0.70625,0.5375,0.15388092,0.14285715,0.16521738,0.022900764,0.17216118,0.7164179,1.046875,0.75,1.0619469,1.4823009,0.70625,1.1530613,8.95,-0.08938547,0.016759777,0.26815644,0.37430167,0.17119054,0.51071846,0.19696301,1.2509996,21.801409,0.76367533,15.109575,1.2509996,0.15,0.8,1,1.0
South Korean K League 2,2024-04-27,04:30:00,Cheonan City,Gimpo Citizen,2.72,2.84,3.1,2.48,1.51,1.31,3.3,1.07,10.0,2.8,1.07,2.8,1.42,1.63,2.2,1.06,4.2,1.96,1.9,8.4,8.4,15.5,6.8,8.2,6.6,11.5,6.4,14.0,11.0,5.8,6.8,6.6,6.4,6.8,7.4,6.4,6.6,7.6,0.36764705,0.32258064,0.35211268,0.45454547,0.61349696,0.5102041,0.5263158,1.1397059,1.0441177,0.87741935,0.91612905,0.9577465,1.0915493,0.7096774,0.5258064,0.053797495,0.0652921,0.021582734,0.043771043,0.16981132,0.9577465,0.91612905,0.87741935,1.2363636,1.290909,0.7096774,1.1224489,8.66,-0.043879908,-0.030023094,0.31408775,0.32794458,0.06729239,0.1942507,0.13929926,0.4758151,10.757967,0.80610174,15.907552,0.4758151,0.26,0.38,1,1.0
South Korean K League 1,2024-04-27,04:30:00,Gwangju FC,Suwon FC,2.32,3.4,3.3,2.78,1.48,1.37,3.05,1.09,9.2,3.1,1.07,3.1,1.34,1.8,2.02,1.08,8.0,1.86,2.04,10.0,10.5,16.5,4.3,7.8,6.6,12.5,29.0,12.5,9.8,16.0,4.1,5.7,19.5,4.2,4.2,3.75,30.0,4.3,0.43103448,0.3030303,0.29411766,0.4950495,0.5555556,0.53763443,0.49019608,1.4224138,1.4655173,0.7030303,1.030303,0.68235296,0.9705882,0.6121212,0.54545456,0.18250187,0.17437722,0.18881118,0.014925373,0.24060151,0.68235296,1.030303,0.7030303,1.1485149,1.6831683,0.6121212,1.0860215,9.02,-0.10864745,0.011086474,0.2572062,0.37694013,0.19848196,0.5967691,0.25123096,1.4617797,26.104855,0.31112698,6.2772985,1.4617797,0.1,0.98,1,1.0
South Korean K League 2,2024-04-27,04:30:00,Busan IPark,Ansan Greeners FC,1.53,6.8,4.2,3.05,1.39,1.45,2.86,1.12,6.8,4.0,1.05,4.0,1.27,2.06,1.9,1.13,2.88,1.95,1.92,4.9,5.2,5.9,6.2,3.85,4.3,5.3,6.0,8.6,4.2,5.2,6.0,4.7,4.8,5.6,6.2,3.6,6.0,6.4,0.6535948,0.23809524,0.14705883,0.5263158,0.4854369,0.51282054,0.5208333,2.745098,4.4444447,0.3642857,1.6190476,0.225,0.61764705,0.45238096,0.4904762,0.63676846,0.46596858,0.63265306,0.23636363,0.37704918,0.225,1.6190476,0.3642857,0.80526316,3.5789473,0.45238096,0.974359,12.53,-0.21308859,0.207502,0.12210695,0.54269755,0.63090444,2.6350775,0.67473596,6.454595,53.16445,0.22627416,-4.573921,6.454595,2.6,2.67,1,1.0
