,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,ROMANIA - LIGA 2,11/05/2024,05:00,Unirea Dej,Alexandria,1.28,5.1,9.0
2,ROMANIA - LIGA 2,11/05/2024,06:00,Unirea Slobozia,Selimbar,2.25,2.7,3.75
3,ROMANIA - LIGA 2,11/05/2024,06:00,Csikszereda M. Ciuc,Gloria Buzau,1.98,3.25,3.7
4,BANGLADESH - PREMIER LEAGUE,11/05/2024,07:00,Chittagong Abahani,Sheikh Jamal,2.2,2.87,3.25
5,THAILAND - THAI LEAGUE 1,11/05/2024,10:00,Sukhothai,Police Tero,1.62,4.15,4.55
6,NORWAY - OBOS-LIGAEN,11/05/2024,11:00,Kongsvinger,Raufoss,1.62,4.0,4.75
7,NORWAY - OBOS-LIGAEN,11/05/2024,11:00,Lyn,Levanger,2.25,3.6,2.88
8,SCOTLAND - LEAGUE TWO,11/05/2024,11:00,East Kilbride,Stranraer,1.8,3.6,3.75
9,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,11/05/2024,12:00,Al Hilal,Al Hazem,1.08,10.0,23.0
10,POLAND - DIVISION 1,11/05/2024,12:30,Wisla,Lechia Gdansk,2.0,3.5,3.5
11,ARGENTINA - PRIMERA NACIONAL,11/05/2024,14:00,Deportivo Moron,Gimnasia y Tiro,2.15,2.8,4.0
12,BRAZIL - BRASILEIRO WOMEN,11/05/2024,15:00,Palmeiras W,Santos W,1.4,4.57,6.84
13,BOLIVIA - DIVISION PROFESIONAL,11/05/2024,16:00,SA Bulo Bulo,Guabira,1.57,4.0,4.75
14,BOLIVIA - DIVISION PROFESIONAL,11/05/2024,18:30,Always Ready,Blooming,1.33,4.33,7.0
15,USA - MLS,11/05/2024,20:30,Atlanta Utd,DC United,1.73,4.2,4.2
16,BRAZIL - BRASILEIRO WOMEN,11/05/2024,21:00,Cruzeiro W,Botafogo RJ W,1.67,3.83,4.52
17,USA - MLS,11/05/2024,22:30,Colorado Rapids,San Jose Earthquakes,1.8,4.2,3.8
18,USA - MLS,11/05/2024,23:30,Los Angeles Galaxy,Real Salt Lake,1.95,3.5,3.6
