Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,12/04/2024,10:30,INDIA - I-LEAGUE,Aizawl,Neroca FC,1.44,4.6,5.86,1.4,1.5,2.4,1.01,1.2,1.1,3.26,1.29
2,12/04/2024,11:45,BULGARIA - PARVA LIGA,Botev Plovdiv,Botev Vratsa,1.44,4.5,8.0,1.75,2.0,1.73,1.04,1.33,1.22,5.5,1.14
3,12/04/2024,12:00,ARMENIA - PREMIER LEAGUE,Ararat-Armenia,Ararat Yerevan,1.35,4.45,6.9,1.62,1.95,1.81,1.01,1.29,1.19,4.55,1.16
4,12/04/2024,12:00,GEORGIA - CRYSTALBET EROVNULI LIGA,Dinamo Tbilisi,Kolkheti 1913,1.6,3.8,4.6,1.62,1.64,2.2,1.02,1.28,1.19,4.59,1.16
5,12/04/2024,15:00,NETHERLANDS - EERSTE DIVISIE,Willem II,Jong AZ,1.4,5.0,7.0,1.57,1.8,1.91,1.03,1.29,1.17,4.33,1.2
6,12/04/2024,15:00,NETHERLANDS - EERSTE DIVISIE,FC Emmen,Maastricht,1.65,4.33,4.5,1.44,1.44,2.63,1.02,1.22,1.13,3.5,1.29
7,12/04/2024,15:00,NETHERLANDS - EREDIVISIE,Excelsior,FC Volendam,1.67,4.33,4.5,1.57,1.62,2.2,1.03,1.29,1.17,4.33,1.2
8,12/04/2024,15:30,POLAND - EKSTRAKLASA,Pogon Szczecin,Ruch Chorzow,1.45,4.33,5.75,1.6,1.75,2.0,1.03,1.29,1.18,4.33,1.2
9,12/04/2024,16:00,IRELAND - PREMIER DIVISION,Shamrock Rovers,Sligo Rovers,1.4,4.0,8.0,1.83,2.0,1.75,1.04,1.36,1.25,6.0,1.13
10,12/04/2024,20:00,VENEZUELA - LIGA FUTVE,Monagas,Zamora,1.7,3.5,4.7,1.95,1.85,1.75,1.03,1.42,1.31,6.3,1.07
