,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2025-02-21,05:35:00,AUSTRALIA - A-LEAGUE,Newcastle Jets,Brisbane Roar,2.06,3.7,3.95,22.0,1.2394768
2,2025-02-21,10:00:00,SERBIA - PRVA LIGA,Vrsac,FK Borac Cacak,1.98,3.9,2.72,110.0,1.2398529
3,2025-02-21,10:00:00,SERBIA - PRVA LIGA,Sloven Ruma,Javor,4.4,1.85,2.88,44.0,1.2398529
4,2025-02-21,11:00:00,SERBIA - PRVA LIGA,FK Trayal Krusevac,FK Indjija,1.78,2.8,2.76,42.0,1.2398528
5,2025-02-21,11:00:00,CROATIA - PRVA NL,Opatija,Sesvete,2.04,3.2,2.54,40.0,1.2398545
6,2025-02-21,11:00:00,EGYPT - PREMIER LEAGUE,Future FC,Future FC,2.82,3.3,2.76,8.8,1.2397628
7,2025-02-21,11:00:00,EGYPT - PREMIER LEAGUE,Enppi,Smouha,2.58,4.0,2.66,9.2,1.2397553
8,2025-02-21,11:00:00,SERBIA - SUPER LIGA,Sp. Subotica,Radnicki Nis,2.7,2.88,3.0,30.0,1.2397966
9,2025-02-21,12:00:00,SERBIA - SUPER LIGA,Tekstilac Odzaci,Radnicki 1923,4.4,1.86,3.45,29.0,1.2397965
10,2025-02-21,14:00:00,TURKEY - SUPER LIG,Bodrumspor,Hatayspor,1.73,5.9,3.75,18.0,1.2396967
11,2025-02-21,14:00:00,TURKEY - SUPER LIG,Eyupspor,Besiktas,3.45,2.28,3.5,10.5,1.239704
12,2025-02-21,14:00:00,POLAND - DIVISION 1,Polonia Warszawa,Leczna,2.34,3.1,3.3,75.0,1.2397197
13,2025-02-21,14:00:00,EGYPT - PREMIER LEAGUE,Petrojet,Haras El Hodood,2.02,5.1,3.05,15.0,1.239716
14,2025-02-21,14:00:00,EGYPT - PREMIER LEAGUE,National Bank Egypt,Al Ittihad,2.24,4.3,2.94,36.0,1.2397628
15,2025-02-21,14:30:00,GERMANY - 2. BUNDESLIGA,Hertha Berlin,Nurnberg,2.14,3.6,3.8,18.5,1.2397026
16,2025-02-21,14:30:00,GERMANY - 2. BUNDESLIGA,Hamburger SV,Kaiserslautern,1.67,5.6,4.2,32.0,1.2397034
17,2025-02-21,14:30:00,DENMARK - 1ST DIVISION,Hobro,Vendsyssel,2.38,3.25,3.3,28.0,1.2391965
18,2025-02-21,15:00:00,DENMARK - 1ST DIVISION,B.93,Hvidovre IF,4.5,1.83,3.8,9.2,1.2391967
19,2025-02-21,15:00:00,DENMARK - 1ST DIVISION,Hillerod,Odense,3.5,2.18,3.75,10.5,1.2391968
20,2025-02-21,15:30:00,FRANCE - NATIONAL,Chateauroux,Rouen,4.3,2.02,3.2,44.0,1.2396352
21,2025-02-21,15:30:00,SWITZERLAND - CHALLENGE LEAGUE,Stade Nyonnais,Lausanne Ouchy,4.1,1.92,3.8,29.0,1.2396877
22,2025-02-21,15:30:00,FRANCE - NATIONAL,Bourg-en-Bresse,Le Mans,3.35,2.28,3.3,28.0,1.2396243
