,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,HONG KONG - PREMIER LEAGUE,02/09/2023,04:00,Southern District,Hong Kong FC,1.22,5.9,10.25
2,SOUTH KOREA - K LEAGUE 1,02/09/2023,04:30,Suwon Bluewings,Seoul,3.4,3.4,2.0
3,ROMANIA - LIGA 2,02/09/2023,05:00,Alexandria,CSM Slatina,2.52,3.1,2.77
4,ROMANIA - LIGA 2,02/09/2023,05:00,Viitorul Tg. Jiu,Csikszereda M. Ciuc,3.45,3.2,2.1
5,HONG KONG - PREMIER LEAGUE,02/09/2023,07:00,Eastern AA,Kitchee,8.05,5.05,1.32
6,SWEDEN - SUPERETTAN,02/09/2023,08:00,Landskrona,GAIS,3.6,3.5,1.91
7,ESTONIA - MEISTRILIIGA,02/09/2023,08:30,Harju JK Laagri,Parnu JK Vaprus,2.55,3.25,2.45
8,ENGLAND - FA CUP,02/09/2023,08:30,Sporting Khalsa,Darlaston Town,,,
9,INDONESIA - LIGA 1,02/09/2023,09:00,PSIS Semarang,Bali United,2.35,3.3,2.77
10,AUSTRIA - 2. LIGA,02/09/2023,09:30,Bregenz,Lafnitz,2.62,3.4,2.47
11,FINLAND - YKKONEN,02/09/2023,10:00,JaPS,KaPa,1.91,3.75,3.25
12,SLOVENIA - PRVA LIGA,02/09/2023,10:00,Bravo,Aluminij,1.88,3.6,3.7
13,NORWAY - OBOS-LIGAEN,02/09/2023,10:00,Hodd,Kongsvinger,3.2,3.6,2.15
14,ENGLAND - FA CUP,02/09/2023,11:00,Plymouth Parkway,Dorchester,,,
15,ENGLAND - FA CUP,02/09/2023,11:00,Poole,Barnstaple,,,
16,ENGLAND - FA CUP,02/09/2023,11:00,Prescot,North Ferriby,,,
17,ENGLAND - FA CUP,02/09/2023,11:00,Reading City,Shaftesbury Town,,,
18,ENGLAND - FA CUP,02/09/2023,11:00,Redhill,Herne Bay,,,
