Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,AUSTRALIA - A-LEAGUE,07/01/2024,03:00,Western United,Melbourne City,4.5,4.2,1.7
2,CAMEROON - ELITE ONE,07/01/2024,11:30,APEJES Academy,Victoria United,3.6,3.0,2.02
3,CAMEROON - ELITE ONE,07/01/2024,11:30,Union Douala,Canon Yaounde,6.8,3.6,1.45
4,CAMEROON - ELITE ONE,07/01/2024,11:30,APEJES Academy,Victoria United,3.6,3.0,2.02
5,MOROCCO - BOTOLA PRO,07/01/2024,12:00,Renaissance Zemamra,Berkane,4.5,2.88,1.83
6,JAMAICA - PREMIER LEAGUE,07/01/2024,17:00,Treasure Beach,Humble Lions,3.2,3.2,2.15
7,JAMAICA - PREMIER LEAGUE,07/01/2024,17:00,Treasure Beach,Harbour View,3.05,3.15,2.25
8,SPAIN - COPA DEL REY,07/01/2024,17:00,Malaga,Real Sociedad,6.0,4.0,1.6
9,JAMAICA - PREMIER LEAGUE,07/01/2024,17:00,Treasure Beach,Humble Lions,3.2,3.2,2.15
10,JAMAICA - PREMIER LEAGUE,07/01/2024,17:00,Treasure Beach,Harbour View,3.05,3.15,2.25
