,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,AUSTRALIA - A-LEAGUE,06/04/2024,03:30,Central Coast Mariners,Wellington Phoenix,1.8,4.0,4.33
2,PHILIPPINES - PFL,06/04/2024,04:00,Manila Digger,Philippine Army,1.73,4.0,3.5
3,ROMANIA - LIGA 2,06/04/2024,05:00,CSM Slatina,Tunari,1.9,3.2,3.95
4,ROMANIA - LIGA 2,06/04/2024,05:00,Metaloglobus Bucharest,Alexandria,1.8,3.3,4.35
5,ESTONIA - MEISTRILIIGA,06/04/2024,08:30,Paide,Kuressaare,1.35,4.65,6.5
6,THAILAND - THAI LEAGUE 1,06/04/2024,08:30,Muang Thong Utd,Trat FC,1.47,4.5,5.7
7,THAILAND - THAI LEAGUE 1,06/04/2024,09:00,Buriram,Prachuap,1.26,5.6,9.25
8,NIGERIA - NPFL,06/04/2024,11:00,Plateau United,Doma United,1.45,3.55,8.25
9,SCOTLAND - CHAMPIONSHIP,06/04/2024,11:00,Inverness,Arbroath,1.5,4.2,6.0
10,NORTHERN IRELAND - NIFL CHAMPIONSHIP,06/04/2024,11:00,Ballyclare,Dergview,1.62,3.75,4.75
11,NORWAY - OBOS-LIGAEN,06/04/2024,11:00,Levanger,Moss,2.38,3.4,2.9
12,BELGIUM - JUPILER PRO LEAGUE,06/04/2024,11:00,Charleroi,RWDM,1.67,3.75,5.0
13,PORTUGAL - LIGA PORTUGAL,06/04/2024,11:30,Rio Ave,Gil Vicente,2.25,3.3,3.3
14,GHANA - PREMIER LEAGUE,06/04/2024,12:00,Accra Lions,Bofoakwa Tano,1.7,3.15,4.8
15,AZERBAIJAN - PREMIER LEAGUE,06/04/2024,13:00,Qarabag,Sabail,1.28,5.2,8.5
16,NIGERIA - NPFL,06/04/2024,13:30,Remo Stars,Akwa United,1.31,4.1,12.5
17,QATAR - QSL,06/04/2024,15:30,Al Ahli Doha,Al Markhiya,1.78,3.85,3.9
18,NETHERLANDS - EREDIVISIE,06/04/2024,16:00,Twente,Sittard,1.4,5.0,7.0
19,DOMINICAN REPUBLIC - LDF,06/04/2024,19:00,Vega Real,Delfines Del Este,1.88,3.15,3.8
20,USA - MLS,06/04/2024,20:30,FC Cincinnati,New York Red Bulls,2.15,3.25,3.6
21,USA - MLS,06/04/2024,20:45,Los Angeles FC,Los Angeles Galaxy,1.8,4.2,3.8
22,ARGENTINA - PRIMERA NACIONAL,06/04/2024,21:10,San Martin T.,Arsenal Sarandi,2.0,3.1,3.4
23,USA - MLS,06/04/2024,21:30,Minnesota United,Real Salt Lake,2.15,3.5,3.3
24,USA - MLS,06/04/2024,21:30,Austin FC,San Jose Earthquakes,2.15,3.4,3.4
