Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,VIETNAM - V.LEAGUE 1,18/05/2024,07:00,Song Lam Nghe An,Khanh Hoa,1.95,3.25,3.7
2,SCOTLAND - PREMIERSHIP,18/05/2024,08:30,Celtic,St. Mirren,1.22,6.0,13.0
3,FINLAND - YKKONEN,18/05/2024,09:00,Rovaniemi,Vaajakoski,1.62,3.95,4.1
4,SPAIN - LALIGA2,18/05/2024,09:00,Andorra,Burgos CF,2.25,3.1,3.3
5,POLAND - EKSTRAKLASA,18/05/2024,10:00,Korona Kielce,Ruch Chorzow,1.9,3.6,3.9
6,SPAIN - LALIGA2,18/05/2024,11:15,Leganes,Gijon,2.0,3.2,3.9
7,BULGARIA - PARVA LIGA,18/05/2024,11:45,CSKA Sofia,Krumovgrad,1.33,5.0,8.0
8,GHANA - PREMIER LEAGUE,18/05/2024,12:00,Berekum Chelsea,Asante Kotoko,2.05,2.75,3.9
9,SLOVAKIA - NIKE LIGA,18/05/2024,12:00,Slovan Bratislava,Ruzomberok,1.37,4.75,7.6
10,ESTONIA - MEISTRILIIGA,18/05/2024,13:00,Kalju,Kuressaare,1.47,4.1,5.4
11,SPAIN - SEGUNDA RFEF,18/05/2024,13:00,Barakaldo,Atl. Paso,1.52,3.6,6.5
12,SPAIN - PRIMERA RFEF,18/05/2024,14:00,Sestao,Tarazona,1.73,3.0,5.0
13,ARGENTINA - PRIMERA NACIONAL,18/05/2024,15:30,Talleres (R.E),Club A. Guemes,2.3,2.8,3.7
14,ITALY - SERIE C,18/05/2024,15:30,Carrarese,Perugia,2.05,3.15,3.55
15,ITALY - SERIE C,18/05/2024,15:30,Catania,Atalanta U23,2.15,3.1,3.35
16,BRAZIL - SERIE A,18/05/2024,16:00,Vitoria,Atletico GO,1.91,3.25,4.2
17,ITALY - SERIE C,18/05/2024,16:00,L.R. Vicenza,Taranto,1.98,3.15,3.75
18,PERU - LIGA 1,18/05/2024,17:00,Sporting Cristal,Union Comercio,1.17,6.25,13.0
19,CANADA - CANADIAN PREMIER LEAGUE,18/05/2024,17:00,Forge,Vancouver FC,1.7,3.85,4.6
20,BRAZIL - SERIE B,18/05/2024,17:30,Amazonas,Paysandu PA,2.3,3.1,3.3
21,ECUADOR - LIGA PRO,18/05/2024,17:30,Emelec,Macara,1.75,3.5,4.33
22,ARGENTINA - LIGA PROFESIONAL,18/05/2024,20:30,Instituto,Union de Santa Fe,2.3,2.88,3.6
23,BRAZIL - SERIE B,18/05/2024,21:00,Sport Recife,Avai,1.4,4.75,7.5
24,PANAMA - LPF,18/05/2024,22:00,Plaza Amador,Potros del Este,2.05,3.3,3.35
25,USA - MLS,18/05/2024,23:30,Seattle Sounders,Vancouver Whitecaps,1.85,3.5,4.2
