,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,OVER2_5,02/03/2024,12:00,ENGLAND - CHAMPIONSHIP,Plymouth,Ipswich,4.5,4.0,1.7,1.53,2.4,1.53,2.38,A,A,A
2,BTTS Sim,02/03/2024,12:00,ENGLAND - CHAMPIONSHIP,Birmingham Legion FC,Southampton,4.0,3.8,1.85,1.62,2.25,1.57,2.25,A,A,A
3,BTTS Sim,02/03/2024,17:45,PERU - LIGA 1,Comerciantes Unidos,Melgar,4.2,3.3,1.83,1.95,1.9,1.8,1.91,A,D,D
