Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,24/03/2024,08:00,SPAIN - PRIMERA RFEF,Alcoyano,Baleares,1.5,3.8,5.75,2.25,2.5,1.5,1.06,1.5,1.4,8.0,1.06
2,24/03/2024,08:00,INDIA - I-LEAGUE,Sreenidi Deccan,Churchill Brothers,1.53,3.85,5.6,1.62,1.65,1.98,1.01,1.3,1.2,4.6,1.14
3,24/03/2024,08:00,SPAIN - PRIMERA RFEF,UD Ibiza,Ceuta,1.6,3.3,5.5,2.1,2.1,1.67,1.06,1.44,1.36,7.0,1.08
4,24/03/2024,10:00,BRAZIL - BRASILEIRO WOMEN,Palmeiras W,Botafogo RJ W,1.51,3.8,5.05,1.6,1.65,2.1,1.01,1.3,1.17,5.2,1.12
5,24/03/2024,10:00,ITALY - SERIE C,Arezzo,Fermana,1.52,3.75,6.4,2.15,2.22,1.6,1.08,1.5,1.38,6.3,1.08
6,24/03/2024,15:00,JAMAICA - PREMIER LEAGUE,Portmore,Vere United,1.57,3.4,6.4,1.95,1.88,1.72,1.03,1.44,1.31,6.8,1.07
7,24/03/2024,18:00,PANAMA - LPF,Potros del Este,Veraguas,1.65,3.5,5.0,1.93,1.91,1.7,1.03,1.44,1.32,7.5,1.06
8,24/03/2024,18:00,COLOMBIA - PRIMERA A,Bucaramanga,Envigado,1.67,3.6,5.75,2.1,2.0,1.73,1.07,1.44,1.36,8.0,1.08
9,24/03/2024,19:30,JAMAICA - PREMIER LEAGUE,Montego Bay,Molynes,1.62,3.45,5.4,1.88,1.78,1.83,1.02,1.4,1.28,6.1,1.09
10,24/03/2024,20:00,ECUADOR - LIGA PRO,Ind. del Valle,Aucas,1.65,3.75,4.75,1.9,1.83,1.83,1.05,1.36,1.29,6.5,1.11
11,24/03/2024,20:10,COLOMBIA - PRIMERA A,Atl. Nacional,Dep. Pasto,1.53,4.0,6.5,2.25,2.25,1.57,1.07,1.44,1.4,10.0,1.06
