Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH KOREA - K LEAGUE 2,06/04/2024,02:00,Anyang,Ansan Greeners,1.5,4.2,6.0
2,SOUTH KOREA - K LEAGUE 1,06/04/2024,02:00,Ulsan HD,Suwon FC,1.6,3.8,5.5
3,HONG KONG - PREMIER LEAGUE,06/04/2024,04:00,Southern District,Hong Kong FC,1.26,5.7,8.25
4,PHILIPPINES - PFL,06/04/2024,04:00,Manila Digger,Philippine Army,1.73,4.0,3.5
5,CHINA - SUPER LEAGUE,06/04/2024,04:30,Tianjin Jinmen Tiger,Chengdu Rongcheng,2.63,3.3,2.7
6,SOUTH KOREA - K LEAGUE 2,06/04/2024,04:30,Asan,Seongnam,2.5,3.2,2.63
7,SOUTH KOREA - K LEAGUE 1,06/04/2024,04:30,Incheon,Jeju Utd,2.15,3.4,3.3
8,SOUTH KOREA - K LEAGUE 1,06/04/2024,04:30,Gimcheon Sangmu,Gwangju FC,2.7,3.1,2.75
9,ROMANIA - LIGA 2,06/04/2024,05:00,Chindia Targoviste,Concordia,2.32,3.05,3.1
10,ROMANIA - LIGA 2,06/04/2024,05:00,CSM Slatina,Tunari,1.9,3.2,3.95
11,ROMANIA - LIGA 2,06/04/2024,05:00,FC Arges,Ceahlaul,2.27,3.15,3.1
12,HONG KONG - PREMIER LEAGUE,06/04/2024,07:00,Kitchee,Eastern AA,1.17,6.8,11.25
13,BELARUS - VYSSHAYA LIGA,06/04/2024,08:00,Slutsk,Dnepr Mogilev,2.28,3.32,3.23
14,CHINA - SUPER LEAGUE,06/04/2024,08:35,Zhejiang Professional,Qingdao West Coast,1.4,5.25,7.0
15,THAILAND - THAI LEAGUE 1,06/04/2024,09:00,Buriram,Prachuap,1.26,5.6,9.25
16,POLAND - DIVISION 1,06/04/2024,10:00,Termalica B-B.,Zaglebie Sosnowiec,1.62,4.33,4.75
17,NIGERIA - NPFL,06/04/2024,11:00,Plateau United,Doma United,1.45,3.55,8.25
18,SCOTLAND - CHAMPIONSHIP,06/04/2024,11:00,Inverness,Arbroath,1.5,4.2,6.0
19,NORWAY - OBOS-LIGAEN,06/04/2024,11:00,Sogndal,Mjondalen,1.55,4.5,5.0
20,NORWAY - OBOS-LIGAEN,06/04/2024,11:00,Levanger,Moss,2.38,3.4,2.9
21,NORTHERN IRELAND - NIFL CHAMPIONSHIP,06/04/2024,11:00,Bangor FC,H&W Welders,1.87,3.75,3.45
22,ESTONIA - MEISTRILIIGA,06/04/2024,11:00,Flora,Narva,1.31,4.9,7.0
23,FINLAND - VEIKKAUSLIIGA,06/04/2024,11:00,SJK,AC Oulu,1.8,3.6,3.8
24,FINLAND - VEIKKAUSLIIGA,06/04/2024,11:00,Ilves,Lahti,1.65,3.75,4.75
25,MOLDOVA - SUPER LIGA,06/04/2024,12:00,Petrocub,Milsami,1.78,3.35,4.05
26,SWITZERLAND - CHALLENGE LEAGUE,06/04/2024,13:00,Wil,Bellinzona,2.05,3.4,3.35
27,SLOVAKIA - NIKE LIGA,06/04/2024,13:00,Skalica,Z. Moravce-Vrable,1.85,3.4,4.25
28,ITALY - SERIE C,06/04/2024,13:30,Taranto,Potenza,1.83,3.1,4.8
29,SENEGAL - LIGUE 1,06/04/2024,13:30,Pikine,US Goree,2.52,2.7,2.9
30,ARGENTINA - PRIMERA NACIONAL,06/04/2024,14:10,Chacarita Juniors,San Martin S.J.,2.2,2.9,4.0
31,ARGENTINA - PRIMERA NACIONAL,06/04/2024,14:30,Almirante Brown,Deportivo Moron,2.5,3.0,3.2
32,ECUADOR - LIGA PRO,06/04/2024,15:00,Aucas,Cumbaya,1.4,4.75,7.0
33,USA - USL CHAMPIONSHIP,06/04/2024,15:00,Detroit,North Carolina,2.15,3.6,2.95
34,ARGENTINA - PRIMERA NACIONAL,06/04/2024,15:30,Defensores Unidos,Brown Adrogue,1.91,3.2,4.5
35,NETHERLANDS - EREDIVISIE,06/04/2024,16:00,Twente,Sittard,1.4,5.0,7.0
36,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,06/04/2024,16:00,Al Ettifaq,Al Riyadh,1.33,4.75,7.5
37,SPAIN - COPA DEL REY,06/04/2024,17:00,Ath Bilbao,Mallorca,1.67,3.6,5.25
38,COLOMBIA - PRIMERA A,06/04/2024,18:00,Aguilas,Dep. Pasto,1.95,3.1,4.75
39,DOMINICAN REPUBLIC - LDF,06/04/2024,19:00,Atletico Pantoja,Atlantico,2.05,3.2,3.25
40,ARGENTINA - PRIMERA NACIONAL,06/04/2024,21:10,San Martin T.,Arsenal Sarandi,2.0,3.1,3.4
41,USA - MLS,06/04/2024,21:30,Austin FC,San Jose Earthquakes,2.15,3.4,3.4
42,PERU - LIGA 1,06/04/2024,21:30,Cienciano,Cajamarca,1.4,4.33,7.0
43,COSTA RICA - PRIMERA DIVISION,06/04/2024,22:15,San Carlos,Zeledon,1.4,4.5,6.5
44,USA - USL CHAMPIONSHIP,06/04/2024,23:00,Oakland Roots,Monterey Bay,2.12,3.5,3.1
