,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,18/11/2023,08:00,INDIA - I-LEAGUE,Neroca FC,Namdhari,2.4,3.5,2.57,1.75,1.62,2.02,1.01,1.35,1.24,5.25,1.11
2,18/11/2023,10:00,ITALY - SERIE C,Alessandria,Giana Erminio,2.67,2.92,2.75,2.4,2.0,1.72,1.11,1.6,1.47,7.4,1.06
3,18/11/2023,10:00,ITALY - SERIE C,Arzignano,Renate,2.45,3.1,2.87,2.25,1.91,1.8,1.09,1.52,1.42,6.8,1.07
4,18/11/2023,10:30,INDIA - I-LEAGUE,Rajasthan United,Mohammedan,4.3,3.55,1.75,1.7,1.62,2.02,1.01,1.33,1.22,4.95,1.12
5,18/11/2023,11:00,PORTUGAL - LIGA PORTUGAL 2,Pacos Ferreira,Santa Clara,2.4,3.2,3.0,2.15,1.83,1.83,1.07,1.44,1.36,9.0,1.07
6,18/11/2023,12:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Crusaders,Linfield,3.1,3.5,2.12,1.8,1.65,2.1,1.05,1.37,1.26,4.9,1.14
7,18/11/2023,12:00,ENGLAND - LEAGUE ONE,Exeter,Peterborough,2.82,3.4,2.37,1.91,1.7,2.05,1.06,1.42,1.29,5.5,1.13
8,18/11/2023,12:00,ENGLAND - LEAGUE TWO,Harrogate,Swindon,3.6,4.0,1.91,1.65,1.62,2.2,1.03,1.3,1.2,4.5,1.18
9,18/11/2023,12:00,ENGLAND - LEAGUE TWO,Forest Green,Grimsby,2.4,3.5,2.88,1.8,1.67,2.1,1.04,1.36,1.25,6.0,1.13
10,18/11/2023,12:15,SPAIN - LALIGA2,Alcorcon,Gijon,3.3,3.1,2.38,2.4,2.0,1.73,1.08,1.53,1.44,11.0,1.05
