Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,PHILIPPINES - PFL,18/05/2024,04:00,Maharlika,Don Bosco Garelli,1.5,4.5,4.33
2,SOUTH KOREA - K LEAGUE 1,18/05/2024,07:00,Gimcheon Sangmu,Jeju Utd,2.05,3.3,3.75
3,PORTUGAL - LIGA PORTUGAL 2,18/05/2024,07:00,Feirense,Vilaverdense,1.83,3.6,3.5
4,VIETNAM - V.LEAGUE 1,18/05/2024,07:00,Song Lam Nghe An,Khanh Hoa,1.95,3.25,3.7
5,VIETNAM - V.LEAGUE 1,18/05/2024,08:00,Binh Dinh,Hai Phong,2.22,3.35,2.95
6,BANGLADESH - PREMIER LEAGUE,18/05/2024,08:45,Bashundara Kings,Bangladesh Police,1.31,4.9,7.1
7,FINLAND - YKKONEN,18/05/2024,09:00,Rovaniemi,Vaajakoski,1.62,3.95,4.1
8,VIETNAM - V.LEAGUE 1,18/05/2024,09:15,Viettel,Nam Dinh,2.55,3.2,2.6
9,POLAND - EKSTRAKLASA,18/05/2024,10:00,Korona Kielce,Ruch Chorzow,1.9,3.6,3.9
10,AZERBAIJAN - PREMIER LEAGUE,18/05/2024,10:00,Sabah Baku,Sumqayit,2.07,3.2,3.35
11,BELARUS - VYSSHAYA LIGA,18/05/2024,10:00,Naftan,Dnepr Mogilev,2.11,6.33,2.28
12,BRAZIL - BRASILEIRO WOMEN,18/05/2024,11:00,Corinthians W,Real Brasilia W,1.13,6.6,14.5
13,SCOTLAND - LEAGUE TWO,18/05/2024,11:00,Stranraer,East Kilbride,2.45,3.25,2.5
14,SPAIN - LALIGA2,18/05/2024,11:15,Huesca,Racing Santander,2.5,3.0,2.9
15,BULGARIA - PARVA LIGA,18/05/2024,11:45,CSKA Sofia,Krumovgrad,1.33,5.0,8.0
16,AUSTRIA - BUNDESLIGA,18/05/2024,12:00,Altach,A. Lustenau,1.67,3.9,4.75
17,AUSTRIA - BUNDESLIGA,18/05/2024,12:00,Wolfsberger AC,Tirol,2.05,3.5,3.4
18,SLOVAKIA - NIKE LIGA,18/05/2024,12:00,Trnava,Podbrezova,1.36,4.85,7.7
19,SPAIN - SEGUNDA RFEF,18/05/2024,13:00,Barakaldo,Atl. Paso,1.52,3.6,6.5
20,SCOTLAND - CHAMPIONSHIP,18/05/2024,13:30,Inverness,Hamilton,2.2,3.4,3.2
21,MONTENEGRO - PRVA CRNOGORSKA LIGA,18/05/2024,14:00,Arsenal Tivat,Mladost DG,2.27,3.25,2.95
22,PORTUGAL - LIGA PORTUGAL,18/05/2024,14:00,Moreirense,Estoril,2.3,3.3,3.1
23,PORTUGAL - LIGA PORTUGAL,18/05/2024,14:00,Sporting CP,Chaves,1.07,11.0,23.0
24,SPAIN - PRIMERA RFEF,18/05/2024,14:00,Barcelona B,Gimnastic,1.95,3.0,3.6
25,USA - MLS,18/05/2024,14:45,Nashville SC,Atlanta Utd,1.9,3.7,4.0
26,POLAND - DIVISION 1,18/05/2024,15:00,Leczna,S. Rzeszow,1.8,3.4,3.8
27,ARGENTINA - PRIMERA NACIONAL,18/05/2024,15:30,Talleres (R.E),Club A. Guemes,2.3,2.8,3.7
28,ITALY - SERIE C,18/05/2024,15:30,Catania,Atalanta U23,2.15,3.1,3.35
29,BRAZIL - SERIE A,18/05/2024,16:00,Vitoria,Atletico GO,1.91,3.25,4.2
30,PERU - LIGA 1,18/05/2024,17:00,Sporting Cristal,Union Comercio,1.17,6.25,13.0
31,URUGUAY - PRIMERA DIVISION,18/05/2024,15:00,River Plate,Rampla Juniors,2.0,3.25,3.9
32,ARGENTINA - LIGA PROFESIONAL,18/05/2024,18:00,River Plate,Belgrano,1.42,4.33,8.5
33,ARGENTINA - LIGA PROFESIONAL,18/05/2024,20:00,Defensa y Justicia,Gimnasia L.P.,2.05,3.3,3.8
34,USA - USL CHAMPIONSHIP,18/05/2024,20:30,Tampa Bay,FC Tulsa,1.37,4.9,6.8
35,USA - MLS,18/05/2024,20:30,FC Cincinnati,St. Louis City,1.8,3.8,4.1
36,BOLIVIA - DIVISION PROFESIONAL,18/05/2024,21:00,Oriente Petrolero,Universitario de Vinto,1.9,3.4,3.5
37,MEXICO - LIGA DE EXPANSION MX,18/05/2024,21:00,Atlante,Cancun,1.8,3.3,4.4
38,BRAZIL - SERIE B,18/05/2024,21:00,Sport Recife,Avai,1.4,4.75,7.5
39,ARGENTINA - PRIMERA NACIONAL,18/05/2024,21:10,CA Estudiantes,Alvarado,2.1,3.0,3.9
40,USA - MLS,18/05/2024,21:30,Austin FC,Sporting Kansas City,2.2,3.7,3.0
41,USA - MLS,18/05/2024,21:30,Minnesota United,Portland Timbers,1.75,4.0,4.1
42,NICARAGUA - LIGA PRIMERA,18/05/2024,22:00,Diriangen,Esteli,2.1,3.0,3.5
43,USA - MLS,18/05/2024,23:30,Seattle Sounders,Vancouver Whitecaps,1.85,3.5,4.2
44,USA - USL CHAMPIONSHIP,18/05/2024,23:30,Phoenix Rising,Miami FC,1.4,4.4,7.0
