Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
14,11/08/2024,07:15,NETHERLANDS - EREDIVISIE,Sparta Rotterdam,Heracles,1.48,4.5,6.5,1.53,1.67,2.1,1.03,1.25,1.17,4.0,1.22
26,11/08/2024,08:00,THAILAND - THAI LEAGUE 1,Ratchaburi,Nakhon Pathom,1.44,4.35,6.4,1.7,1.85,1.85,1.04,1.34,1.22,4.4,1.17
25,11/08/2024,09:00,FINLAND - VEIKKAUSLIIGA,Ilves,Mariehamn,1.33,4.75,8.0,1.6,1.95,1.8,1.03,1.29,1.18,4.33,1.2
24,11/08/2024,09:30,NETHERLANDS - EREDIVISIE,Utrecht,Zwolle,1.44,4.5,7.5,1.57,1.75,2.0,1.03,1.29,1.17,4.0,1.22
23,11/08/2024,09:30,NORWAY - OBOS-LIGAEN,Valerenga,Raufoss,1.22,7.0,9.5,1.4,1.91,1.8,1.02,1.22,1.13,3.4,1.3
22,11/08/2024,11:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Cliftonville,Portadown,1.32,5.3,7.4,1.42,1.72,2.02,1.02,1.24,1.13,3.15,1.31
21,11/08/2024,11:00,BELGIUM - JUPILER PRO LEAGUE,Antwerp,St. Truiden,1.38,4.75,8.0,1.57,1.8,1.95,1.03,1.29,1.17,4.0,1.22
20,11/08/2024,11:00,ROMANIA - LIGA 2,U Craiova 1948,Chindia Targoviste,1.47,3.95,6.8,1.98,2.12,1.65,1.07,1.44,1.32,5.7,1.11
19,11/08/2024,11:00,ESTONIA - MEISTRILIIGA,Tammeka,Nomme Utd,1.55,3.8,5.0,1.65,1.75,2.03,1.01,1.33,1.21,4.95,1.12
18,11/08/2024,11:00,SWEDEN - ALLSVENSKAN,Sirius,Kalmar,1.67,4.0,4.75,1.57,1.62,2.2,1.03,1.29,1.17,4.33,1.2
17,11/08/2024,11:45,NETHERLANDS - EREDIVISIE,Ajax,Heerenveen,1.44,4.5,6.5,1.4,1.53,2.38,1.02,1.2,1.1,3.25,1.33
28,11/08/2024,12:00,AUSTRIA - BUNDESLIGA,Sturm Graz,Hartberg,1.53,4.5,5.0,1.65,1.8,1.95,1.03,1.3,1.2,4.5,1.18
16,11/08/2024,12:00,NORTH MACEDONIA - 1. MFL,Shkupi,Voska Sport,1.65,3.4,4.8,2.0,2.0,1.77,1.04,1.42,1.33,7.5,1.06
15,11/08/2024,12:00,NORTH MACEDONIA - 1. MFL,Struga,Tikves,1.55,3.5,5.7,1.98,2.09,1.71,1.04,1.42,1.33,7.2,1.06
13,11/08/2024,12:30,QATAR - QSL,Al Wakra,Al Ahli Doha,1.55,4.35,4.9,1.39,1.47,2.5,1.02,1.24,1.12,3.05,1.33
12,11/08/2024,12:30,SLOVENIA - PRVA LIGA,Celje,Radomlje,1.55,4.1,5.2,1.75,1.83,1.87,1.05,1.36,1.25,4.75,1.15
11,11/08/2024,14:00,RUSSIA - PREMIER LEAGUE,Spartak Moscow,Akhmat Grozny,1.45,5.06,7.65,1.7,1.86,1.9,1.01,1.3,1.17,4.4,1.17
10,11/08/2024,15:00,ARGENTINA - PRIMERA NACIONAL,Gimnasia Mendoza,Almirante Brown,1.55,3.75,6.5,2.7,3.0,1.36,1.13,1.62,1.57,13.0,1.04
9,11/08/2024,15:00,IRELAND - PREMIER DIVISION,Shamrock Rovers,Drogheda,1.38,4.75,6.5,1.6,1.91,1.91,1.03,1.29,1.18,4.33,1.2
8,11/08/2024,15:00,MONTENEGRO - PRVA CRNOGORSKA LIGA,Decic,Arsenal Tivat,1.57,3.65,5.7,1.98,2.0,1.65,1.02,1.44,1.33,6.4,1.08
7,11/08/2024,15:15,SLOVENIA - PRVA LIGA,Maribor,Mura,1.45,4.5,6.0,1.6,1.78,1.93,1.03,1.31,1.2,4.05,1.2
6,11/08/2024,16:00,BRAZIL - SERIE A,Bahia,Vitoria,1.67,3.75,5.25,2.06,1.95,1.8,1.06,1.4,1.33,7.0,1.1
5,11/08/2024,16:00,BRAZIL - SERIE A,Sao Paulo,Atletico GO,1.57,3.8,6.5,2.15,2.2,1.62,1.07,1.44,1.36,8.0,1.08
4,11/08/2024,16:15,ITALY - COPPA ITALIA,Torino,Cosenza,1.29,5.75,9.0,1.6,2.0,1.75,1.03,1.29,1.18,4.33,1.2
3,11/08/2024,17:00,ARGENTINA - PRIMERA NACIONAL,San Martin T.,Chacarita Juniors,1.75,3.4,5.0,2.6,2.5,1.5,1.1,1.57,1.53,13.0,1.04
2,11/08/2024,19:30,PARAGUAY - PRIMERA DIVISION,Cerro Porteno,Sol de America,1.33,4.5,7.5,1.73,2.1,1.67,1.04,1.33,1.22,5.5,1.14
27,11/08/2024,20:00,PERU - LIGA 1,Cusco,Cesar Vallejo,1.48,3.8,5.25,1.93,2.0,1.73,1.05,1.36,1.29,6.5,1.11
1,10/08/2024,23:00,COSTA RICA - PRIMERA DIVISION,Alajuelense,Zeledon,1.2,5.25,12.0,1.62,2.25,1.57,1.03,1.29,1.18,4.33,1.2
