Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,BULGARIA - PARVA LIGA,16/03/2024,10:15,Etar,Levski Sofia,12.0,4.75,1.33
2,CROATIA - HNL,16/03/2024,11:00,Slaven Belupo,Rijeka,5.5,3.8,1.53
3,DOMINICAN REPUBLIC - LDF,16/03/2024,19:00,Universidad O&M,Cibao,3.7,3.5,1.8
