Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,30/09/2023,06:30,CHINA - SUPER LEAGUE,Beijing Guoan,Dalian Pro,1.5,4.33,6.0,1.7,1.8,1.95,1.03,1.33,1.2,5.0,1.17
22,30/09/2023,08:00,THAILAND - THAI LEAGUE 1,Port MTI FC,Khonkaen Utd.,1.36,4.9,7.1,1.55,1.82,1.88,1.03,1.29,1.18,3.8,1.23
23,30/09/2023,08:35,CHINA - SUPER LEAGUE,Shanghai Shenhua,Qingdao Hainiu,1.7,3.75,5.0,2.0,1.95,1.8,1.05,1.4,1.3,7.0,1.1
24,30/09/2023,09:00,THAILAND - THAI LEAGUE 1,Ratchaburi,Trat FC,1.57,3.8,5.5,1.9,1.93,1.78,1.06,1.42,1.3,5.3,1.12
25,30/09/2023,10:00,SWEDEN - ALLSVENSKAN,Djurgarden,Halmstad,1.4,4.75,7.0,1.73,2.0,1.75,1.03,1.33,1.22,5.5,1.14
26,30/09/2023,10:00,POLAND - DIVISION 1,Legnica,Chrobry Glogow,1.4,4.5,6.5,1.7,1.91,1.8,1.03,1.33,1.22,5.0,1.17
27,30/09/2023,10:30,NETHERLANDS - TWEEDE DIVISIE,Katwijk,GVVV,1.57,4.2,4.6,1.52,1.6,2.07,1.01,1.25,1.14,3.5,1.21
32,30/09/2023,11:00,SCOTLAND - CHAMPIONSHIP,Dundee Utd,Queen's Park,1.57,3.8,5.5,1.7,1.8,1.91,1.04,1.33,1.2,4.5,1.17
28,30/09/2023,11:00,SCOTLAND - PREMIERSHIP,Rangers,Aberdeen,1.25,5.5,11.0,1.53,1.95,1.8,1.03,1.25,1.17,4.0,1.25
38,30/09/2023,11:00,SCOTLAND - LEAGUE TWO,Stenhousemuir,Clyde,1.57,3.8,5.5,1.83,1.83,1.83,1.04,1.36,1.25,5.0,1.14
31,30/09/2023,11:00,SCOTLAND - LEAGUE ONE,Falkirk,Montrose,1.36,4.5,7.0,1.5,1.73,2.0,1.01,1.25,1.14,3.75,1.25
34,30/09/2023,11:00,ENGLAND - PREMIER LEAGUE,Manchester Utd,Crystal Palace,1.57,4.0,5.75,1.87,1.91,1.91,1.05,1.36,1.25,5.5,1.14
35,30/09/2023,11:00,ENGLAND - PREMIER LEAGUE,Everton,Luton,1.57,3.8,6.5,2.02,2.0,1.75,1.06,1.4,1.3,6.5,1.11
30,30/09/2023,11:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Linfield,Newry City,1.1,8.25,22.0,1.34,2.42,1.5,1.02,1.2,1.1,2.77,1.39
33,30/09/2023,11:00,ENGLAND - PREMIER LEAGUE,West Ham,Sheffield Utd,1.44,4.75,7.0,1.62,1.75,2.0,1.03,1.29,1.2,4.5,1.2
36,30/09/2023,13:00,SLOVAKIA - NIKE LIGA,Ruzomberok,Michalovce,1.6,3.9,5.3,1.85,1.83,1.87,1.05,1.4,1.27,5.2,1.14
37,30/09/2023,13:00,SPAIN - PRIMERA RFEF,Castellon,Merida AD,1.53,3.6,5.5,2.1,2.25,1.57,1.07,1.5,1.36,7.0,1.08
21,30/09/2023,13:30,ARGENTINA - PRIMERA NACIONAL,Def. de Belgrano,All Boys,1.7,3.5,5.25,2.5,2.38,1.53,1.1,1.53,1.5,11.0,1.05
29,30/09/2023,13:45,NETHERLANDS - EREDIVISIE,Utrecht,Almere City,1.55,4.0,6.0,1.6,1.67,2.1,1.03,1.29,1.17,4.33,1.2
20,30/09/2023,14:00,MOLDOVA - SUPER LIGA,Sheriff Tiraspol,Balti,1.21,5.2,11.0,1.65,2.45,1.52,13.0,1.31,1.19,4.3,1.18
9,30/09/2023,15:00,ECUADOR - LIGA PRO,Mushuc Runa,Cumbaya,1.62,3.6,4.75,2.25,2.2,1.62,1.08,1.5,1.4,10.0,1.06
2,30/09/2023,16:00,NETHERLANDS - EREDIVISIE,Twente,Heerenveen,1.33,5.5,8.5,1.44,1.75,2.0,1.02,1.25,1.13,3.5,1.29
3,30/09/2023,16:00,BRAZIL - SERIE A,Flamengo RJ,Bahia,1.5,4.33,6.5,1.73,1.8,1.95,1.04,1.33,1.22,5.0,1.17
4,30/09/2023,16:30,VENEZUELA - LIGA FUTVE,Dep. Tachira,Hermanos Colmenarez,1.38,4.3,7.7,1.87,2.15,1.55,1.02,1.39,1.28,6.05,1.08
5,30/09/2023,17:30,CHILE - PRIMERA DIVISION,Huachipato,Copiapo,1.75,3.75,4.75,1.73,1.73,2.0,1.04,1.33,1.22,5.5,1.14
6,30/09/2023,18:00,ARGENTINA - PRIMERA NACIONAL,Patronato,San Telmo,1.73,3.6,4.75,1.98,1.83,1.83,1.05,1.4,1.29,6.5,1.11
7,30/09/2023,18:30,BRAZIL - SERIE A,Sao Paulo,Corinthians,1.6,3.75,6.0,2.38,2.38,1.53,1.08,1.5,1.44,10.0,1.06
10,30/09/2023,20:00,MEXICO - LIGA MX,Pachuca,Necaxa,1.62,3.75,5.5,1.75,1.75,2.0,1.04,1.33,1.22,5.5,1.14
8,30/09/2023,20:00,USA - USL CHAMPIONSHIP,Pittsburgh,FC Tulsa,1.36,4.7,7.5,1.72,2.05,1.7,1.04,1.35,1.23,4.55,1.16
18,30/09/2023,20:00,ECUADOR - LIGA PRO,Ind. del Valle,Emelec,1.57,3.6,5.25,1.95,1.91,1.8,1.05,1.4,1.29,6.5,1.11
11,30/09/2023,20:05,MEXICO - LIGA DE EXPANSION MX,Atlante,Tapatio,1.72,3.4,5.0,2.05,1.91,1.8,1.07,1.47,1.34,5.8,1.1
12,30/09/2023,20:10,COLOMBIA - PRIMERA A,Atl. Nacional,Envigado,1.45,4.75,7.0,1.98,2.2,1.62,1.05,1.4,1.29,6.5,1.11
13,30/09/2023,20:30,USA - MLS,New York Red Bulls,Chicago Fire,1.6,3.8,5.5,1.75,1.8,1.95,1.04,1.33,1.22,5.5,1.14
14,30/09/2023,20:30,USA - MLS,Orlando City,CF Montreal,1.62,4.0,5.0,1.62,1.67,2.1,1.03,1.29,1.18,4.33,1.2
15,30/09/2023,20:30,USA - USL CHAMPIONSHIP,Tampa Bay,Loudoun,1.35,5.0,7.2,1.52,1.8,1.9,1.03,1.28,1.17,3.65,1.24
16,30/09/2023,21:00,COLOMBIA - PRIMERA A,Aguilas,Dep. Pasto,1.75,3.5,5.0,2.2,2.1,1.67,1.07,1.44,1.36,9.0,1.07
17,30/09/2023,21:45,MEXICO - LIGA MX,Club America,U.N.A.M.- Pumas,1.75,3.6,4.75,1.6,1.57,2.25,1.03,1.29,1.17,4.33,1.2
19,30/09/2023,22:30,PANAMA - LPF,Miguelito,Chiriqui,1.38,4.5,6.9,1.7,1.93,1.7,1.01,1.32,1.23,5.4,1.12
39,30/09/2023,23:00,USA - USL CHAMPIONSHIP,San Diego Loyal,Monterey Bay,1.6,4.05,4.9,1.65,1.72,2.0,1.04,1.34,1.22,4.3,1.18
