Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,11/08/2024,13:30,CROATIA - HNL,Lok. Zagreb,Hajduk Split,3.75,3.6,1.83,1.73,1.67,2.1,1.04,1.33,1.22,5.5,1.14
2,11/08/2024,16:00,ARGENTINA - PRIMERA NACIONAL,CA Mitre,Estudiantes Rio Cuarto,2.2,2.8,3.8,3.6,2.75,1.4,1.17,1.8,1.8,21.0,1.02
3,11/08/2024,17:00,ARGENTINA - PRIMERA NACIONAL,Racing Cordoba,Club A. Guemes,2.1,2.75,4.33,3.1,2.38,1.53,1.17,1.67,1.62,17.0,1.03
4,11/08/2024,17:30,ARGENTINA - LIGA PROFESIONAL,Banfield,Velez Sarsfield,3.25,3.0,2.4,2.7,2.2,1.62,1.13,1.62,1.53,13.0,1.04
5,11/08/2024,19:45,COLOMBIA - PRIMERA A,Once Caldas,Bucaramanga,2.1,3.1,3.7,3.1,2.5,1.5,1.13,1.67,1.67,17.0,1.03
