,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,SOUTH KOREA - K LEAGUE 1,01/09/2023,07:00,Daejeon,Suwon FC,1.91,3.6,3.5,1.57,2.35,1.53,2.38,1.6,0.9165151,0.349,0.3,0.9,0.891,0.5235602,0.2777778,0.2857143,0.6369427,0.42553192,0.31471807,1.3,1.817,1,0.5232
2,BULGARIA - PARVA LIGA,01/09/2023,11:00,Pirin Blagoevgrad,Arda,6.0,4.0,1.57,2.05,1.75,2.1,1.67,1.4,1.356466,0.849,1.5,1.2845232,1.248,0.16666667,0.25,0.6369427,0.4878049,0.5714286,0.58340186,-0.1,2.641,1,0.5003
3,SAUDI ARABIA - SAUDI PROFESSIONAL LEAGUE,01/09/2023,12:00,Al Taee,Abha,1.95,3.4,3.4,1.75,2.05,1.62,2.2,1.3,1.4177446,0.701,0.0,0.0,1.071,0.51282054,0.29411766,0.29411766,0.5714286,0.4878049,0.28090543,1.3,1.418,1,0.5634
4,ROMANIA - LIGA 1,01/09/2023,12:30,Petrolul,Otelul,1.95,3.2,3.75,2.35,1.57,2.1,1.67,1.3,1.4177446,1.088,1.1,1.0440307,1.151,0.51282054,0.3125,0.26666668,0.42553192,0.6369427,0.2936451,0.2,2.462,1,0.9267
5,POLAND - DIVISION 1,01/09/2023,13:00,R. Rzeszow,Termalica B-B.,3.2,3.4,2.05,1.9,1.95,1.73,2.0,1.3,1.1874342,0.508,1.6,1.2,0.578,0.3125,0.29411766,0.4878049,0.5263158,0.51282054,0.2392918,-0.3,2.387,1,0.6994
6,SWEDEN - SUPERETTAN,01/09/2023,14:00,Orgryte,Orebro,2.3,3.25,2.8,1.83,2.03,1.67,2.1,1.0,1.0954452,0.607,0.8,0.8717798,0.91,0.4347826,0.30769232,0.35714287,0.5464481,0.49261084,0.14270803,0.2,1.967,1,0.5035
7,NORWAY - OBOS-LIGAEN,01/09/2023,14:00,Skeid,Asane,3.0,3.8,2.2,1.5,2.5,1.44,2.63,0.8,1.1661904,0.701,0.7,0.9,0.778,0.33333334,0.2631579,0.45454547,0.6666667,0.4,0.2256465,0.1,2.066,1,0.7481
8,SPAIN - LALIGA2,01/09/2023,14:30,Alcorcon,Ferrol,2.25,3.1,3.5,2.7,1.44,2.2,1.62,1.9,1.1357816,0.75,1.8,1.2489996,0.701,0.44444445,0.32258064,0.2857143,0.37037036,0.6944444,0.1932887,0.1,2.385,1,1.0
9,NETHERLANDS - EERSTE DIVISIE,01/09/2023,15:00,Telstar,Eindhoven FC,2.25,3.4,3.2,1.85,2.0,1.67,2.1,1.7,1.3453624,1.086,1.0,1.0954452,0.778,0.44444445,0.29411766,0.3125,0.5405405,0.5,0.19110349,0.7,2.441,1,0.6634
10,NETHERLANDS - EERSTE DIVISIE,01/09/2023,15:00,FC Emmen,Dordrecht,1.44,4.75,6.5,1.53,2.4,1.73,2.0,0.9,1.1357816,0.918,0.4,0.9165151,0.79,0.6944444,0.21052632,0.15384616,0.6535948,0.41666666,0.687334,0.5,2.052,1,0.8702
11,NETHERLANDS - EERSTE DIVISIE,01/09/2023,15:00,Maastricht,Jong Ajax,2.15,4.0,3.0,1.33,3.4,1.33,3.25,1.9,1.3747727,0.9,1.0,1.3416408,1.012,0.4651163,0.25,0.33333334,0.7518797,0.29411766,0.25340334,0.9,2.716,1,0.7833
12,BELGIUM - CHALLENGER PRO LEAGUE,01/09/2023,15:00,Waregem,Dender,1.7,4.0,4.0,1.5,2.5,1.53,2.38,0.7,0.9,0.715,0.9,1.1357816,0.783,0.5882353,0.25,0.25,0.6666667,0.4,0.43955287,-0.2,2.036,1,0.5002
13,BELGIUM - CHALLENGER PRO LEAGUE,01/09/2023,15:00,Anderlecht U23,Genk U23,2.25,3.6,2.7,1.5,2.5,1.44,2.63,0.6,0.9165151,0.8,1.0,1.3416408,1.153,0.44444445,0.2777778,0.37037036,0.6666667,0.4,0.1872095,-0.4,2.258,1,0.5132
14,CROATIA - HNL,01/09/2023,15:00,Slaven Belupo,Lok. Zagreb,3.0,3.4,2.2,2.0,1.85,1.8,1.91,1.3,1.1874342,0.778,1.0,1.0954452,1.477,0.33333334,0.29411766,0.45454547,0.5,0.5405405,0.18933454,0.3,2.283,1,0.5336
15,POLAND - DIVISION 1,01/09/2023,15:30,Legnica,Wisla,2.55,3.3,2.55,1.8,2.0,1.62,2.2,1.1,1.0440307,1.255,1.9,1.3747727,0.577,0.39215687,0.3030303,0.39215687,0.5555556,0.5,0.11591914,-0.8,2.419,1,0.8216
16,ROMANIA - LIGA 1,01/09/2023,15:30,FC Rapid Bucuresti,Din. Bucuresti,1.5,4.2,5.75,1.8,2.05,1.91,1.8,1.3,1.1874342,1.115,1.4,1.356466,0.527,0.6666667,0.23809524,0.17391305,0.5555556,0.4878049,0.6083393,-0.1,2.544,1,0.9171
17,BULGARIA - PARVA LIGA,01/09/2023,15:30,Botev Plovdiv,Slavia Sofia,1.75,3.6,4.75,2.2,1.65,2.1,1.67,0.6,0.9165151,1.365,1.5,1.2845232,0.806,0.5714286,0.2777778,0.21052632,0.45454547,0.6060606,0.44361246,-0.9,2.201,1,0.5059
18,POLAND - EKSTRAKLASA,01/09/2023,15:30,Ruch Chorzow,Stal Mielec,2.25,3.3,3.1,2.08,1.73,1.91,1.91,2.3,1.1,0.552,0.6,0.9165151,1.182,0.44444445,0.3030303,0.32258064,0.48076922,0.5780347,0.17541066,1.7,2.017,1,0.627
19,BELGIUM - JUPILER PRO LEAGUE,01/09/2023,15:45,Leuven,Kortrijk,1.7,4.2,4.2,1.48,2.6,1.5,2.5,1.3,1.1874342,0.844,0.7,1.1874342,0.757,0.5882353,0.23809524,0.23809524,0.6756757,0.3846154,0.46520182,0.6,2.375,1,0.7893
20,IRELAND - PREMIER DIVISION,01/09/2023,15:45,Shamrock Rovers,Bohemians,1.7,3.6,4.5,1.8,2.05,1.75,2.0,2.5,1.024695,0.515,1.3,1.1874342,0.777,0.5882353,0.2777778,0.22222222,0.5555556,0.4878049,0.4439775,1.2,2.212,1,0.9029
21,IRELAND - PREMIER DIVISION,01/09/2023,15:45,Cork City,Sligo Rovers,2.75,3.3,2.4,2.03,1.83,1.75,2.0,1.4,1.356466,0.548,0.8,1.1661904,0.66,0.36363637,0.3030303,0.41666666,0.49261084,0.5464481,0.12856486,0.6,2.523,1,0.6403
22,IRELAND - PREMIER DIVISION,01/09/2023,15:45,Shelbourne,St. Patricks,2.63,3.0,2.63,2.15,1.67,1.87,1.83,1.6,1.2,0.769,1.9,1.3747727,0.671,0.38022813,0.33333334,0.38022813,0.4651163,0.5988024,0.060632564,-0.3,2.575,1,0.5208
23,PORTUGAL - LIGA PORTUGAL,01/09/2023,16:15,Vizela,Gil Vicente,2.2,3.6,3.0,1.9,1.95,1.75,2.0,1.2,1.2489996,0.961,0.9,1.3747727,1.125,0.45454547,0.2777778,0.33333334,0.5263158,0.51282054,0.20777546,0.3,2.624,1,0.7967
24,SPAIN - LALIGA2,01/09/2023,16:30,Albacete,Valladolid,2.1,3.4,3.5,2.25,1.62,2.0,1.73,1.5,1.2845232,0.529,0.7,1.1874342,1.163,0.47619048,0.29411766,0.2857143,0.44444445,0.61728394,0.24964708,0.8,2.472,1,0.6
25,CHILE - PRIMERA DIVISION,01/09/2023,20:00,Union La Calera,Copiapo,1.91,3.4,4.2,1.85,2.0,1.73,2.0,1.3,1.1874342,0.924,1.0,1.3416408,1.428,0.5235602,0.29411766,0.23809524,0.5405405,0.5,0.35093075,0.3,2.529,1,0.9216
26,COLOMBIA - PRIMERA A,01/09/2023,20:05,Chico,Envigado,1.8,3.6,4.5,2.35,1.57,2.25,1.57,1.7,1.1,0.842,0.6,0.9165151,1.12,0.5555556,0.2777778,0.22222222,0.42553192,0.6369427,0.41442147,1.1,2.017,1,0.8
27,ARGENTINA - COPA DE LA LIGA PROFESIONAL,01/09/2023,21:00,Central Cordoba,Platense,2.3,2.8,3.75,2.88,1.4,2.25,1.57,1.4,1.356466,1.208,0.8,1.1661904,1.09,0.4347826,0.35714287,0.26666668,0.3472222,0.71428573,0.1946917,0.6,2.523,1,0.8
28,MEXICO - LIGA MX,01/09/2023,22:06,Juarez,Mazatlan FC,1.83,3.6,3.75,1.83,2.03,1.75,2.0,1.1,1.0440307,0.93,0.5,0.92195445,0.65,0.5464481,0.2777778,0.26666668,0.5464481,0.49261084,0.3557203,0.6,1.966,1,0.83
29,COLOMBIA - PRIMERA A,01/09/2023,22:10,Deportes Tolima,Bucaramanga,1.67,3.8,5.5,2.08,1.73,2.1,1.67,1.9,1.1357816,0.594,0.7,0.9,1.175,0.5988024,0.2631579,0.18181819,0.48076922,0.5780347,0.5187236,1.2,2.036,1,1.0
