,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,BULGARIA - PARVA LIGA,18/09/2023,11:30,Hebar,Pirin Blagoevgrad,1.62,3.75,6.0,2.4,1.53,2.5,1.5,1.3,1.4177446,1.156,0.8,1.1661904,1.662,0.61728394,0.26666668,0.16666667,0.41666666,0.6535948,0.5517186,0.5,2.584,1,0.515
2,POLAND - DIVISION 1,18/09/2023,13:00,Leczna,R. Rzeszow,2.05,3.3,3.3,2.0,1.85,1.73,2.0,1.3,0.9,0.969,1.3,1.4177446,1.063,0.4878049,0.3030303,0.3030303,0.5,0.5405405,0.23888743,0.0,2.318,1,0.7248
3,SWEDEN - SUPERETTAN,18/09/2023,14:00,Jonkoping,Landskrona,2.55,3.4,2.63,1.7,2.1,1.57,2.25,1.7,1.3453624,0.744,0.8,1.1661904,0.894,0.39215687,0.29411766,0.38022813,0.5882353,0.47619048,0.12286001,0.9,2.512,1,0.5043
4,SWEDEN - ALLSVENSKAN,18/09/2023,14:00,Norrkoping,Mjallby,2.1,3.4,3.6,2.0,1.85,1.8,1.95,1.7,1.3453624,0.702,1.6,1.4282857,1.2,0.47619048,0.29411766,0.2777778,0.5,0.5405405,0.2574094,0.1,2.774,1,0.7762
5,POLAND - EKSTRAKLASA,18/09/2023,14:00,Stal Mielec,Zaglebie,3.0,3.5,2.3,1.85,2.0,1.67,2.1,1.4,1.1135529,1.068,1.8,1.2489996,0.48,0.33333334,0.2857143,0.4347826,0.5405405,0.5,0.17697003,-0.4,2.363,1,0.9609
6,SWEDEN - SUPERETTAN,18/09/2023,14:00,Oster,Vasteras SK,1.95,3.75,3.6,1.67,2.15,1.62,2.2,1.5,1.5,0.841,2.1,1.3747727,0.495,0.51282054,0.26666668,0.2777778,0.5988024,0.4651163,0.3220852,-0.6,2.875,1,0.5179
7,SWEDEN - ALLSVENSKAN,18/09/2023,14:10,AIK,Degerfors,1.45,4.75,6.5,1.53,2.4,1.7,2.05,0.8,0.8717798,0.926,0.7,1.1874342,0.905,0.6896552,0.21052632,0.15384616,0.6535948,0.41666666,0.6840608,0.1,2.059,1,0.9064
8,NETHERLANDS - EERSTE DIVISIE,18/09/2023,15:00,Eindhoven FC,Den Haag,2.45,3.6,2.75,1.8,2.0,1.62,2.2,1.4,1.356466,1.385,1.9,1.1357816,0.572,0.40816328,0.2777778,0.36363637,0.5555556,0.5,0.15467307,-0.5,2.492,1,0.5892
9,NETHERLANDS - EERSTE DIVISIE,18/09/2023,15:00,FC Emmen,Jong Utrecht,1.36,5.0,8.0,1.57,2.35,1.8,1.91,0.9,1.1357816,0.905,0.0,0.0,2.01,0.7352941,0.2,0.125,0.6369427,0.42553192,0.7688853,0.9,1.136,1,0.7152
10,NETHERLANDS - EERSTE DIVISIE,18/09/2023,15:00,Groningen,Jong PSV,1.5,4.33,6.0,1.5,2.5,1.62,2.2,0.9,1.1357816,1.108,0.7,1.1874342,1.43,0.6666667,0.23094688,0.16666667,0.6666667,0.4,0.62607664,0.2,2.323,1,0.8673
11,NETHERLANDS - EERSTE DIVISIE,18/09/2023,15:00,Jong AZ,Jong Ajax,1.8,4.2,3.8,1.53,2.4,1.53,2.38,1.8,1.2489996,0.875,0.9,1.3747727,0.906,0.5555556,0.23809524,0.2631579,0.6535948,0.41666666,0.40908614,0.9,2.624,1,0.8049
12,NETHERLANDS - EERSTE DIVISIE,18/09/2023,15:00,Oss,Dordrecht,2.2,3.6,3.1,1.6,2.3,1.5,2.5,1.4,1.356466,0.623,0.4,0.9165151,0.965,0.45454547,0.2777778,0.32258064,0.625,0.4347826,0.21338186,1.0,2.273,1,0.6899
13,ROMANIA - LIGA 1,18/09/2023,15:30,CFR Cluj,Petrolul,1.5,3.8,7.0,2.0,1.85,2.1,1.67,1.9,1.1357816,0.432,1.4,1.356466,0.767,0.6666667,0.2631579,0.14285715,0.5,0.5405405,0.6265256,0.5,2.492,1,0.7552
14,ENGLAND - PREMIER LEAGUE,18/09/2023,15:45,Nottingham,Burnley,2.2,3.5,3.25,1.94,1.96,1.7,2.05,1.8,1.2489996,0.69,1.9,1.1357816,0.784,0.45454547,0.2857143,0.30769232,0.5154639,0.5102041,0.21455142,-0.1,2.385,1,0.674
15,SPAIN - LALIGA2,18/09/2023,16:00,Andorra,R. Oviedo,2.1,3.0,4.0,2.6,1.48,2.2,1.62,2.0,1.264911,0.883,1.0,1.3416408,0.858,0.47619048,0.33333334,0.25,0.3846154,0.6756757,0.26446298,1.0,2.607,1,0.8
16,PORTUGAL - LIGA PORTUGAL,18/09/2023,16:15,Boavista,Chaves,1.7,4.0,4.5,1.73,2.08,1.75,2.0,1.9,1.1357816,0.981,1.0,1.0954452,1.17,0.5882353,0.25,0.22222222,0.5780347,0.48076922,0.47068322,0.9,2.231,1,0.8406
17,COLOMBIA - PRIMERA A,18/09/2023,18:00,Envigado,Jaguares de Cordoba,2.0,3.2,4.2,2.5,1.5,2.2,1.62,0.7,0.9,1.377,0.2,0.4,2.0,0.5,0.3125,0.23809524,0.4,0.6666667,0.31466445,0.5,1.3,1,0.8
18,COLOMBIA - PRIMERA A,18/09/2023,18:30,U. Magdalena,Once Caldas,2.6,3.1,2.9,2.35,1.57,2.0,1.73,1.5,1.024695,1.006,0.3,0.45825756,0.99,0.3846154,0.32258064,0.3448276,0.42553192,0.6369427,0.07317563,1.2,1.483,1,0.6
19,CANADA - CANADIAN PREMIER LEAGUE,18/09/2023,19:00,HFX Wanderers,Atl. Ottawa,2.25,3.3,3.1,2.05,1.78,1.78,1.93,2.1,1.3747727,0.587,1.4,1.356466,0.764,0.44444445,0.3030303,0.32258064,0.4878049,0.56179774,0.17541066,0.7,2.731,1,0.5063
20,ARGENTINA - COPA DE LA LIGA PROFESIONAL,18/09/2023,20:00,Lanus,Sarmiento Junin,1.8,3.4,5.0,2.35,1.57,2.2,1.62,2.2,1.2489996,0.597,0.8,1.1661904,1.646,0.5555556,0.29411766,0.2,0.42553192,0.6369427,0.42989686,1.4,2.415,1,0.8
21,COLOMBIA - PRIMERA A,18/09/2023,20:40,Bucaramanga,Pereira,2.4,3.2,3.1,2.25,1.62,1.91,1.8,1.8,1.2489996,0.5,0.7,0.9,1.669,0.41666666,0.3125,0.32258064,0.44444445,0.61728394,0.13380443,1.1,2.149,1,0.6
22,BRAZIL - SERIE A,18/09/2023,21:00,Corinthians,Gremio,2.55,3.25,2.8,2.3,1.62,1.95,1.8,2.1,1.1357816,0.56,1.1,1.3,0.866,0.39215687,0.30769232,0.35714287,0.4347826,0.61728394,0.09834509,1.0,2.436,1,0.6
23,ARGENTINA - PRIMERA NACIONAL,18/09/2023,21:10,Ferro,Tristan Suarez,1.91,3.5,4.0,2.1,1.7,1.91,1.8,1.8,1.2489996,0.776,0.6,0.9165151,0.823,0.5235602,0.2857143,0.25,0.47619048,0.5882353,0.34387174,1.2,2.166,1,0.8
24,COLOMBIA - PRIMERA A,18/09/2023,22:50,Ind. Medellin,Millonarios,2.0,3.3,4.0,2.35,1.57,2.1,1.67,1.9,1.1357816,0.713,0.8,0.8717798,1.443,0.5,0.3030303,0.25,0.42553192,0.6369427,0.30641064,1.1,2.008,1,0.6
