,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,20/01/2024,00:00,MEXICO - LIGA MX,Atl. San Luis,U.N.A.M.- Pumas,2.8,3.3,2.55,2.05,1.8,1.95,1.06,1.44,1.3,7.0,1.1
2,20/01/2024,00:10,MEXICO - LIGA MX,Juarez,Cruz Azul,3.0,3.2,2.55,2.1,1.8,1.95,1.07,1.44,1.33,8.0,1.08
3,20/01/2024,05:45,BANGLADESH - PREMIER LEAGUE,Abahani Limited,Sheikh Russel,1.5,4.25,4.9,1.53,1.61,2.25,1.01,1.27,1.17,3.84,1.2
4,20/01/2024,05:45,BANGLADESH - PREMIER LEAGUE,Bangladesh Police,Mohammedan,2.32,3.3,2.67,1.78,1.63,2.22,1.02,1.35,1.24,5.2,1.12
5,20/01/2024,05:45,AUSTRALIA - A-LEAGUE,WS Wanderers,Perth Glory,1.53,4.75,5.5,1.48,1.57,2.25,1.02,1.25,1.14,3.75,1.29
6,20/01/2024,10:00,MALTA - PREMIER LEAGUE,Sirens,Sliema,6.2,3.8,1.5,1.98,2.12,1.57,1.05,1.44,1.34,8.0,1.06
7,20/01/2024,10:30,NETHERLANDS - TWEEDE DIVISIE,Scheveningen,Quick Boys,3.6,4.05,1.78,1.47,1.5,2.27,1.01,1.22,1.12,3.3,1.24
8,20/01/2024,10:30,NETHERLANDS - TWEEDE DIVISIE,Excelsior Maassluis,Lisse,2.22,3.4,2.87,1.83,1.65,1.98,1.02,1.36,1.27,6.1,1.09
9,20/01/2024,10:30,NETHERLANDS - TWEEDE DIVISIE,ACV Assen,Hardenberg,2.2,3.65,2.77,1.52,1.47,2.35,1.01,1.25,1.14,3.55,1.21
10,20/01/2024,11:00,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Knockbreda,Newington,6.5,5.0,1.36,1.4,1.62,2.02,1.01,1.2,1.13,3.05,1.28
22,20/01/2024,12:00,ENGLAND - CHAMPIONSHIP,Sheffield Wed,Coventry,3.0,3.5,2.3,2.0,1.73,2.0,1.06,1.4,1.3,6.5,1.11
20,20/01/2024,12:00,ENGLAND - CHAMPIONSHIP,Norwich,West Brom,2.75,3.4,2.55,2.0,1.73,2.0,1.06,1.4,1.3,6.5,1.11
27,20/01/2024,12:00,ENGLAND - LEAGUE TWO,AFC Wimbledon,Crawley,1.57,4.2,5.5,1.67,1.73,2.0,1.04,1.3,1.2,5.0,1.17
26,20/01/2024,12:00,ENGLAND - LEAGUE ONE,Port Vale,Wycombe,2.5,3.3,2.9,2.1,1.91,1.91,1.07,1.44,1.36,8.0,1.08
25,20/01/2024,12:00,ENGLAND - LEAGUE ONE,Wigan,Reading,2.2,3.6,3.1,1.73,1.67,2.1,1.04,1.33,1.22,5.5,1.14
24,20/01/2024,12:00,ENGLAND - LEAGUE ONE,Burton,Charlton,3.2,3.5,2.2,1.98,1.75,2.0,1.05,1.4,1.29,6.5,1.11
23,20/01/2024,12:00,ENGLAND - LEAGUE ONE,Bristol Rovers,Blackpool,2.6,3.5,2.6,1.93,1.75,2.0,1.05,1.4,1.29,6.5,1.11
18,20/01/2024,12:00,ENGLAND - LEAGUE TWO,Notts Co,Stockport County,2.63,3.75,2.5,1.62,1.53,2.38,1.03,1.3,1.18,4.5,1.18
19,20/01/2024,12:00,ENGLAND - CHAMPIONSHIP,Bristol City,Watford,2.45,3.25,3.0,2.08,1.8,1.91,1.07,1.44,1.36,8.0,1.08
16,20/01/2024,12:00,BELGIUM - CHALLENGER PRO LEAGUE,Dender,Seraing,1.55,4.33,5.25,1.67,1.8,1.91,1.04,1.3,1.2,5.0,1.17
21,20/01/2024,12:00,ENGLAND - CHAMPIONSHIP,QPR,Millwall,2.45,3.3,2.9,2.4,2.0,1.73,1.08,1.53,1.5,10.0,1.06
15,20/01/2024,12:00,SCOTLAND - CHAMPIONSHIP,Dunfermline,Queen's Park,1.95,3.6,3.3,1.7,1.67,2.1,1.04,1.33,1.22,4.5,1.17
14,20/01/2024,12:00,NORTHERN IRELAND - NIFL CHAMPIONSHIP,Ballinamallard,H&W Welders,2.45,3.65,2.47,1.55,1.5,2.27,1.02,1.28,1.16,3.7,1.19
13,20/01/2024,12:00,ENGLAND - LEAGUE TWO,Walsall,Accrington,2.1,3.4,3.6,1.85,1.67,2.1,1.05,1.36,1.25,6.0,1.13
12,20/01/2024,12:00,ENGLAND - LEAGUE TWO,Swindon,Tranmere,2.63,3.5,2.55,1.67,1.57,2.25,1.03,1.33,1.2,5.0,1.17
11,20/01/2024,12:00,ENGLAND - LEAGUE TWO,MK Dons,Morecambe,1.5,4.2,6.5,1.62,1.73,2.0,1.03,1.3,1.18,4.5,1.18
17,20/01/2024,12:00,ENGLAND - LEAGUE TWO,Harrogate,Grimsby,2.45,3.4,2.8,1.83,1.67,2.1,1.04,1.36,1.25,6.0,1.13
28,20/01/2024,12:30,PORTUGAL - LIGA PORTUGAL 2,Feirense,Oliveirense,2.05,3.5,3.5,1.98,1.8,1.91,1.05,1.4,1.29,6.5,1.11
29,20/01/2024,12:30,PORTUGAL - LIGA PORTUGAL,Estoril,Arouca,2.4,3.4,2.88,1.98,1.75,2.0,1.05,1.4,1.29,6.5,1.11
30,20/01/2024,13:00,MALTA - PREMIER LEAGUE,Naxxar,Mosta,3.25,3.45,2.02,1.8,1.65,1.98,1.02,1.39,1.26,5.8,1.1
31,20/01/2024,14:00,SWITZERLAND - SUPER LEAGUE,Young Boys,Grasshoppers,1.5,4.75,5.75,1.48,1.57,2.25,1.02,1.25,1.13,3.5,1.29
32,20/01/2024,14:00,NETHERLANDS - TWEEDE DIVISIE,De Treffers,GVVV,1.78,3.8,3.75,1.55,1.55,2.15,1.02,1.28,1.16,3.65,1.19
33,20/01/2024,14:00,SPAIN - PRIMERA RFEF,Sanluqueno,Real Madrid B,2.7,2.9,2.5,2.1,1.83,1.83,1.07,1.44,1.33,7.0,1.08
34,20/01/2024,14:30,ITALY - SERIE C,Pro Vercelli,Triestina,2.9,3.05,2.45,2.22,1.88,1.82,1.09,1.52,1.4,6.7,1.08
35,20/01/2024,14:45,NETHERLANDS - EREDIVISIE,Heracles,FC Volendam,1.73,4.0,4.33,1.57,1.62,2.2,1.03,1.29,1.17,4.33,1.2
36,20/01/2024,15:00,ROMANIA - LIGA 1,Petrolul,Din. Bucuresti,1.95,3.25,3.6,2.35,2.1,1.67,1.08,1.53,1.44,10.0,1.06
37,20/01/2024,16:00,BELGIUM - CHALLENGER PRO LEAGUE,Anderlecht U23,RFC Liege,3.1,3.4,2.2,1.75,1.62,2.2,1.04,1.33,1.22,5.5,1.14
38,20/01/2024,20:00,MEXICO - LIGA MX,Toluca,Mazatlan FC,1.57,4.0,6.0,1.62,1.67,2.1,1.03,1.29,1.18,4.33,1.2
39,20/01/2024,22:05,MEXICO - LIGA MX,Club America,Queretaro,1.4,4.75,7.5,1.6,1.8,1.95,1.03,1.29,1.18,4.33,1.2
40,20/01/2024,22:20,COLOMBIA - PRIMERA A,America De Cali,Aguilas,1.95,3.4,4.0,2.08,1.83,1.83,1.06,1.44,1.33,8.0,1.08
41,20/01/2024,22:30,PANAMA - LPF,Miguelito,Arabe Unido,2.22,2.9,3.35,2.37,2.02,1.62,1.07,1.57,1.47,10.0,1.01
