Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,16/09/2023,11:00,SCOTLAND - LEAGUE TWO,Forfar Athletic,Spartans,2.7,3.5,2.45,1.98,1.73,2.0,1.05,1.4,1.29,6.0,1.11
2,16/09/2023,15:30,ARGENTINA - PRIMERA NACIONAL,Club A. Guemes,Nueva Chicago,2.15,3.0,4.0,2.7,2.25,1.57,1.13,1.62,1.53,13.0,1.04
3,16/09/2023,15:45,ITALY - SERIE C,Triestina,Pro Vercelli,1.9,3.2,4.15,2.57,2.32,1.55,1.12,1.6,1.55,8.0,1.05
4,16/09/2023,17:45,ARGENTINA - PRIMERA NACIONAL,Almirante Brown,Estudiantes Rio Cuarto,2.0,3.3,4.0,2.6,2.25,1.57,1.11,1.57,1.5,13.0,1.04
