Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,26/11/2023,03:00,SOUTH KOREA - K LEAGUE 2,Anyang,Cheonan City,1.44,4.2,6.0,1.8,2.0,1.73,1.04,1.36,1.25,6.0,1.13
29,26/11/2023,03:00,SOUTH KOREA - K LEAGUE 2,Gimcheon Sangmu,Seoul E-Land,1.22,5.5,10.0,1.44,1.83,1.83,1.02,1.22,1.13,3.5,1.29
28,26/11/2023,03:00,SOUTH KOREA - K LEAGUE 2,Busan,Cheongju,1.44,4.2,6.5,1.9,2.1,1.67,1.05,1.36,1.29,6.5,1.11
27,26/11/2023,07:45,BULGARIA - PARVA LIGA,CSKA 1948 Sofia,Arda,1.75,3.3,5.25,2.5,2.38,1.53,1.1,1.53,1.44,11.0,1.05
26,26/11/2023,08:00,SPAIN - PRIMERA RFEF,R. Union,SD Logrones,1.53,3.8,5.5,2.0,2.1,1.67,1.03,1.4,1.3,6.5,1.1
25,26/11/2023,08:15,NETHERLANDS - EERSTE DIVISIE,Roda,Maastricht,1.57,4.2,5.5,1.57,1.62,2.2,1.03,1.29,1.17,4.33,1.2
24,26/11/2023,09:00,NORTH MACEDONIA - 1. MFL,Struga,Voska Sport,1.57,3.65,5.5,1.93,1.93,1.7,1.03,1.42,1.31,7.5,1.05
23,26/11/2023,09:00,NORTH MACEDONIA - 1. MFL,Sileks,Vardar,1.42,4.3,6.5,1.75,1.98,1.65,1.02,1.34,1.25,6.5,1.08
22,26/11/2023,09:00,SERBIA - PRVA LIGA,OFK Beograd,Jedinstvo U.,1.47,3.75,6.2,1.85,2.03,1.75,1.03,1.39,1.28,6.4,1.08
21,26/11/2023,10:15,BULGARIA - PARVA LIGA,Ludogorets,Slavia Sofia,1.18,6.5,17.0,1.6,2.5,1.5,1.03,1.29,1.18,4.33,1.2
20,26/11/2023,10:30,NETHERLANDS - EREDIVISIE,AZ Alkmaar,FC Volendam,1.17,7.5,15.0,1.36,2.0,1.75,1.01,1.2,1.1,3.0,1.36
19,26/11/2023,11:00,MOROCCO - BOTOLA PRO,Raja Casablanca,Chabab Mohammedia,1.33,4.0,8.5,2.25,2.75,1.4,1.08,1.5,1.4,10.0,1.06
18,26/11/2023,12:15,SPAIN - LALIGA2,Elche,Amorebieta,1.5,3.8,7.5,2.03,2.1,1.67,1.07,1.4,1.3,7.0,1.1
17,26/11/2023,12:15,ITALY - SERIE C,Crotone,Potenza,1.72,3.45,4.75,2.15,2.02,1.72,1.08,1.5,1.38,6.3,1.09
30,26/11/2023,13:00,BAHRAIN - PREMIER LEAGUE,Al Khalidiyah,Al-Hidd,1.38,4.5,7.3,1.7,1.93,1.78,1.04,1.34,1.22,4.4,1.17
16,26/11/2023,13:00,AUSTRIA - BUNDESLIGA,Rapid Vienna,BW Linz,1.4,4.5,7.5,1.5,1.7,2.05,1.02,1.25,1.14,3.75,1.25
14,26/11/2023,13:30,POLAND - EKSTRAKLASA,Lech Poznan,Widzew Lodz,1.44,4.33,7.0,1.7,1.91,1.91,1.04,1.33,1.2,5.0,1.17
13,26/11/2023,14:00,PORTUGAL - TAÇA DE PORTUGAL,Estoril,Mafra,1.6,3.6,5.0,2.1,2.2,1.62,1.06,1.44,1.36,8.0,1.08
12,26/11/2023,14:00,POLAND - DIVISION 1,Legnica,Zaglebie Sosnowiec,1.6,3.4,5.0,2.05,2.0,1.73,1.07,1.4,1.3,7.0,1.1
11,26/11/2023,14:30,BELGIUM - JUPILER PRO LEAGUE,Anderlecht,RWDM,1.4,4.75,6.5,1.6,1.8,1.95,1.03,1.29,1.18,4.33,1.2
10,26/11/2023,16:00,SPAIN - PRIMERA RFEF,Dep. La Coruna,Osasuna B,1.4,4.75,6.0,1.95,2.25,1.57,1.02,1.4,1.3,6.0,1.11
9,26/11/2023,16:00,BRAZIL - SERIE A,Atletico-MG,Gremio,1.73,3.6,4.75,1.98,1.91,1.91,1.06,1.4,1.3,6.5,1.11
8,26/11/2023,16:00,BRAZIL - SERIE A,Botafogo RJ,Santos,1.62,3.6,5.75,2.05,1.95,1.8,1.06,1.4,1.33,7.0,1.1
7,26/11/2023,17:00,SPAIN - LALIGA2,Espanyol,Alcorcon,1.45,4.33,7.5,1.9,2.1,1.67,1.05,1.36,1.29,6.5,1.11
