Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,26/05/2024,08:00,CHINA - SUPER LEAGUE,Beijing Guoan,Nantong Zhiyun,1.36,4.75,8.0,1.7,1.95,1.8,1.03,1.3,1.2,5.0,1.17
16,26/05/2024,08:00,THAILAND - THAI LEAGUE 1,Bangkok Utd,Uthai Thani,1.29,5.4,8.5,1.5,1.9,1.8,1.03,1.28,1.16,3.55,1.25
15,26/05/2024,08:00,THAILAND - THAI LEAGUE 1,Port MTI FC,Nakhon Pathom,1.31,5.4,7.7,1.44,1.75,1.95,1.02,1.25,1.14,3.25,1.29
14,26/05/2024,08:35,CHINA - SUPER LEAGUE,Chengdu Rongcheng,Qingdao West Coast,1.2,6.5,13.0,1.4,1.95,1.8,1.02,1.2,1.11,3.25,1.33
13,26/05/2024,09:15,VIETNAM - V.LEAGUE 1,Hai Phong,Hong Linh Ha Tinh,1.65,3.85,4.55,1.82,1.8,1.82,1.01,1.36,1.26,5.7,1.09
11,26/05/2024,10:00,POLAND - DIVISION 1,Motor Lublin,Podbeskidzie,1.44,4.33,5.5,1.62,1.8,1.91,1.03,1.3,1.18,4.5,1.18
9,26/05/2024,10:00,POLAND - DIVISION 1,Wisla Plock,R. Rzeszow,1.53,3.9,4.75,1.67,1.73,2.0,1.03,1.3,1.2,5.0,1.17
12,26/05/2024,10:00,POLAND - DIVISION 1,Odra Opole,Pruszkow,1.62,3.6,4.5,2.05,2.0,1.73,1.06,1.44,1.33,8.0,1.08
8,26/05/2024,10:00,CROATIA - HNL,Rijeka,Slaven Belupo,1.36,5.0,7.0,1.7,2.0,1.73,1.04,1.33,1.22,5.0,1.17
10,26/05/2024,10:00,POLAND - DIVISION 1,Wisla,Termalica B-B.,1.57,4.2,4.1,1.48,1.53,2.38,1.02,1.25,1.14,3.75,1.25
7,26/05/2024,12:30,FINLAND - YKKONEN,Rovaniemi,KuPS Akatemia,1.57,4.1,4.5,1.57,1.62,2.2,1.03,1.29,1.17,4.33,1.2
6,26/05/2024,13:30,SPAIN - LALIGA2,Elche,Eldense,1.6,3.75,5.75,2.0,1.91,1.8,1.06,1.4,1.29,7.0,1.1
5,26/05/2024,13:30,BELGIUM - JUPILER PRO LEAGUE,Club Brugge KV,Cercle Brugge KSV,1.48,4.1,5.5,1.48,1.57,2.25,1.02,1.25,1.14,3.75,1.25
4,26/05/2024,16:00,BOLIVIA - DIVISION PROFESIONAL,Guabira,Nacional Potosi,1.57,3.75,5.0,1.6,1.57,2.12,1.02,1.29,1.16,3.65,1.2
3,26/05/2024,17:00,BRAZIL - SERIE B,Vila Nova FC,Brusque,1.7,3.3,5.75,2.4,2.25,1.57,1.1,1.53,1.44,11.0,1.05
2,26/05/2024,18:00,CANADA - CANADIAN PREMIER LEAGUE,Cavalry,Valour,1.36,4.8,8.0,1.78,2.25,1.57,1.05,1.38,1.26,4.9,1.15
17,26/05/2024,18:00,PARAGUAY - PRIMERA DIVISION,Olimpia Asuncion,Sportivo Trinidense,1.67,3.5,4.75,1.93,1.83,1.83,1.05,1.4,1.29,6.5,1.11
18,26/05/2024,18:30,BRAZIL - SERIE B,Ceara,Chapecoense-SC,1.62,3.6,5.75,2.1,2.1,1.67,1.06,1.44,1.36,8.0,1.08
