,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_Under45,FT_Odd_BTTS_No,mean10_gols_feitos_home_ft,mean10_gols_sofridos_home_ft,mean10_gols_feitos_away_ft,mean10_gols_sofridos_away_ft,p_H,p_D,p_A,p_Over,p_under45,CV_HDA,coeficiente10_gols_feitos,coeficiente10_gols_sofridos,prediction_label,prediction_score
1,SWEDEN - SUPERETTAN,02/10/2023,14:00,Utsikten,AFC Eskilstuna,1.75,3.8,4.33,1.75,2.05,1.75,1.14,2.0,2.6,0.8,0.6,1.8,0.571,0.263,0.231,0.571,0.877,0.432,2.0,-1.0,1,0.5803
2,ARGENTINA - PRIMERA NACIONAL,02/10/2023,15:30,Villa Dalmine,Deportivo Maipu,6.5,3.75,1.6,2.1,1.7,2.2,1.08,1.62,0.5,1.4,1.2,1.0,0.154,0.267,0.625,0.476,0.926,0.576,-0.7,0.4,1,0.7678
3,ARGENTINA - COPA DE LA LIGA PROFESIONAL,02/10/2023,21:00,Platense,Argentinos Jrs,3.3,3.2,2.3,2.88,1.4,2.38,1.03,1.53,0.9,0.5,0.8,0.6,0.303,0.312,0.435,0.347,0.971,0.172,0.1,-0.1,1,0.5737
