Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
4,07/07/2024,09:00,CHINA - SUPER LEAGUE,Zhejiang Professional,Meizhou Hakka,1.36,5.5,7.0,1.4,1.62,2.2,1.01,1.22,1.11,3.25,1.33
5,07/07/2024,09:00,SWEDEN - ALLSVENSKAN,AIK,Kalmar,1.55,4.2,5.75,1.62,1.7,2.05,1.03,1.3,1.18,4.5,1.18
6,07/07/2024,11:30,SWEDEN - ALLSVENSKAN,Malmo FF,Halmstad,1.18,7.5,12.0,1.36,1.95,1.8,1.01,1.2,1.1,3.0,1.36
7,07/07/2024,12:30,FINLAND - VEIKKAUSLIIGA,KuPS,Gnistan,1.42,4.33,6.25,1.73,1.95,1.8,1.04,1.33,1.22,5.5,1.14
8,07/07/2024,13:00,EGYPT - PREMIER LEAGUE,Zamalek,El Ismaily,1.53,3.7,6.0,1.85,1.83,1.78,1.01,1.39,1.27,5.75,1.09
9,07/07/2024,15:30,URUGUAY - PRIMERA DIVISION,Nacional,Rampla Juniors,1.25,5.5,8.5,1.6,2.1,1.67,1.03,1.29,1.18,4.33,1.2
10,07/07/2024,16:00,BRAZIL - SERIE A,Fortaleza,Fluminense,1.75,3.6,4.75,2.05,1.95,1.8,1.06,1.44,1.33,7.0,1.1
11,07/07/2024,18:00,BRAZIL - SERIE A,Internacional,Vasco,1.5,4.1,7.0,2.05,2.1,1.67,1.06,1.4,1.33,7.0,1.1
12,07/07/2024,18:30,BRAZIL - SERIE A,Palmeiras,Bahia,1.57,4.1,5.5,1.9,1.95,1.8,1.05,1.4,1.29,6.0,1.13
1,06/07/2024,22:00,MEXICO - LIGA MX,U.A.N.L.- Tigres,Necaxa,1.4,4.75,7.0,1.65,1.95,1.8,1.03,1.3,1.2,4.5,1.18
2,06/07/2024,22:30,USA - MLS,Real Salt Lake,Atlanta Utd,1.55,4.5,5.25,1.4,1.53,2.38,1.02,1.22,1.11,3.25,1.33
13,07/07/2024,22:30,USA - MLS,Colorado Rapids,St. Louis City,1.65,4.2,4.5,1.48,1.53,2.38,1.02,1.25,1.14,3.75,1.25
3,06/07/2024,23:30,USA - MLS,Seattle Sounders,New England Revolution,1.45,4.75,6.5,1.62,1.8,1.95,1.03,1.3,1.18,4.5,1.18
14,07/07/2024,23:30,USA - MLS,Los Angeles Galaxy,Minnesota United,1.57,4.5,5.0,1.36,1.5,2.5,1.02,1.22,1.1,3.25,1.33
