Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
39,24/02/2024,12:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Linfield,Ballymena,1.23,5.8,10.75,1.53,2.12,1.65,1.03,1.29,1.17,3.75,1.23
40,24/02/2024,12:00,NORTHERN IRELAND - NIFL PREMIERSHIP,Crusaders,Glenavon,1.62,4.0,4.7,1.72,1.75,1.95,1.04,1.35,1.24,4.55,1.16
41,24/02/2024,12:00,SERBIA - SUPER LIGA,Crvena zvezda,Cukaricki,1.26,5.6,9.5,1.5,1.98,1.75,1.03,1.28,1.16,3.6,1.25
42,24/02/2024,12:00,SCOTLAND - LEAGUE TWO,Stenhousemuir,Clyde,1.45,4.33,5.5,1.75,1.91,1.8,1.02,1.33,1.22,5.0,1.14
24,24/02/2024,12:00,ENGLAND - LEAGUE TWO,Mansfield,Salford,1.57,4.33,5.5,1.62,1.67,2.1,1.03,1.3,1.18,4.33,1.2
44,24/02/2024,12:00,SCOTLAND - LEAGUE ONE,Cove Rangers,Annan,1.57,4.0,4.5,1.62,1.67,2.1,1.03,1.3,1.2,4.33,1.2
11,24/02/2024,12:00,ENGLAND - PREMIER LEAGUE,Manchester Utd,Fulham,1.6,4.33,5.25,1.57,1.62,2.2,1.03,1.29,1.17,4.33,1.22
45,24/02/2024,12:00,SCOTLAND - CHAMPIONSHIP,Dundee Utd,Queen's Park,1.29,5.25,9.0,1.57,2.0,1.73,1.01,1.3,1.17,4.33,1.2
2,24/02/2024,12:00,ENGLAND - CHAMPIONSHIP,Ipswich,Birmingham,1.55,4.33,5.5,1.6,1.73,2.0,1.03,1.3,1.2,4.5,1.2
3,24/02/2024,12:00,ENGLAND - CHAMPIONSHIP,Middlesbrough,Plymouth,1.44,4.5,7.0,1.53,1.67,2.1,1.03,1.29,1.17,4.0,1.25
4,24/02/2024,12:00,ENGLAND - CHAMPIONSHIP,Southampton,Millwall,1.36,5.0,8.0,1.62,1.83,1.83,1.03,1.3,1.2,4.5,1.2
5,24/02/2024,12:00,ENGLAND - LEAGUE TWO,Stockport County,Swindon,1.45,5.0,6.0,1.57,1.8,1.91,1.03,1.3,1.18,4.33,1.2
35,24/02/2024,12:00,ENGLAND - PREMIER LEAGUE,Aston Villa,Nottingham,1.53,3.6,5.25,1.57,1.62,2.2,1.03,1.29,1.17,4.33,1.22
6,24/02/2024,12:45,BULGARIA - PARVA LIGA,Levski Sofia,Arda,1.62,3.8,6.0,2.4,2.5,1.5,1.08,1.5,1.44,11.0,1.05
7,24/02/2024,14:00,SWITZERLAND - SUPER LEAGUE,St. Gallen,Lausanne Ouchy,1.44,4.75,7.0,1.44,1.62,2.2,1.02,1.25,1.13,3.5,1.29
8,24/02/2024,14:00,QATAR - QSL,Al-Gharafa,Al Ahli Doha,1.55,4.65,4.55,1.31,1.4,2.72,1.02,1.19,1.09,2.62,1.44
9,24/02/2024,14:30,ITALY - SERIE C,Padova,Arzignano,1.6,3.55,5.9,2.3,2.35,1.53,1.1,1.55,1.45,7.2,1.06
10,24/02/2024,14:45,IVORY COAST - LIGUE 1,AS Denguele,Academie de FAD,1.55,3.45,5.8,2.27,2.4,1.54,1.06,1.5,1.44,10.0,1.02
12,24/02/2024,15:00,PORTUGAL - LIGA PORTUGAL 2,Benfica B,Vilaverdense,1.67,3.75,4.75,1.93,1.83,1.83,1.05,1.36,1.29,6.5,1.11
22,24/02/2024,16:00,USA - MLS,Columbus Crew,Atlanta Utd,1.6,4.2,5.0,1.44,1.5,2.5,1.02,1.22,1.13,3.4,1.3
13,24/02/2024,16:00,BELGIUM - CHALLENGER PRO LEAGUE,Oostende,Club Brugge KV U23,1.62,3.75,4.75,1.67,1.67,2.1,1.03,1.33,1.2,5.0,1.17
14,24/02/2024,17:00,ENGLAND - PREMIER LEAGUE,Arsenal,Newcastle,1.36,5.25,8.0,1.48,1.75,2.0,1.03,1.25,1.14,3.75,1.29
15,24/02/2024,17:30,PORTUGAL - LIGA PORTUGAL,Vitoria Guimaraes,Casa Pia,1.6,3.8,6.0,2.15,2.1,1.67,1.07,1.44,1.36,9.0,1.07
16,24/02/2024,18:00,CHILE - PRIMERA DIVISION,U. De Chile,A. Italiano,1.75,3.6,5.0,1.95,1.83,1.83,1.05,1.4,1.29,6.5,1.11
17,24/02/2024,18:00,CHILE - PRIMERA DIVISION,Palestino,Cobreloa,1.67,4.0,5.0,1.88,1.83,1.83,1.04,1.36,1.25,6.0,1.13
18,24/02/2024,18:45,USA - MLS,Los Angeles FC,Seattle Sounders,1.67,4.0,5.0,2.0,1.95,1.8,1.05,1.4,1.3,7.0,1.1
19,24/02/2024,19:30,PERU - LIGA 1,FBC Melgar,Union Comercio,1.22,5.75,15.0,1.53,2.1,1.67,1.03,1.28,1.14,3.75,1.25
20,24/02/2024,20:45,PARAGUAY - PRIMERA DIVISION,Cerro Porteno,Sol de America,1.36,4.5,7.5,1.73,2.0,1.73,1.04,1.33,1.22,5.5,1.14
21,24/02/2024,21:30,USA - MLS,Philadelphia Union,Chicago Fire,1.65,4.0,5.0,1.73,1.75,2.0,1.04,1.33,1.22,5.5,1.14
23,24/02/2024,21:30,USA - MLS,Orlando City,CF Montreal,1.6,4.2,5.0,1.75,1.8,1.95,1.04,1.33,1.25,5.5,1.14
47,24/02/2024,22:00,MEXICO - LIGA MX,U.A.N.L.- Tigres,Atlas,1.57,4.2,5.5,2.0,2.0,1.75,1.06,1.4,1.3,7.0,1.1
