,Entrada,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,N1,N2,N3
1,Lay Away New,31/03/2024,01:00,AUSTRALIA - A-LEAGUE,Melbourne Victory,Perth Glory,1.4,5.5,6.5,1.4,2.88,1.67,2.1,D,H,D
2,Lay Away New,31/03/2024,02:00,SOUTH KOREA - K LEAGUE 2,Jeonnam Dragons,Cheonan City,1.8,3.6,3.5,1.95,1.85,1.8,1.91,H,A,D
3,Lay Away New,31/03/2024,02:00,SOUTH KOREA - K LEAGUE 1,Gangwon,FC Seoul,2.7,3.2,2.3,2.3,1.6,1.91,1.8,H,H,D
4,Lay Away New,31/03/2024,04:30,SOUTH KOREA - K LEAGUE 1,Gwangju FC,Daegu FC,2.15,3.2,3.0,2.2,1.65,1.91,1.8,H,H,D
5,Lay Away New,31/03/2024,07:00,SPAIN - PRIMERA RFEF,Atl. Madrid B,CF Intercity,1.85,3.1,4.0,2.2,1.65,2.0,1.73,H,D,A
6,Lay Away New,31/03/2024,09:00,SWEDEN - ALLSVENSKAN,Hammarby,Kalmar FF,1.83,3.75,4.33,1.73,2.08,1.67,2.1,D,A,H
7,Lay Away New,31/03/2024,10:30,BULGARIA - PARVA LIGA,Botev Plovdiv,Cherno More,2.25,3.2,3.4,2.15,1.67,1.83,1.83,H,H,D
8,Lay Away New,31/03/2024,13:30,SPAIN - LALIGA2,Oviedo,Villarreal B,1.53,4.0,6.5,1.98,1.88,2.0,1.73,D,H,D
9,Lay Away New,31/03/2024,15:00,PERU - LIGA 1,Sport Huancayo,Asociacion Deportiva Tarma,2.05,3.6,3.4,1.98,1.88,1.8,1.91,H,D,H
10,Lay Away New,31/03/2024,15:30,ARGENTINA - PRIMERA NACIONAL,Nueva Chicago,Almirante Brown,2.0,3.2,4.2,2.7,1.44,2.38,1.53,D,H,D
11,Lay Away New,31/03/2024,16:00,BOLIVIA - DIVISION PROFESIONAL,Always Ready,CA Independiente,1.44,4.33,8.0,1.65,2.2,1.83,1.83,H,H,D
12,Lay Away New,31/03/2024,16:30,ARGENTINA - PRIMERA NACIONAL,Club Atletico Racing de Cordoba,Gimnasia Jujuy,2.0,3.1,4.33,2.5,1.5,2.2,1.62,D,H,D
13,Lay Away New,31/03/2024,17:00,PERU - LIGA 1,Sport Boys (Per),Alianza Atletico,1.91,3.8,3.75,2.0,1.85,1.83,1.83,H,D,H
14,Lay Away New,31/03/2024,17:45,ARGENTINA - PRIMERA NACIONAL,All Boys,San Miguel,2.2,3.0,3.8,2.88,1.4,2.38,1.53,D,H,D
15,Lay Away New,31/03/2024,18:30,BOLIVIA - DIVISION PROFESIONAL,Bolivar,Oriente Petrolero,1.22,6.0,13.0,1.5,2.5,2.0,1.73,H,H,D
16,Lay Away New,31/03/2024,18:30,PARAGUAY - PRIMERA DIVISION,Sol de America,General Caballero,2.3,3.2,2.9,2.1,1.7,1.83,1.83,D,H,A
17,Lay Away New,31/03/2024,20:00,ARGENTINA - PRIMERA NACIONAL,Deportivo Moron,CA Atlanta,2.25,2.75,4.0,3.1,1.36,2.38,1.53,D,H,D
18,Lay Away New,31/03/2024,21:00,PARAGUAY - PRIMERA DIVISION,2 de Mayo,Guarani (Par),2.2,3.1,3.1,2.2,1.65,1.91,1.8,D,H,A
19,Lay Away New,31/03/2024,22:00,COSTA RICA - PRIMERA DIVISION,Alajuelense,San Carlos,1.57,3.8,5.0,1.73,2.08,1.8,1.91,A,H,A
20,Lay Away New,31/03/2024,22:00,MEXICO - LIGA MX,Necaxa,Leon,2.75,3.5,2.5,1.83,2.03,1.67,2.1,H,A,D
