Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,AUSTRALIA - A-LEAGUE,28/01/2024,03:00,Macarthur FC,Perth Glory,1.83,4.5,3.4
2,AZERBAIJAN - PREMIER LEAGUE,28/01/2024,08:00,Araz,Sumqayit,1.83,3.3,4.15
3,ROMANIA - LIGA 1,28/01/2024,09:00,FC Hermannstadt,FC Botosani,1.75,3.3,4.75
4,ITALY - SERIE C,28/01/2024,10:00,Triestina,Pergolettese,1.6,3.6,5.8
5,SWITZERLAND - SUPER LEAGUE,28/01/2024,10:15,St. Gallen,Lugano,1.73,4.0,4.5
6,AZERBAIJAN - PREMIER LEAGUE,28/01/2024,10:30,Neftci Baku,Gabala,1.52,3.7,6.3
7,ENGLAND - FA CUP,28/01/2024,11:30,Liverpool,Norwich,1.14,8.5,13.0
8,ANDORRA - PRIMERA DIVISIÓ,28/01/2024,12:00,Penya,Atletic America,1.39,4.55,5.8
9,SPAIN - LALIGA2,28/01/2024,12:15,Villarreal B,Huesca,2.5,3.1,3.1
10,PORTUGAL - LIGA PORTUGAL 2,28/01/2024,12:30,FC Porto B,Os Belenenses,1.53,4.0,5.25
11,SWITZERLAND - SUPER LEAGUE,28/01/2024,12:30,Luzern,Lausanne,2.05,3.6,3.5
12,ALBANIA - SUPERLIGA,28/01/2024,13:00,KF Tirana,Skenderbeu,1.65,3.4,4.8
13,SPAIN - PRIMERA RFEF,28/01/2024,16:00,Real Madrid B,Linares,1.57,3.25,6.0
14,ITALY - SERIE C,28/01/2024,16:45,Rimini,Pineto,1.98,3.0,4.15
15,ARGENTINA - COPA DE LA LIGA PROFESIONAL,28/01/2024,17:00,Godoy Cruz,Defensa y Justicia,2.1,3.2,3.8
16,PORTUGAL - LIGA PORTUGAL,28/01/2024,17:30,Arouca,Vizela,2.05,3.5,3.6
17,JAMAICA - PREMIER LEAGUE,28/01/2024,18:00,Waterhouse,Lime Hall Academy,1.38,4.4,7.2
18,JAMAICA - PREMIER LEAGUE,28/01/2024,20:00,Cavalier,Montego Bay,1.62,3.55,5.3
19,MEXICO - LIGA DE EXPANSION MX,28/01/2024,21:05,Atl. Morelia,Zacatecas Mineros,1.88,3.6,3.7
20,PERU - LIGA 1,28/01/2024,22:00,Alianza Lima,Cesar Vallejo,1.65,3.3,5.25
