Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,SOUTH AMERICA - COPA SUDAMERICANA,07/05/2024,19:00,Nacional Asuncion (Par),Corinthians (Bra),4.33,3.4,1.85
2,SOUTH AMERICA - COPA SUDAMERICANA,07/05/2024,19:00,Racing Montevideo (Uru),Argentinos Jrs (Arg),3.5,3.2,2.2
3,SOUTH AMERICA - COPA LIBERTADORES,07/05/2024,19:00,Rosario Central (Arg),Atletico-MG (Bra),3.55,3.05,2.27
4,SOUTH AMERICA - COPA LIBERTADORES,07/05/2024,21:00,Palestino (Chi),Flamengo RJ (Bra),7.0,4.05,1.52
5,SOUTH AMERICA - COPA SUDAMERICANA,07/05/2024,21:00,Cesar Vallejo (Per),Ind. Medellin (Col),3.4,3.3,2.2
6,SOUTH AMERICA - COPA SUDAMERICANA,07/05/2024,21:00,Tomayapo (Bol),Internacional (Bra),5.0,4.2,1.53
7,SOUTH AMERICA - COPA LIBERTADORES,07/05/2024,21:00,Dep. Tachira (Ven),Libertad Asuncion (Par),3.8,3.2,2.12
8,SOUTH AMERICA - COPA SUDAMERICANA,07/05/2024,21:30,Alianza (Col),Cruzeiro (Bra),5.5,4.0,1.62
