,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,AUSTRALIA - A-LEAGUE,24/02/2024,03:30,Sydney FC,Melbourne City,1.83,4.2,3.75,1.4,2.88,1.4,2.75,1.9,1.3747727,0.721,1.4,1.356466,0.587,0.5464481,0.23809524,0.26666668,0.71428573,0.3472222,0.39701232,0.5,2.731,1,1.0
2,BULGARIA - PARVA LIGA,24/02/2024,07:45,Lok. Plovdiv,Hebar,1.57,4.0,6.0,2.05,1.75,2.1,1.67,2.2,1.2489996,0.629,1.0,1.3416408,0.912,0.6369427,0.25,0.16666667,0.4878049,0.5714286,0.58340186,1.2,2.591,1,0.5136
3,SCOTLAND - LEAGUE TWO,24/02/2024,11:00,Dumbarton,Stranraer,1.67,3.75,4.33,1.85,2.0,1.83,1.83,1.7,1.3453624,0.836,0.3,0.45825756,1.005,0.5988024,0.26666668,0.23094688,0.5405405,0.5,0.4532022,1.4,1.804,1,0.5121
4,POLAND - DIVISION 1,24/02/2024,11:00,Wisla Plock,GKS Katowice,2.0,3.5,3.5,1.85,2.0,1.73,2.0,1.9,1.3747727,0.713,0.8,0.8717798,0.752,0.5,0.2857143,0.2857143,0.5405405,0.5,0.28284273,1.1,2.247,1,0.7351
5,ENGLAND - LEAGUE ONE,24/02/2024,12:00,Exeter,Fleetwood,2.1,3.4,3.6,1.98,1.88,1.75,2.0,1.2,1.2489996,1.419,0.9,1.1357816,0.82,0.47619048,0.29411766,0.2777778,0.5050505,0.5319149,0.2574094,0.3,2.385,1,0.8829
6,ENGLAND - LEAGUE ONE,24/02/2024,12:00,Bristol Rovers,Carlisle,1.65,4.0,5.0,1.88,1.98,1.91,1.91,1.4,1.356466,0.776,0.4,0.9165151,1.18,0.6060606,0.25,0.2,0.5319149,0.5050505,0.51357776,1.0,2.273,1,0.8613
7,ENGLAND - LEAGUE TWO,24/02/2024,12:00,Accrington,Crawley,2.2,3.4,3.3,1.8,2.0,1.62,2.2,1.4,1.356466,0.822,1.0,1.3416408,0.993,0.45454547,0.29411766,0.3030303,0.5555556,0.5,0.20999172,0.4,2.698,1,0.7417
8,ENGLAND - PREMIER LEAGUE,24/02/2024,12:00,Brighton,Everton,1.83,3.8,4.2,1.67,2.15,1.62,2.2,2.0,1.0,1.033,1.7,1.3453624,0.944,0.5464481,0.2631579,0.23809524,0.5988024,0.4651163,0.40038073,0.3,2.345,1,0.7909
9,ENGLAND - LEAGUE TWO,24/02/2024,12:00,MK Dons,Newport,1.67,4.0,5.0,1.73,2.08,1.73,2.0,2.5,1.024695,0.647,1.6,1.4282857,0.959,0.5988024,0.25,0.2,0.5780347,0.48076922,0.5074087,0.9,2.453,1,0.7477
10,ENGLAND - LEAGUE TWO,24/02/2024,12:00,Notts Co,Crewe,1.91,3.75,4.0,1.57,2.35,1.5,2.5,1.9,1.3747727,0.529,1.8,1.2489996,0.981,0.5235602,0.26666668,0.25,0.6369427,0.42553192,0.3611159,0.1,2.624,1,0.8388
