Nº,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,06/01/2024,07:45,AUSTRALIA - A-LEAGUE,Perth Glory,Melbourne Victory,4.2,4.33,1.7,1.53,1.57,2.25,1.03,1.29,1.17,4.33,1.22
2,06/01/2024,08:00,PORTUGAL - LIGA PORTUGAL 2,Oliveirense,Maritimo,4.5,3.8,1.7,1.7,1.67,2.1,1.04,1.33,1.22,5.0,1.17
3,06/01/2024,09:30,ENGLAND - FA CUP,AFC Wimbledon,Ipswich,5.0,4.2,1.62,1.65,1.7,2.05,1.03,1.3,1.2,4.5,1.18
4,06/01/2024,09:30,ENGLAND - LEAGUE ONE,Fleetwood,Derby,5.5,4.0,1.6,1.8,1.8,1.95,1.04,1.33,1.22,5.5,1.14
5,06/01/2024,09:30,ENGLAND - FA CUP,Millwall,Leicester,4.0,3.8,1.85,1.8,1.75,2.0,1.04,1.36,1.25,6.0,1.13
6,06/01/2024,09:30,ENGLAND - FA CUP,Maidstone,Stevenage,6.0,4.33,1.53,1.75,1.91,1.91,1.04,1.33,1.25,5.5,1.14
7,06/01/2024,09:45,ENGLAND - FA CUP,Sunderland,Newcastle,4.0,4.33,1.73,1.67,1.67,2.1,1.03,1.3,1.2,5.0,1.17
8,06/01/2024,10:00,ITALY - SERIE C,AlbinoLeffe,L.R. Vicenza,4.15,3.15,1.93,2.42,2.15,1.62,1.11,1.57,1.5,7.5,1.06
9,06/01/2024,12:00,SCOTLAND - CHAMPIONSHIP,Airdrieonians,Raith,3.3,3.5,1.85,1.93,1.8,1.91,1.02,1.4,1.29,6.0,1.11
10,06/01/2024,12:00,ENGLAND - LEAGUE ONE,Cheltenham,Portsmouth,4.2,3.8,1.8,1.83,1.75,2.0,1.04,1.36,1.25,6.0,1.13
11,06/01/2024,12:00,ENGLAND - FA CUP,Gillingham,Sheffield Utd,5.5,4.2,1.6,1.98,2.0,1.75,1.05,1.4,1.29,6.5,1.11
12,06/01/2024,12:15,ITALY - SERIE C,Fermana,Carrarese,6.5,3.6,1.55,2.37,2.5,1.47,1.1,1.57,1.47,7.4,1.06
13,06/01/2024,14:30,ENGLAND - FA CUP,Middlesbrough,Aston Villa,5.5,4.33,1.55,1.57,1.67,2.1,1.03,1.29,1.17,4.33,1.2
