,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2024-11-16,09:00:00,SERBIA - PRVA LIGA,Sloven Ruma,Radnik,5.5,1.76,3.0,6.6,1.2360474
2,2024-11-16,09:00:00,SERBIA - PRVA LIGA,Vrsac,Smederevo,1.89,4.9,2.78,15.0,1.2360473
3,2024-11-16,09:00:00,SERBIA - PRVA LIGA,FK Indjija,Vozdovac,2.58,2.82,2.62,10.0,1.236047
4,2024-11-16,09:30:00,ENGLAND - LEAGUE ONE,Exeter,Lincoln,2.8,2.9,3.3,10.5,1.235821
5,2024-11-16,09:50:00,CROATIA - PRVA NL,Cibalia,Vukovar 1991,4.4,1.88,3.0,1000.0,1.2359269
6,2024-11-16,10:00:00,CROATIA - PRVA NL,Zrinski Osjecko,Sesvete,2.8,1.66,2.82,1000.0,1.2359266
7,2024-11-16,10:00:00,CROATIA - PRVA NL,Dugopolje,Orijent,1.89,3.6,2.9,1000.0,1.235927
8,2024-11-16,12:00:00,SCOTLAND - CHAMPIONSHIP,Dunfermline,Airdrieonians,1.76,4.7,3.7,34.0,1.2358236
9,2024-11-16,12:00:00,SCOTLAND - CHAMPIONSHIP,Partick Thistle,Hamilton,1.7,5.2,3.95,22.0,1.2358236
10,2024-11-16,12:00:00,ENGLAND - NATIONAL LEAGUE,Yeovil,FC Halifax,2.46,3.25,3.0,13.0,1.2358242
11,2024-11-16,12:00:00,ENGLAND - NATIONAL LEAGUE,Altrincham,Southend,2.68,2.66,3.3,13.0,1.2358245
12,2024-11-16,12:00:00,ENGLAND - NATIONAL LEAGUE,Oldham,Tamworth FC,1.54,6.8,4.2,25.0,1.2358229
13,2024-11-16,12:00:00,ENGLAND - NATIONAL LEAGUE,Ebbsfleet,Solihull Moors,3.95,1.91,3.8,11.5,1.2358243
14,2024-11-16,12:00:00,SCOTLAND - CHAMPIONSHIP,Raith,Morton,1.65,6.4,3.7,18.5,1.2358235
15,2024-11-16,12:00:00,ENGLAND - NATIONAL LEAGUE,Dag & Red,Barnet,3.15,2.12,3.9,15.0,1.2358228
16,2024-11-16,12:00:00,SCOTLAND - CHAMPIONSHIP,Ayr,Queen's Park,2.1,3.9,3.4,14.5,1.2358239
17,2024-11-16,12:00:00,SCOTLAND - LEAGUE ONE,Inverness,Alloa,2.04,3.9,3.3,15.0,1.2358224
