,Date,Time,League,Home,Away,Odd_H,Odd_A,Odd_D,Odd_CS_0x1_Lay,IDMercado_Correct_Score
1,2024-06-08,03:00:00,JAPAN - J2 LEAGUE,Blaublitz,Kumamoto,2.4,3.4,3.05,12.0,1.22959
2,2024-06-08,06:00:00,JAPAN - J2 LEAGUE,Ehime,Mito,3.2,2.12,3.35,12.5,1.229585
3,2024-06-08,06:00:00,JAPAN - J2 LEAGUE,Shimizu S-Pulse,Fujieda MYFC,1.45,6.8,4.4,32.0,1.2295849
4,2024-06-08,06:00:00,JAPAN - J2 LEAGUE,Kofu,Vegalta Sendai,2.64,2.8,3.35,11.5,1.2295841
5,2024-06-08,06:00:00,JAPAN - J2 LEAGUE,Tokushima,Fujieda MYFC,4.3,1.93,3.4,9.4,1.229567
6,2024-06-08,07:00:00,JAPAN - J2 LEAGUE,Tochigi SC,Kusatsu,2.5,3.3,2.98,0.0,0.0
7,2024-06-08,07:00:00,JAPAN - J2 LEAGUE,Renofa Yamaguchi,Chiba,3.35,2.16,3.35,0.0,0.0
8,2024-06-08,11:00:00,FINLAND - VEIKKAUSLIIGA,KuPS,AC Oulu,1.52,6.8,4.7,0.0,0.0
9,2024-06-08,11:00:00,FINLAND - VEIKKAUSLIIGA,Ekenas,Gnistan,3.5,2.12,3.65,0.0,0.0
10,2024-06-08,13:30:00,SPAIN - LALIGA2,R. Oviedo,Eibar,2.42,3.4,3.15,0.0,0.0
11,2024-06-08,17:00:00,BRAZIL - SERIE B,Amazonas,Brusque,2.08,4.4,3.25,13.0,1.229626
12,2024-06-08,21:30:00,COLOMBIA - PRIMERA A,Bucaramanga,Santa Fe,2.4,3.3,2.86,0.0,0.0
