League,Date,Time,Home,Away,Odd_H,Odd_A,Odd_D,Odd_Under05_HT,Odd_Over05_HT,Odd_Under15_HT,Odd_Over15_HT,Odd_Under25_HT,Odd_Over25_HT,Odd_Under05,Odd_Over05,Odd_Under15,Odd_Over15,Odd_Under25,Odd_Over25,Odd_Under45,Odd_Over45,Odd_BTTS_Yes,Odd_BTTS_No,Odd_CS_0x0,Odd_CS_0x1,Odd_CS_0x2,Odd_CS_0x3,Odd_CS_1x0,Odd_CS_1x1,Odd_CS_1x2,Odd_CS_1x3,Odd_CS_2x0,Odd_CS_2x1,Odd_CS_2x2,Odd_CS_2x3,Odd_CS_3x0,Odd_CS_3x1,Odd_CS_3x2,Odd_CS_3x3,Odd_CS_Goleada_H,Odd_CS_Goleada_A,Odd_CS_Goleada_D,p_H,p_D,p_A,p_Over,p_Under,p_BTTS_Y,p_BTTS_N,p_H__p_D,p_H__p_A,p_D__p_H,p_D__p_A,p_A__p_H,p_A__p_D,p_D__p_Over,p_D__p_Under,CV_HDA,CV_HD,CV_HA,CV_DA,CV_DO,H_A,A_D,H_D,H_O,A_O,O_D,O_S,Odd_Sum,HO_D,AO_D,ADJ_H,ADJ_A,CV_MO,DP_MO,CV_MO_OV,Euc_Dist_MO,Angle_MO,Euc_Dist_OV,Angle_OV,Distancia_E_Geral,DE,DE_Casa,prediction_label,prediction_score
Turkish 1 Lig,2024-04-15,11:00:00,Erzurum BB,Sakaryaspor,2.58,2.88,3.1,2.52,1.47,1.33,3.15,1.08,1.26,3.0,1.08,3.0,1.4,1.67,2.16,1.07,8.4,1.91,1.87,4.5,4.6,5.3,6.2,4.5,6.2,10.5,6.0,5.1,10.0,5.3,6.4,6.0,6.0,6.2,6.8,5.8,6.0,7.0,0.3875969,0.32258064,0.3472222,0.46296296,0.5988024,0.5235602,0.53475934,1.2015504,1.1162791,0.83225805,0.92903227,0.8958333,1.0763888,0.6967742,0.5387097,0.07603719,0.09154929,0.054945055,0.036789298,0.17870723,0.8958333,0.92903227,0.83225805,1.1944444,1.3333334,0.6967742,1.13089,8.56,-0.060747664,-0.025700934,0.30140188,0.3364486,0.09148024,0.26102364,0.1518432,0.6393747,14.574216,0.6929647,13.766301,0.6393747,0.22,0.52,1,1.0
Serbian Super League,2024-04-15,11:00:00,FK Novi Pazar,Radnicki Nis,2.04,3.5,3.25,2.4,1.41,1.3,2.44,1.07,1.26,3.05,1.07,3.05,1.34,1.65,2.12,1.07,3.7,1.89,1.82,3.3,3.8,2.34,2.46,3.5,3.2,3.6,4.6,3.8,3.7,2.28,4.2,2.52,4.2,2.42,4.3,2.28,2.44,2.52,0.49019608,0.30769232,0.2857143,0.4716981,0.6060606,0.52910054,0.5494506,1.5931373,1.7156863,0.6276923,1.0769231,0.58285713,0.9285714,0.6523077,0.50769234,0.25374693,0.22873347,0.2635379,0.037037037,0.21042831,0.58285713,1.0769231,0.6276923,0.9622642,1.6509434,0.6523077,1.1216931,8.79,-0.13765642,0.02844141,0.2320819,0.39817974,0.26649585,0.7808329,0.27692354,1.9126421,31.173939,0.66468036,13.224551,1.9126421,0.25,1.21,1,1.0
Bulgarian A League,2024-04-15,11:30:00,CSKA 1948 Sofia,Lokomotiv Sofia,1.52,8.0,3.95,2.58,1.45,1.34,3.05,1.08,1.26,3.15,1.07,3.15,1.38,1.73,2.14,1.08,9.2,2.28,1.67,2.54,4.2,4.2,4.2,5.5,2.98,4.2,4.2,4.0,1.84,2.06,4.2,2.18,2.76,2.12,7.8,1.81,20.0,2.18,0.65789473,0.25316456,0.125,0.46728972,0.5780347,0.4385965,0.5988024,2.5986843,5.263158,0.38481012,2.0253165,0.19,0.49375,0.5417721,0.4379747,0.657616,0.44424132,0.6806723,0.33891213,0.29720855,0.19,2.0253165,0.38481012,0.71028036,3.7383177,0.5417721,0.9385965,13.47,-0.1804009,0.30066815,0.11284336,0.5939124,0.7290815,3.273576,0.7481692,8.018591,50.544075,0.57982755,11.585126,8.018591,4.05,2.43,1,1.0
Serbian Super League,2024-04-15,13:00:00,FK Spartak,FK Javor Ivanjica,2.42,2.92,2.94,2.16,1.41,1.3,2.4,1.07,1.26,3.05,1.06,3.05,1.37,1.7,2.1,1.08,3.55,1.82,1.89,3.65,1.76,2.02,2.02,2.28,6.2,2.66,1.95,2.74,3.8,2.02,1.97,2.02,2.02,2.02,2.02,2.02,2.02,2.02,0.41322315,0.34013605,0.34246576,0.47619048,0.5882353,0.5494506,0.52910054,1.214876,1.2066115,0.82312924,0.99319726,0.8287671,1.0068493,0.71428573,0.5782313,0.092855535,0.09701493,0.09363296,0.0034129692,0.16666667,0.8287671,0.99319726,0.82312924,1.152381,1.3904762,0.71428573,1.1538461,8.28,-0.062801935,-0.002415459,0.29227054,0.352657,0.106745794,0.2946184,0.1573683,0.7216647,14.574216,0.56568545,11.309933,0.7216647,0.02,0.52,1,1.0
Serbian Super League,2024-04-15,13:00:00,Mladost Lucani,FK IMT Novi Beograd,2.1,3.35,3.25,1.96,1.36,1.35,2.18,1.09,1.26,3.45,1.05,3.45,1.3,1.84,1.9,1.09,3.3,1.74,2.02,4.1,4.1,3.15,2.54,7.4,6.8,4.2,2.5,4.1,3.95,3.7,2.52,2.44,2.4,2.48,2.58,2.3,2.48,2.62,0.47619048,0.30769232,0.29850745,0.5263158,0.54347825,0.57471263,0.4950495,1.5476191,1.5952381,0.64615387,1.0307692,0.6268657,0.9701493,0.5846154,0.5661538,0.22639284,0.21495327,0.2293578,0.015151516,0.26213592,0.6268657,1.0307692,0.64615387,1.1052631,1.7631578,0.5846154,1.091954,8.7,-0.13218391,0.011494253,0.2413793,0.38505748,0.2395249,0.6946222,0.28531563,1.7014699,29.898901,0.084852815,1.718358,1.7014699,0.1,1.15,1,1.0
Estonian Esiliiga,2024-04-15,13:00:00,Levadia Tallinn II,Paide Linnameeskond II,1.16,2.36,3.15,3.7,1.25,1.03,1.03,1.01,1.26,1.2,1.01,1.2,1.01,1.2,1.03,1.04,1.21,1.12,1.12,1.1,1.1,1.1,1.1,1.1,3.85,5.4,1.1,8.4,8.2,5.0,1.1,1.1,1.1,1.1,1.1,1.01,1.01,1.1,0.86206895,0.31746033,0.42372882,0.9708738,0.8333333,0.89285713,0.89285713,2.7155173,2.0344827,0.36825398,0.74920636,0.4915254,1.3347458,0.32698414,0.3809524,0.4410585,0.46171695,0.3409091,0.14337568,0.50717705,0.4915254,0.74920636,0.36825398,1.1262136,2.2912621,0.32698414,0.91964287,6.67,-0.2983508,-0.11844078,0.17391305,0.3538231,0.45068124,1.0020146,0.526028,2.4544246,44.856403,0.2404163,-4.858463,2.4544246,0.79,1.99,1,1.0
Bahraini Premier,2024-04-15,13:00:00,Al-Muharraq,Al-Shabbab (BRN),1.87,3.5,2.98,1.1,1.01,1.03,1.03,1.01,1.26,1.2,1.02,1.2,1.02,1.2,1.03,1.05,1.21,1.12,1.12,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.55,1.55,1.02,0.53475934,0.33557048,0.2857143,0.9708738,0.8333333,0.89285713,0.89285713,1.5935829,1.8716577,0.6275168,1.1744967,0.5342857,0.85142857,0.3456376,0.40268457,0.27920863,0.22886598,0.30353817,0.08024691,0.4862843,0.5342857,1.1744967,0.6275168,1.815534,3.3980582,0.3456376,0.91964287,8.35,-0.13293414,0.06227545,0.2239521,0.41916168,0.29914,0.8326064,0.47307855,2.0394607,29.030275,0.2404163,-4.858463,2.0394607,0.52,1.11,1,1.0
Bahraini Premier,2024-04-15,13:00:00,Al Riffa,Al Hala,1.63,3.2,2.86,1.1,1.01,1.03,1.03,1.01,1.26,1.2,1.03,1.2,1.03,1.2,1.03,1.05,1.21,1.12,1.12,1.49,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.01,1.55,1.55,15.0,0.61349696,0.34965035,0.3125,0.9708738,0.8333333,0.89285713,0.89285713,1.7546012,1.9631902,0.5699301,1.1188811,0.509375,0.89375,0.36013985,0.41958043,0.3151247,0.27394208,0.32505175,0.05610561,0.47043702,0.509375,1.1188811,0.5699301,1.5825243,3.106796,0.36013985,0.91964287,7.69,-0.15994799,0.044213265,0.2119636,0.41612485,0.32222658,0.82597417,0.46838433,2.0232153,31.591516,0.2404163,-4.858463,2.0232153,0.34,1.23,1,1.0
French National,2024-04-15,13:30:00,Nancy,Martigues,2.84,2.44,3.15,2.9,1.45,1.35,2.84,1.09,1.26,3.05,1.02,3.05,1.37,1.73,2.04,1.08,5.0,1.79,1.92,9.8,8.4,3.85,4.2,9.2,3.15,9.8,4.2,4.2,10.5,4.2,4.3,4.3,4.2,4.3,4.5,4.1,4.0,4.6,0.35211268,0.31746033,0.40983605,0.49019608,0.5780347,0.5586592,0.5208333,1.1091549,0.85915494,0.9015873,0.7746032,1.1639345,1.2909836,0.64761907,0.5492064,0.10589761,0.05175292,0.07575758,0.12701252,0.21387284,1.1639345,0.7746032,0.9015873,1.3921568,1.1960784,0.64761907,1.1396648,8.43,-0.03677343,-0.08422301,0.33689204,0.28944248,0.1266724,0.35594943,0.18429083,0.8718945,8.810733,0.4384062,8.810733,0.8718945,0.71,0.31,1,1.0
Italian Serie A,2024-04-15,13:30:00,Fiorentina,Genoa,1.99,4.5,3.55,2.9,1.45,1.38,3.2,1.09,9.2,10.5,1.09,3.4,1.4,1.81,2.2,1.11,8.8,1.99,2.0,10.5,13.5,29.0,90.0,7.8,7.4,17.0,55.0,10.0,10.0,19.5,65.0,20.0,19.5,38.0,100.0,15.5,65.0,320.0,0.5025126,0.28169015,0.22222222,0.45454547,0.5524862,0.5025126,0.5,1.7839196,2.2613065,0.5605634,1.2676057,0.4422222,0.7888889,0.6197183,0.50985914,0.3594387,0.28158844,0.38674885,0.11801242,0.2347826,0.4422222,1.2676057,0.5605634,0.9045454,2.0454545,0.6197183,1.1055276,10.04,-0.15537849,0.09462152,0.19820717,0.44820717,0.3786734,1.2672937,0.38658902,3.104223,37.95423,0.5515433,11.034209,3.104223,0.95,1.56,1,1.0
