,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,POLAND - EKSTRAKLASA,24/10/2023,13:00,Lech Poznan,Jagiellonia,1.55,4.0,5.75,1.73,2.08,1.8,1.95,2.2,1.2489996,0.724,0.9,1.1357816,0.82,0.6451613,0.25,0.17391305,0.5780347,0.48076922,0.57965165,1.3,2.385,1,0.9712
2,SWEDEN - SUPERETTAN,24/10/2023,14:00,Orebro,Sundsvall,1.62,3.8,5.25,1.62,2.25,1.67,2.1,1.8,0.9797959,0.809,0.5,0.92195445,1.511,0.61728394,0.2631579,0.1904762,0.61728394,0.44444445,0.5222925,1.3,1.902,1,0.5063
3,SCOTLAND - PREMIERSHIP,24/10/2023,15:45,Dundee FC,Ross County,2.15,3.4,3.4,2.05,1.8,1.8,1.95,1.9,1.1357816,0.629,0.9,1.3747727,0.936,0.4651163,0.29411766,0.29411766,0.4878049,0.5555556,0.22958012,1.0,2.511,1,0.5158
4,ENGLAND - LEAGUE TWO,24/10/2023,15:45,AFC Wimbledon,Accrington,1.7,3.75,5.0,1.8,2.0,1.8,1.91,1.0,1.0954452,0.668,1.0,1.3416408,1.166,0.5882353,0.26666668,0.2,0.5555556,0.5,0.4820402,0.0,2.437,1,0.8227
5,ENGLAND - LEAGUE TWO,24/10/2023,15:45,Morecambe,Tranmere,2.1,3.4,3.5,1.88,1.98,1.67,2.1,1.8,1.2489996,0.584,0.5,0.92195445,0.907,0.47619048,0.29411766,0.2857143,0.5319149,0.5050505,0.24964708,1.3,2.171,1,0.7605
6,ENGLAND - LEAGUE TWO,24/10/2023,15:45,Walsall,Crawley,2.2,3.4,3.25,1.75,2.05,1.62,2.2,1.6,1.2,0.731,1.1,1.3,0.785,0.45454547,0.29411766,0.30769232,0.5714286,0.4878049,0.20629002,0.5,2.5,1,0.705
7,ENGLAND - LEAGUE TWO,24/10/2023,15:45,Swindon,Gillingham,1.91,3.6,4.2,1.75,2.05,1.67,2.1,2.0,1.264911,0.756,1.3,1.4177446,0.809,0.5235602,0.2777778,0.23809524,0.5714286,0.4878049,0.36440971,0.7,2.683,1,0.8007
8,ENGLAND - LEAGUE TWO,24/10/2023,15:45,Notts Co,Newport,1.57,4.2,5.5,1.5,2.5,1.57,2.25,2.5,1.024695,0.607,1.3,1.4177446,0.795,0.6369427,0.23809524,0.18181819,0.6666667,0.4,0.57507384,1.2,2.442,1,0.8198
9,ENGLAND - LEAGUE TWO,24/10/2023,15:45,Grimsby,Colchester,2.1,3.4,3.4,1.8,2.0,1.62,2.2,2.1,1.1357816,0.473,0.8,1.1661904,0.967,0.47619048,0.29411766,0.29411766,0.5555556,0.5,0.24190494,1.3,2.302,1,0.7752
10,ENGLAND - LEAGUE ONE,24/10/2023,15:45,Derby,Exeter,1.57,4.0,5.75,1.8,2.0,1.8,1.95,0.9,1.1357816,0.782,1.0,1.3416408,0.849,0.6369427,0.25,0.17391305,0.5555556,0.5,0.5733131,-0.1,2.477,1,0.8673
11,ENGLAND - LEAGUE ONE,24/10/2023,15:45,Barnsley,Shrewsbury,1.65,3.75,5.5,1.98,1.88,1.95,1.8,0.9,1.3747727,1.1,0.3,0.9,1.561,0.6060606,0.26666668,0.18181819,0.5050505,0.5319149,0.5214389,0.6,2.275,1,0.9378
12,ENGLAND - CHAMPIONSHIP,24/10/2023,16:00,Leicester,Sunderland,1.57,4.33,5.75,1.65,2.2,1.73,2.0,1.9,1.3747727,0.765,2.0,1.264911,0.783,0.6369427,0.23094688,0.17391305,0.6060606,0.45454547,0.5936357,-0.1,2.64,1,1.0
13,ENGLAND - CHAMPIONSHIP,24/10/2023,16:00,West Brom,QPR,1.6,4.2,5.5,1.95,1.9,1.91,1.8,1.8,1.2489996,1.045,1.4,1.356466,0.914,0.625,0.23809524,0.18181819,0.51282054,0.5263158,0.56559026,0.4,2.605,1,0.6
14,ARGENTINA - COPA DE LA LIGA PROFESIONAL,24/10/2023,17:00,Union de Santa Fe,Defensa y Justicia,2.2,3.5,3.2,2.3,1.6,2.0,1.73,1.5,1.024695,1.002,0.6,0.9165151,1.083,0.45454547,0.2857143,0.3125,0.4347826,0.625,0.21111882,0.9,1.941,1,0.6
15,ARGENTINA - COPA DE LA LIGA PROFESIONAL,24/10/2023,21:30,Argentinos Jrs,Huracan,2.05,3.2,4.0,2.88,1.4,2.38,1.53,1.8,1.2489996,0.888,0.5,0.92195445,1.542,0.4878049,0.3125,0.25,0.3472222,0.71428573,0.28751224,1.3,2.171,1,0.8
16,ARGENTINA - COPA DE LA LIGA PROFESIONAL,24/10/2023,21:30,Instituto,Rosario Central,2.1,3.1,3.8,2.5,1.5,2.2,1.62,1.5,1.2845232,1.061,0.6,0.9165151,1.581,0.47619048,0.32258064,0.2631579,0.4,0.6666667,0.25357312,0.9,2.201,1,1.0
17,MEXICO - LIGA MX,24/10/2023,22:00,Club Leon,Atlas,1.85,3.5,4.0,1.83,2.03,1.75,2.0,1.7,1.3453624,1.037,1.5,1.2845232,1.063,0.5405405,0.2857143,0.25,0.5464481,0.49261084,0.36060727,0.2,2.63,1,0.8729
