,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,INDONESIA - LIGA 1,26/08/2023,05:00,PSS Sleman,Persebaya,2.51,3.64,2.42,1.57,2.38,1.46,2.63,1.4,1.356466,0.552,1.1,1.3,1.026,0.3984064,0.2747253,0.41322315,0.6369427,0.42016807,0.17146751,0.3,2.656,1,0.5094
2,ROMANIA - LIGA 2,26/08/2023,05:00,FC Arges,Chindia Targoviste,2.32,3.06,3.11,2.47,1.53,2.01,1.76,1.2,1.2489996,0.904,0.7,1.1874342,1.789,0.43103448,0.3267974,0.3215434,0.4048583,0.6535948,0.14014177,0.5,2.436,1,0.5927
3,ROMANIA - LIGA 2,26/08/2023,05:00,CSC Dumbravita,Viitorul Tg. Jiu,2.01,3.44,3.44,1.89,1.89,1.7,2.1,1.9,1.3747727,0.587,1.1,1.3,0.833,0.49751243,0.29069766,0.29069766,0.52910054,0.52910054,0.2710892,0.8,2.675,1,0.5992
4,PORTUGAL - LIGA PORTUGAL 2,26/08/2023,07:00,Academico Viseu,Feirense,1.91,3.3,3.3,2.03,1.83,1.83,1.83,1.8,1.2489996,0.752,1.3,1.1874342,1.09,0.5235602,0.3030303,0.3030303,0.49261084,0.5464481,0.27608946,0.5,2.436,1,0.6407
5,SOUTH KOREA - K LEAGUE 2,26/08/2023,07:30,Gyeongnam,Seongnam,2.15,3.4,3.0,1.83,1.98,1.67,2.1,1.4,1.356466,0.936,1.3,1.1874342,0.837,0.4651163,0.29411766,0.33333334,0.5464481,0.5050505,0.20082976,0.1,2.544,1,0.7857
6,SOUTH KOREA - K LEAGUE 2,26/08/2023,07:30,Gimpo FC,Busan,3.1,3.1,2.2,2.5,1.5,2.1,1.67,1.1,1.0440307,1.028,1.8,1.2489996,0.782,0.32258064,0.32258064,0.45454547,0.4,0.6666667,0.16970563,-0.7,2.293,1,0.6215
7,SOUTH KOREA - K LEAGUE 1,26/08/2023,07:30,Gangwon,Pohang,4.0,3.3,1.95,2.03,1.83,1.83,1.83,0.9,0.83066237,0.371,1.5,1.024695,0.356,0.25,0.3030303,0.51282054,0.49261084,0.5464481,0.31940594,-0.6,1.855,1,0.5143
8,SOUTH KOREA - K LEAGUE 2,26/08/2023,08:00,Bucheon FC 1995,Seoul E-Land,2.15,3.1,3.2,2.25,1.62,1.91,1.8,1.5,1.2845232,1.279,1.5,1.2845232,1.025,0.4651163,0.32258064,0.3125,0.44444445,0.61728394,0.1900285,0.0,2.569,1,0.8761
9,SCOTLAND - PREMIERSHIP,26/08/2023,08:30,Ross County,Rangers,7.5,5.5,1.36,1.57,2.38,1.91,1.91,1.4,1.356466,0.947,1.0,1.3416408,1.039,0.13333334,0.18181819,0.7352941,0.6369427,0.42016807,0.7798331,0.4,2.698,1,0.9648
10,ENGLAND - PREMIER LEAGUE,26/08/2023,08:30,Bournemouth,Tottenham,4.0,3.8,1.83,1.5,2.63,1.44,2.63,1.1,1.3,0.821,0.5,0.92195445,1.111,0.25,0.2631579,0.5464481,0.6666667,0.38022813,0.38717553,0.6,2.222,1,0.8107
