,Date,Time,League,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,FT_Odd_Over05,HT_Odd_Over05,FT_Odd_Over15,FT_Odd_Over45,FT_Odd_Under45
1,11/05/2024,07:00,SINGAPORE - PREMIER LEAGUE,Young Lions,DPMM,5.5,4.5,1.4,1.33,1.39,2.55,1.01,1.17,1.07,2.5,1.4
2,11/05/2024,08:30,THAILAND - THAI LEAGUE 1,Chiangrai Utd,Nakhon Pathom,2.0,2.9,4.25,1.98,1.7,2.05,1.08,1.47,1.32,5.5,1.11
3,11/05/2024,09:00,FINLAND - VEIKKAUSLIIGA,Haka,SJK,2.6,3.4,2.6,1.75,1.62,2.2,1.04,1.33,1.22,5.5,1.14
4,11/05/2024,09:30,NETHERLANDS - TWEEDE DIVISIE,GVVV,Spakenburg,3.25,3.9,1.9,1.45,1.45,2.37,1.01,1.22,1.12,3.25,1.25
5,11/05/2024,10:00,THAILAND - THAI LEAGUE 1,Sukhothai,Police Tero,1.62,4.15,4.55,1.5,1.57,2.27,1.03,1.29,1.16,3.6,1.25
6,11/05/2024,10:00,SWEDEN - SUPERETTAN,Sundsvall,Landskrona,3.1,3.2,2.25,1.83,1.67,2.1,1.05,1.36,1.22,5.5,1.14
7,11/05/2024,10:00,NETHERLANDS - TWEEDE DIVISIE,AFC,ACV Assen,1.98,3.8,3.15,1.5,1.47,2.32,1.01,1.24,1.14,3.45,1.22
8,11/05/2024,10:00,NETHERLANDS - TWEEDE DIVISIE,Rijnsburgse Boys,Lisse,1.72,3.9,3.95,1.47,1.47,2.32,1.01,1.22,1.12,3.25,1.25
13,11/05/2024,11:00,SCOTLAND - CHAMPIONSHIP,Hamilton,Alloa,1.4,5.0,5.0,1.5,1.73,2.0,21.0,1.25,1.14,3.75,1.25
12,11/05/2024,11:00,ENGLAND - PREMIER LEAGUE,Tottenham,Burnley,1.33,6.0,7.5,1.25,1.44,2.63,1.01,1.17,1.07,2.38,1.57
14,11/05/2024,11:00,SCOTLAND - PREMIERSHIP,Ross County,Motherwell,2.3,3.3,3.1,1.88,1.62,2.2,1.05,1.36,1.25,6.0,1.13
10,11/05/2024,11:00,NORWAY - OBOS-LIGAEN,Moss,Stabaek,3.2,3.5,2.1,1.67,1.57,2.25,1.04,1.33,1.2,5.0,1.17
9,11/05/2024,11:00,NORWAY - OBOS-LIGAEN,Kongsvinger,Raufoss,1.62,4.0,4.75,1.65,1.67,2.1,1.03,1.3,1.2,4.5,1.18
11,11/05/2024,11:00,NORWAY - OBOS-LIGAEN,Ranheim,Egersund,2.1,3.5,2.9,1.62,1.53,2.38,1.03,1.3,1.18,4.5,1.18
15,11/05/2024,12:30,SWEDEN - ALLSVENSKAN,GAIS,Vasteras SK,2.38,3.4,2.7,1.98,1.75,2.0,1.05,1.4,1.29,6.5,1.11
16,11/05/2024,12:30,URUGUAY - PRIMERA DIVISION,Miramar,River Plate,2.5,3.2,2.88,2.2,1.83,1.83,1.07,1.5,1.36,9.0,1.07
17,11/05/2024,13:00,FINLAND - VEIKKAUSLIIGA,Inter Turku,HJK,3.25,3.4,2.15,1.88,1.67,2.1,1.05,1.36,1.25,6.0,1.13
18,11/05/2024,13:30,ENGLAND - PREMIER LEAGUE,Nottingham,Chelsea,3.4,3.9,2.0,1.53,1.5,2.5,1.03,1.29,1.17,4.0,1.25
19,11/05/2024,14:00,SPAIN - PRIMERA RFEF,Celta Vigo B,Rayo Majadahonda,1.2,5.75,10.0,1.62,2.35,1.52,1.04,1.31,1.2,4.1,1.2
20,11/05/2024,15:00,CANADA - CANADIAN PREMIER LEAGUE,HFX Wanderers,Cavalry,3.15,3.4,2.18,1.98,1.78,1.93,1.07,1.45,1.33,5.9,1.11
21,11/05/2024,15:30,ITALY - SERIE C,Casertana,Audace Cerignola,2.05,3.15,3.5,2.15,1.91,1.7,1.06,1.5,1.4,8.9,1.03
22,11/05/2024,17:30,ARGENTINA - LIGA PROFESIONAL,Independiente,Talleres Cordoba,2.25,3.2,3.4,2.6,2.2,1.62,1.1,1.57,1.5,13.0,1.04
23,11/05/2024,21:30,USA - MLS,Sporting Kansas City,Houston Dynamo,2.05,3.3,3.8,2.03,1.8,1.95,1.06,1.4,1.3,7.0,1.1
24,11/05/2024,22:00,USA - USL CHAMPIONSHIP,New Mexico,Oakland Roots,1.7,3.7,4.2,1.72,1.72,2.0,1.05,1.36,1.24,4.6,1.16
25,11/05/2024,22:30,USA - MLS,Colorado Rapids,San Jose Earthquakes,1.8,4.2,3.8,1.65,1.62,2.2,1.03,1.3,1.2,4.5,1.18
26,11/05/2024,23:00,PERU - LIGA 1,Cesar Vallejo,Los Chankas,1.57,4.0,5.5,1.73,1.8,1.91,1.04,1.33,1.22,5.5,1.14
27,11/05/2024,23:00,USA - USL CHAMPIONSHIP,Monterey Bay,Memphis,2.35,3.25,2.75,1.82,1.65,2.12,1.05,1.4,1.27,5.0,1.14
28,11/05/2024,23:30,USA - MLS,Los Angeles Galaxy,Real Salt Lake,1.95,3.5,3.6,1.57,1.5,2.5,1.03,1.29,1.17,4.0,1.22
