,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A,FT_Odd_Over25,FT_Odd_Under25,FT_Odd_BTTS_Yes,FT_Odd_BTTS_No,Media_Ptos_H,DesvPad_Ptos_H,CV_VG_H,Media_Ptos_A,DesvPad_Ptos_A,CV_VG_A,p_H,p_D,p_A,p_Over,p_Under,CV_HDA,coeficiente_pontos,cv_pontos,prediction_label,prediction_score
1,CHINA - SUPER LEAGUE,15/09/2023,08:35,Wuhan Three Towns,Cangzhou,1.44,5.25,5.75,1.44,2.7,1.62,2.2,1.7,1.1,0.929,1.2,1.2489996,0.723,0.6944444,0.1904762,0.17391305,0.6944444,0.37037036,0.68444616,0.5,2.349,1,0.7609
2,CHINA - SUPER LEAGUE,15/09/2023,08:35,Beijing Guoan,Zhejiang Professional,1.91,3.6,3.75,1.67,2.15,1.57,2.25,2.1,1.1357816,0.813,1.3,1.1874342,0.492,0.5235602,0.2777778,0.26666668,0.5988024,0.4651163,0.3330566,0.8,2.323,1,0.8913
3,SINGAPORE - PREMIER LEAGUE,15/09/2023,08:45,Balestier Khalsa,Tampines,5.25,4.2,1.5,1.2,4.33,1.29,3.5,1.2,1.4696939,0.573,2.4,0.9165151,0.545,0.1904762,0.23809524,0.6666667,0.8333333,0.23094688,0.5865538,-1.2,2.386,1,0.5072
4,BULGARIA - PARVA LIGA,15/09/2023,11:30,Arda,Botev Vratsa,1.4,4.5,9.5,1.85,2.0,2.2,1.62,1.8,1.2489996,0.773,0.1,0.3,1.038,0.71428573,0.22222222,0.10526316,0.5405405,0.5,0.75991064,1.7,1.549,1,0.6121
5,FINLAND - VEIKKAUSLIIGA,15/09/2023,12:00,Lahti,KTP,2.1,3.5,3.1,1.9,1.95,1.75,2.0,0.8,1.1661904,1.063,0.8,1.1661904,1.28,0.47619048,0.2857143,0.32258064,0.5263158,0.51282054,0.22818165,0.0,2.332,1,0.5019
6,ROMANIA - LIGA 1,15/09/2023,12:30,UTA Arad,U. Cluj,2.63,3.1,2.7,2.3,1.6,1.91,1.8,1.9,1.3747727,0.973,1.6,1.2,1.008,0.38022813,0.32258064,0.37037036,0.4347826,0.625,0.0703765,0.3,2.575,1,0.8569
7,POLAND - EKSTRAKLASA,15/09/2023,13:00,Puszcza,Slask Wroclaw,2.75,3.3,2.5,2.05,1.75,1.8,1.95,1.8,1.2489996,0.888,0.7,0.9,0.618,0.36363637,0.3030303,0.4,0.4878049,0.5714286,0.11249426,1.1,2.149,1,0.7584
8,POLAND - DIVISION 1,15/09/2023,13:00,S. Rzeszow,Wisla Plock,2.4,3.4,2.55,1.8,2.05,1.62,2.2,1.7,1.3453624,0.601,0.2,0.4,1.056,0.41666666,0.29411766,0.39215687,0.5555556,0.4878049,0.14401646,1.5,1.745,1,0.8728
9,CROATIA - HNL,15/09/2023,13:00,Lok. Zagreb,Rudes,1.67,3.6,5.25,1.7,2.1,1.67,2.1,1.3,1.1874342,0.651,0.9,1.1357816,0.967,0.5988024,0.2777778,0.1904762,0.5882353,0.47619048,0.49359715,0.4,2.323,1,0.5054
10,NORWAY - OBOS-LIGAEN,15/09/2023,14:00,Ranheim,Raufoss,2.55,3.5,2.7,1.57,2.35,1.44,2.63,1.8,1.4696939,0.807,1.0,1.3416408,1.363,0.39215687,0.2857143,0.37037036,0.6369427,0.42553192,0.13139762,0.8,2.811,1,0.8741
