Nº,League,Date,Time,Home,Away,FT_Odd_H,FT_Odd_D,FT_Odd_A
1,FIJI - PREMIER LEAGUE,10/09/2023,00:00,Navua,Nadroga,1.59,3.94,5.07
2,SPAIN - PRIMERA RFEF,10/09/2023,07:00,Fuenlabrada,Lugo,2.25,3.1,3.1
3,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,CD Portosantense,Gondomar,1.95,3.25,3.4
4,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,11:00,Louletano,Imortal,2.0,3.25,3.25
5,SPAIN - LALIGA2,10/09/2023,11:15,Racing Santander,Amorebieta,1.85,3.4,4.5
6,ITALY - SERIE C,10/09/2023,11:15,Virtus Verona,Alessandria,1.82,3.2,4.55
7,SERBIA - PRVA LIGA,10/09/2023,11:30,Mladost GAT,Sloboda,1.65,3.25,5.0
8,SERBIA - PRVA LIGA,10/09/2023,11:30,OFK Beograd,RFK Novi Sad,1.3,4.4,9.0
9,SERBIA - PRVA LIGA,10/09/2023,11:30,Tekstilac Odzaci,Dubocica,2.2,3.1,3.0
10,PORTUGAL - TAÇA DE PORTUGAL,10/09/2023,12:30,Anadia,Sanjoanense,1.8,3.2,4.0
11,ITALY - SERIE C,10/09/2023,13:30,Trento,Atalanta U23,2.45,3.0,2.95
12,SPAIN - PRIMERA RFEF,10/09/2023,14:30,Dep. La Coruna,Teruel,1.3,4.2,9.0
13,ARGENTINA - PRIMERA NACIONAL,10/09/2023,15:00,San Telmo,Flandria,2.25,3.3,3.25
14,ARGENTINA - PRIMERA NACIONAL,10/09/2023,15:05,All Boys,Club A. Guemes,2.5,3.1,3.1
15,ARGENTINA - PRIMERA NACIONAL,10/09/2023,15:30,Deportivo Maipu,CA Estudiantes,1.85,3.4,4.75
16,ITALY - SERIE C,10/09/2023,15:45,Latina,Potenza,2.57,3.0,2.82
17,BRAZIL - SERIE B,10/09/2023,15:45,Atletico GO,Juventude,2.02,3.0,4.0
18,ITALY - SERIE C,10/09/2023,15:45,Crotone,Turris,1.57,3.9,5.4
19,PANAMA - LPF,10/09/2023,17:00,Plaza Amador,San Francisco,1.7,3.4,4.9
20,PARAGUAY - PRIMERA DIVISION,10/09/2023,17:30,Sp. Luqueno,Tacuary,1.83,3.4,4.5
21,BRAZIL - SERIE B,10/09/2023,18:00,CRB,Vitoria,2.32,2.85,3.35
22,COLOMBIA - PRIMERA A,10/09/2023,18:00,Pereira,Once Caldas,2.05,3.3,3.8
23,COLOMBIA - PRIMERA A,10/09/2023,22:20,Millonarios,Santa Fe,1.95,3.5,4.0
